"Five-Year Graduation Rates, 2012-13"
"All Districts, Gender"

"",,,,"Non-Graduates",,,
"District","District Code","Gender","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Female",12,0,"*","*","*"
"Amistad Academy District","=""2790013""","Male",11,"*","*","*","*"
"Ansonia School District","=""0020011""","Female",106,"*","*","*","*"
"Ansonia School District","=""0020011""","Male",104,"*","*","*","*"
"Avon School District","=""0040011""","Female",122,"*","*","*","*"
"Avon School District","=""0040011""","Male",141,"*","*","*","*"
"Berlin School District","=""0070011""","Female",140,"*","*","*","*"
"Berlin School District","=""0070011""","Male",123,0,0.0,"*","*"
"Bethel School District","=""0090011""","Female",117,"*","*","*","*"
"Bethel School District","=""0090011""","Male",116,"*","*","*","*"
"Bloomfield School District","=""0110011""","Female",80,"*","*","*","*"
"Bloomfield School District","=""0110011""","Male",81,0,0.0,"*","*"
"Bolton School District","=""0120011""","Female",45,0,0.0,"*","*"
"Bolton School District","=""0120011""","Male",37,"*","*","*","*"
"Branford School District","=""0140011""","Female",153,"*","*","*","*"
"Branford School District","=""0140011""","Male",118,"*","*","*","*"
"Bridgeport School District","=""0150011""","Female",614,7,1.1,138,22.5
"Bridgeport School District","=""0150011""","Male",604,19,3.1,169,28.0
"Bristol School District","=""0170011""","Female",294,6,2.0,29,9.9
"Bristol School District","=""0170011""","Male",335,12,3.6,46,13.7
"Brookfield School District","=""0180011""","Female",122,0,0.0,"*","*"
"Brookfield School District","=""0180011""","Male",118,0,0.0,"*","*"
"Canton School District","=""0230011""","Female",63,"*","*",0,0.0
"Canton School District","=""0230011""","Male",61,0,0.0,0,0.0
"Capitol Region Education Council","=""2410014""","Female",138,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Male",115,"*","*","*","*"
"Cheshire School District","=""0250011""","Female",189,"*","*","*","*"
"Cheshire School District","=""0250011""","Male",195,"*","*","*","*"
"Clinton School District","=""0270011""","Female",70,"*","*","*","*"
"Clinton School District","=""0270011""","Male",75,"*","*","*","*"
"Colchester School District","=""0280011""","Female",128,"*","*","*","*"
"Colchester School District","=""0280011""","Male",126,"*","*","*","*"
"Common Ground High School District","=""2680013""","Female",16,0,"*","*","*"
"Common Ground High School District","=""2680013""","Male",22,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Female",891,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Male",1582,0,0.0,"*","*"
"Coventry School District","=""0320011""","Female",72,"*","*","*","*"
"Coventry School District","=""0320011""","Male",66,"*","*","*","*"
"Cromwell School District","=""0330011""","Female",77,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Male",65,0,0.0,"*","*"
"Danbury School District","=""0340011""","Female",385,11,2.9,46,11.9
"Danbury School District","=""0340011""","Male",390,14,3.6,59,15.1
"Darien School District","=""0350011""","Female",159,"*","*","*","*"
"Darien School District","=""0350011""","Male",157,"*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Female","*","*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Male","*","*","*","*","*"
"Derby School District","=""0370011""","Female",43,"*","*","*","*"
"Derby School District","=""0370011""","Male",44,"*","*","*","*"
"East Granby School District","=""0400011""","Female",32,0,0.0,"*","*"
"East Granby School District","=""0400011""","Male",39,"*","*",0,0.0
"East Haddam School District","=""0410011""","Female",50,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Male",49,0,0.0,"*","*"
"East Hampton School District","=""0420011""","Female",67,0,0.0,"*","*"
"East Hampton School District","=""0420011""","Male",65,"*","*","*","*"
"East Hartford School District","=""0430011""","Female",258,"*","*","*","*"
