"Five-Year Graduation Rates, Trend"
"All Districts, All Students"

"","Non-Graduates",,,,,,,
"","Five-Year Still Enrolled Rate by Year",,,,"Five-Year Other Rate by Year",,,
"District","2010-11","2011-12","2012-13","2013-14","2010-11","2011-12","2012-13","2013-14"
"Amistad Academy District","*","*","*","*","*","*","*","*"
"Ansonia School District","*","*",12.9,"*","*","*",4.8,"*"
"Avon School District","*","*","*","*","*","*","*","*"
"Berlin School District","*","*","*","*","*","*","*","*"
"Bethel School District",2.4,"*","*","*",3.2,"*","*","*"
"Bloomfield School District",13.1,"*","*","*",3.3,"*","*","*"
"Bolton School District","*","*","*","*","*","*","*","*"
"Branford School District","*","*",4.4,"*","*","*",2.2,"*"
"Bridgeport School District",31.9,27.4,25.2,21.6,3.1,1.6,2.1,2.8
"Bristol School District",15.0,10.2,11.9,11.2,2.0,1.0,2.9,2.4
"Brookfield School District","*","*","*","*","*","*","*","*"
"Canton School District","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","*",15.0,10.3,10.5,"*",3.0,4.3,4.1
"Cheshire School District","*","*",1.8,"*","*","*",2.3,"*"
"Clinton School District","*","*","*","*","*","*","*","*"
"Colchester School District","*","*",2.4,"*","*","*",2.8,"*"
"Common Ground High School District","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","*","*","*",2.7,"*","*","*",0.7
"Coventry School District","*","*","*","*","*","*","*","*"
"Cromwell School District","*","*","*","*","*","*","*","*"
"Danbury School District",16.2,13.9,13.5,12.2,2.2,1.5,3.2,3.7
"Darien School District","*","*","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","N/A","N/A","*","*","N/A","N/A","*","*"
"Derby School District","*","*","*","*","*","*","*","*"
"East Granby School District","*","*","*","*","*","*","*","*"
"East Haddam School District","*","*","*","*","*","*","*","*"
"East Hampton School District","*","*","*","*","*","*","*","*"
"East Hartford School District",14.8,15.2,14.3,11.4,1.2,1.7,2.2,4.8
"East Haven School District","*","*",20.7,"*","*","*",3.3,"*"
"East Lyme School District","*","*","*",3.3,"*","*","*",2.2
"East Windsor School District","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","*","*","*","*","*","*","*","*"
"Ellington School District","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","N/A","*","*","*","N/A","*","*","*"
"Enfield School District",12.1,10.9,8.1,"*",1.7,1.9,1.6,"*"
"Explorations District","*","*","*","*","*","*","*","*"
"Fairfield School District",2.9,"*",2.8,2.9,1.1,"*",2.8,1.7
"Farmington School District","*","*","*","*","*","*","*","*"
"Glastonbury School District",1.3,"*",1.1,1.0,1.1,"*",1.1,2.1
"Granby School District","*","*","*","*","*","*","*","*"
"Greenwich School District",1.6,"*",1.6,1.5,1.3,"*",1.9,0.9
"Griswold School District","*","*","*","*","*","*","*","*"
"Groton School District","*",15.6,12.8,12.6,"*",2.0,4.0,1.9
"Guilford School District","*","*","*","*","*","*","*","*"
"Hamden School District",11.0,9.1,7.3,4.8,1.9,1.7,3.1,3.7
"Hartford School District",29.0,24.4,21.3,17.6,2.1,1.6,2.5,4.7
"Killingly School District","*","*",16.9,"*","*","*",5.3,"*"
"Learn","N/A","N/A","*","*","N/A","N/A","*","*"
"Lebanon School District","*","*","*","*","*","*","*","*"
"Ledyard School District","*","*",5.6,"*","*","*",3.9,"*"
"Lisbon School District","*","*","*","*","*","*","*","*"
"Litchfield School District","*","*","*","*","*","*","*","*"
"Madison School District","*","*","*","*","*","*","*","*"
"Manchester School District",21.4,19.5,15.6,11.0,2.6,1.4,2.7,3.5
"Meriden School District",22.9,23.8,21.9,17.3,2.1,1.9,4.0,2.1
"Middletown School District",14.7,14.1,13.0,8.5,5.5,2.3,2.4,4.9
"Milford School District",5.5,7.0,4.8,3.8,3.4,2.0,5.9,1.4
"Monroe School District","*","*","*","*","*","*","*","*"
"Montville School District","*","*",8.0,"*","*","*",4.3,"*"
"Naugatuck School District",13.6,"*",13.8,13.3,1.6,"*",4.2,2.4
"New Britain School District",37.8,30.1,28.6,22.2,3.1,1.9,4.9,4.8
"New Canaan School District","*","*","*","*","*","*","*","*"
"New Fairfield School District","*","*","*","*","*","*","*","*"
"New Haven School District",28.6,23.3,21.5,17.3,2.5,1.4,2.6,3.2
"New London School District",26.3,"*",27.9,19.2,5.6,"*",4.3,3.1
