"Five-Year Graduation Rates, 2011-12"
"All Districts, High Needs Status"

"",,,,"Non-Graduates",,,
"District","District Code","High Needs Status","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","High Needs","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Non-High Needs","*","*","*","*","*"
"Ansonia School District","=""0020011""","High Needs",138,"*","*","*","*"
"Ansonia School District","=""0020011""","Non-High Needs",62,0,0.0,"*","*"
"Avon School District","=""0040011""","High Needs",44,0,0.0,"*","*"
"Avon School District","=""0040011""","Non-High Needs",239,0,0.0,"*","*"
"Berlin School District","=""0070011""","High Needs",62,0,0.0,"*","*"
"Berlin School District","=""0070011""","Non-High Needs",196,0,0.0,"*","*"
"Bethel School District","=""0090011""","High Needs",57,"*","*","*","*"
"Bethel School District","=""0090011""","Non-High Needs",180,0,0.0,"*","*"
"Bloomfield School District","=""0110011""","High Needs",120,"*","*","*","*"
"Bloomfield School District","=""0110011""","Non-High Needs",73,0,0.0,"*","*"
"Bolton School District","=""0120011""","High Needs",13,0,"*","*","*"
"Bolton School District","=""0120011""","Non-High Needs",57,0,0.0,0,0.0
"Branford School District","=""0140011""","High Needs",87,"*","*","*","*"
"Branford School District","=""0140011""","Non-High Needs",172,0,0.0,"*","*"
"Bridgeport School District","=""0150011""","High Needs","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Non-High Needs","*","*","*","*","*"
"Bristol School District","=""0170011""","High Needs",288,6,2.1,47,16.3
"Bristol School District","=""0170011""","Non-High Needs",340,0,0.0,17,5.0
"Brookfield School District","=""0180011""","High Needs",32,"*","*","*","*"
"Brookfield School District","=""0180011""","Non-High Needs",222,0,0.0,0,0.0
"Canton School District","=""0230011""","High Needs",17,0,"*","*","*"
"Canton School District","=""0230011""","Non-High Needs",101,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","High Needs",222,10,4.5,37,16.7
"Capitol Region Education Council","=""2410014""","Non-High Needs",111,0,0.0,13,11.7
"Cheshire School District","=""0250011""","High Needs",84,"*","*","*","*"
"Cheshire School District","=""0250011""","Non-High Needs",324,0,0.0,"*","*"
"Clinton School District","=""0270011""","High Needs",32,0,0.0,"*","*"
"Clinton School District","=""0270011""","Non-High Needs",89,0,0.0,"*","*"
"Colchester School District","=""0280011""","High Needs",64,"*","*","*","*"
"Colchester School District","=""0280011""","Non-High Needs",179,0,0.0,"*","*"
"Common Ground High School District","=""2680013""","High Needs",24,0,0.0,"*","*"
"Common Ground High School District","=""2680013""","Non-High Needs",6,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","High Needs",1546,0,0.0,62,4.0
"Connecticut Technical High School System","=""9000016""","Non-High Needs",985,0,0.0,24,2.4
"Coventry School District","=""0320011""","High Needs",47,"*","*","*","*"
"Coventry School District","=""0320011""","Non-High Needs",103,0,0.0,"*","*"
"Cromwell School District","=""0330011""","High Needs",48,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-High Needs",103,0,0.0,"*","*"
"Danbury School District","=""0340011""","High Needs",403,11,2.7,80,19.9
"Danbury School District","=""0340011""","Non-High Needs",351,0,0.0,25,7.1
"Darien School District","=""0350011""","High Needs",52,"*","*","*","*"
"Darien School District","=""0350011""","Non-High Needs",259,"*","*","*","*"
"Derby School District","=""0370011""","High Needs",72,"*","*","*","*"
"Derby School District","=""0370011""","Non-High Needs",40,0,0.0,"*","*"
"East Granby School District","=""0400011""","High Needs",11,"*","*",0,"*"
"East Granby School District","=""0400011""","Non-High Needs",49,0,0.0,"*","*"
"East Haddam School District","=""0410011""","High Needs",27,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Non-High Needs",76,0,0.0,"*","*"
"East Hampton School District","=""0420011""","High Needs",30,"*","*","*","*"
"East Hampton School District","=""0420011""","Non-High Needs",134,0,0.0,"*","*"
"East Hartford School District","=""0430011""","High Needs",433,10,2.3,78,18.0
"East Hartford School District","=""0430011""","Non-High Needs",146,0,0.0,10,6.8
"East Haven School District","=""0440011""","High Needs",134,"*","*","*","*"
"East Haven School District","=""0440011""","Non-High Needs",91,0,0.0,"*","*"
"East Lyme School District","=""0450011""","High Needs",81,"*","*","*","*"
"East Lyme School District","=""0450011""","Non-High Needs",221,0,0.0,"*","*"
"East Windsor School District","=""0470011""","High Needs",37,"*","*","*","*"
"East Windsor School District","=""0470011""","Non-High Needs",51,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","High Needs",45,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-High Needs",40,0,0.0,"*","*"
