"Five-Year Graduation Rates, 2013-14"
"All Districts, Gender"

"",,,,"Graduates",
"District","District Code","Gender","Five-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Female",15,"*","*"
"Amistad Academy District","=""2790013""","Male",8,"*","*"
"Ansonia School District","=""0020011""","Female",76,61,80.3
"Ansonia School District","=""0020011""","Male",80,64,80.0
"Avon School District","=""0040011""","Female",149,"*","*"
"Avon School District","=""0040011""","Male",123,"*","*"
"Berlin School District","=""0070011""","Female",115,111,96.5
"Berlin School District","=""0070011""","Male",120,116,96.7
"Bethel School District","=""0090011""","Female",116,"*","*"
"Bethel School District","=""0090011""","Male",128,"*","*"
"Bloomfield School District","=""0110011""","Female",85,"*","*"
"Bloomfield School District","=""0110011""","Male",86,"*","*"
"Bolton School District","=""0120011""","Female",53,51,96.2
"Bolton School District","=""0120011""","Male",48,48,100.0
"Branford School District","=""0140011""","Female",151,143,94.7
"Branford School District","=""0140011""","Male",147,132,89.8
"Bridgeport School District","=""0150011""","Female",617,499,80.9
"Bridgeport School District","=""0150011""","Male",608,428,70.4
"Bristol School District","=""0170011""","Female",339,305,90.0
"Bristol School District","=""0170011""","Male",358,297,83.0
"Brookfield School District","=""0180011""","Female",116,"*","*"
"Brookfield School District","=""0180011""","Male",116,"*","*"
"Canton School District","=""0230011""","Female",65,"*","*"
"Canton School District","=""0230011""","Male",71,"*","*"
"Capitol Region Education Council","=""2410014""","Female",205,183,89.3
"Capitol Region Education Council","=""2410014""","Male",138,110,79.7
"Cheshire School District","=""0250011""","Female",193,189,97.9
"Cheshire School District","=""0250011""","Male",196,189,96.4
"Clinton School District","=""0270011""","Female",58,"*","*"
"Clinton School District","=""0270011""","Male",72,"*","*"
"Colchester School District","=""0280011""","Female",140,"*","*"
"Colchester School District","=""0280011""","Male",108,"*","*"
"Common Ground High School District","=""2680013""","Female",15,"*","*"
"Common Ground High School District","=""2680013""","Male",14,"*","*"
"Connecticut Technical High School System","=""9000016""","Female",903,868,96.1
"Connecticut Technical High School System","=""9000016""","Male",1515,1467,96.8
"Coventry School District","=""0320011""","Female",69,"*","*"
"Coventry School District","=""0320011""","Male",63,"*","*"
"Cromwell School District","=""0330011""","Female",73,68,93.2
"Cromwell School District","=""0330011""","Male",62,55,88.7
"Danbury School District","=""0340011""","Female",367,314,85.6
"Danbury School District","=""0340011""","Male",381,315,82.7
"Darien School District","=""0350011""","Female",167,165,98.8
"Darien School District","=""0350011""","Male",169,162,95.9
"Department of Mental Health and Addiction Services","=""3370015""","Female","*","*","*"
