"Five-Year Graduation Rates, Trend"
"All Districts, High Needs Status"

"",,"Graduates",,,
"",,"Five-Year Graduation Rate by Year",,,
"District","High Needs Status","2010-11","2011-12","2012-13","2013-14"
"Amistad Academy District","High Needs",57.1,"*","*","*"
"Amistad Academy District","Non-High Needs",69.2,"*","*","*"
"Ansonia School District","High Needs",66.3,78.3,78.2,75.9
"Ansonia School District","Non-High Needs",89.3,91.9,94.4,90.9
"Avon School District","High Needs",96.9,93.2,89.4,90.9
"Avon School District","Non-High Needs",98.2,98.7,99.5,99.6
"Berlin School District","High Needs",86.4,96.8,86.5,90.3
"Berlin School District","Non-High Needs",96.8,98.0,98.6,98.8
"Bethel School District","High Needs",80.0,91.2,81.7,88.9
"Bethel School District","Non-High Needs",97.6,98.3,100.0,97.5
"Bloomfield School District","High Needs",80.2,85.0,92.6,91.8
"Bloomfield School District","Non-High Needs",86.3,95.9,95.5,93.9
"Bolton School District","High Needs",80.0,76.9,90.5,87.5
"Bolton School District","Non-High Needs",98.4,100.0,98.4,100.0
"Branford School District","High Needs",81.4,92.0,89.2,85.5
"Branford School District","Non-High Needs",99.1,95.3,95.2,96.3
"Bridgeport School District","High Needs",65.2,"*",72.6,"*"
"Bridgeport School District","Non-High Needs",61.7,"*",77.8,"*"
"Bristol School District","High Needs",72.8,81.6,74.8,76.8
"Bristol School District","Non-High Needs",88.2,95.0,94.8,95.5
"Brookfield School District","High Needs",89.5,87.5,90.2,97.8
"Brookfield School District","Non-High Needs",96.7,100.0,99.0,100.0
"Canton School District","High Needs",89.5,94.1,93.8,83.3
"Canton School District","Non-High Needs",96.0,99.0,100.0,99.1
"Capitol Region Education Council","High Needs",82.8,78.8,81.3,81.6
"Capitol Region Education Council","Non-High Needs",89.6,88.3,91.3,92.5
"Cheshire School District","High Needs",87.3,91.7,85.2,87.9
"Cheshire School District","Non-High Needs",98.8,99.4,99.0,100.0
"Clinton School District","High Needs",94.3,90.6,81.5,89.3
"Clinton School District","Non-High Needs",95.5,95.5,95.6,97.1
"Colchester School District","High Needs",88.4,92.2,83.9,89.7
"Colchester School District","Non-High Needs",96.2,99.4,98.0,99.5
