"Five-Year Graduation Rates, 2011-12"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,,"Graduates",
"District","District Code","Free/Reduced Price Meal Eligibility","Five-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Eligible For Free Lunch",13,"*","*"
"Amistad Academy District","=""2790013""","Eligible For Reduced Lunch","*","*","*"
"Amistad Academy District","=""2790013""","Not Eligible For Lunch","*","*","*"
"Ansonia School District","=""0020011""","Eligible For Free Lunch",85,"*","*"
"Ansonia School District","=""0020011""","Eligible For Reduced Lunch",43,"*","*"
"Ansonia School District","=""0020011""","Not Eligible For Lunch",72,65,90.3
"Avon School District","=""0040011""","Eligible For Free Lunch","*","*","*"
"Avon School District","=""0040011""","Eligible For Reduced Lunch","*","*","*"
"Avon School District","=""0040011""","Not Eligible For Lunch",272,"*","*"
"Berlin School District","=""0070011""","Eligible For Free Lunch",19,19,"*"
"Berlin School District","=""0070011""","Eligible For Reduced Lunch",9,"*","*"
"Berlin School District","=""0070011""","Not Eligible For Lunch",230,"*","*"
"Bethel School District","=""0090011""","Eligible For Free Lunch",21,"*","*"
"Bethel School District","=""0090011""","Eligible For Reduced Lunch",16,"*","*"
"Bethel School District","=""0090011""","Not Eligible For Lunch",200,194,97.0
"Bloomfield School District","=""0110011""","Eligible For Free Lunch",83,69,83.1
"Bloomfield School District","=""0110011""","Eligible For Reduced Lunch",31,"*","*"
"Bloomfield School District","=""0110011""","Not Eligible For Lunch",79,"*","*"
"Bolton School District","=""0120011""","Eligible For Free Lunch","*","*","*"
"Bolton School District","=""0120011""","Eligible For Reduced Lunch","*","*","*"
"Bolton School District","=""0120011""","Not Eligible For Lunch",62,62,100.0
"Branford School District","=""0140011""","Eligible For Free Lunch",39,"*","*"
"Branford School District","=""0140011""","Eligible For Reduced Lunch",22,"*","*"
"Branford School District","=""0140011""","Not Eligible For Lunch",198,187,94.4
"Bridgeport School District","=""0150011""","Eligible For Free Lunch",1189,839,70.6
"Bridgeport School District","=""0150011""","Eligible For Reduced Lunch",67,"*","*"
"Bridgeport School District","=""0150011""","Not Eligible For Lunch",10,"*","*"
"Bristol School District","=""0170011""","Eligible For Free Lunch",172,132,76.7
"Bristol School District","=""0170011""","Eligible For Reduced Lunch",69,60,87.0
"Bristol School District","=""0170011""","Not Eligible For Lunch",387,366,94.6
"Brookfield School District","=""0180011""","Eligible For Free Lunch","*","*","*"
"Brookfield School District","=""0180011""","Eligible For Reduced Lunch","*","*","*"
"Brookfield School District","=""0180011""","Not Eligible For Lunch",238,235,98.7
"Canton School District","=""0230011""","Eligible For Free Lunch",7,"*","*"
"Canton School District","=""0230011""","Not Eligible For Lunch",111,"*","*"
"Capitol Region Education Council","=""2410014""","Eligible For Free Lunch",127,"*","*"
"Capitol Region Education Council","=""2410014""","Eligible For Reduced Lunch",55,"*","*"
"Capitol Region Education Council","=""2410014""","Not Eligible For Lunch",151,119,78.8
"Cheshire School District","=""0250011""","Eligible For Free Lunch",21,"*","*"
"Cheshire School District","=""0250011""","Eligible For Reduced Lunch",24,"*","*"
"Cheshire School District","=""0250011""","Not Eligible For Lunch",363,357,98.3
"Clinton School District","=""0270011""","Eligible For Free Lunch","*","*","*"
"Clinton School District","=""0270011""","Eligible For Reduced Lunch","*","*","*"
"Clinton School District","=""0270011""","Not Eligible For Lunch",106,99,93.4
"Colchester School District","=""0280011""","Eligible For Free Lunch",23,"*","*"
"Colchester School District","=""0280011""","Eligible For Reduced Lunch",15,"*","*"
"Colchester School District","=""0280011""","Not Eligible For Lunch",205,201,98.0
"Common Ground High School District","=""2680013""","Eligible For Free Lunch",16,"*","*"
"Common Ground High School District","=""2680013""","Eligible For Reduced Lunch",8,8,"*"
"Common Ground High School District","=""2680013""","Not Eligible For Lunch",6,"*","*"
"Connecticut Technical High School System","=""9000016""","Eligible For Free Lunch",956,915,95.7
"Connecticut Technical High School System","=""9000016""","Eligible For Reduced Lunch",419,402,95.9
"Connecticut Technical High School System","=""9000016""","Not Eligible For Lunch",1156,1128,97.6
"Coventry School District","=""0320011""","Eligible For Free Lunch",17,"*","*"
"Coventry School District","=""0320011""","Eligible For Reduced Lunch",14,"*","*"
"Coventry School District","=""0320011""","Not Eligible For Lunch",119,114,95.8
"Cromwell School District","=""0330011""","Eligible For Free Lunch",26,22,84.6
"Cromwell School District","=""0330011""","Eligible For Reduced Lunch",8,8,"*"
"Cromwell School District","=""0330011""","Not Eligible For Lunch",117,110,94.0
"Danbury School District","=""0340011""","Eligible For Free Lunch",262,200,76.3
"Danbury School District","=""0340011""","Eligible For Reduced Lunch",82,71,86.6
"Danbury School District","=""0340011""","Not Eligible For Lunch",410,367,89.5
"Darien School District","=""0350011""","Eligible For Free Lunch",6,6,"*"
"Darien School District","=""0350011""","Eligible For Reduced Lunch",6,6,"*"
"Darien School District","=""0350011""","Not Eligible For Lunch",299,290,97.0
"Derby School District","=""0370011""","Eligible For Free Lunch",43,"*","*"
"Derby School District","=""0370011""","Eligible For Reduced Lunch",22,"*","*"
"Derby School District","=""0370011""","Not Eligible For Lunch",47,41,87.2
"East Granby School District","=""0400011""","Eligible For Free Lunch","*","*","*"
"East Granby School District","=""0400011""","Not Eligible For Lunch","*","*","*"
"East Haddam School District","=""0410011""","Eligible For Free Lunch","*","*","*"
"East Haddam School District","=""0410011""","Eligible For Reduced Lunch","*","*","*"
"East Haddam School District","=""0410011""","Not Eligible For Lunch",87,"*","*"
"East Hampton School District","=""0420011""","Eligible For Free Lunch",8,"*","*"
"East Hampton School District","=""0420011""","Eligible For Reduced Lunch",14,"*","*"
"East Hampton School District","=""0420011""","Not Eligible For Lunch",142,136,95.8
"East Hartford School District","=""0430011""","Eligible For Free Lunch",297,227,76.4
"East Hartford School District","=""0430011""","Eligible For Reduced Lunch",108,96,88.9
"East Hartford School District","=""0430011""","Not Eligible For Lunch",174,158,90.8
"East Haven School District","=""0440011""","Eligible For Free Lunch",77,52,67.5
"East Haven School District","=""0440011""","Eligible For Reduced Lunch",35,28,80.0
"East Haven School District","=""0440011""","Not Eligible For Lunch",113,92,81.4
"East Lyme School District","=""0450011""","Eligible For Free Lunch",19,"*","*"
"East Lyme School District","=""0450011""","Eligible For Reduced Lunch",18,"*","*"
"East Lyme School District","=""0450011""","Not Eligible For Lunch",265,251,94.7
"East Windsor School District","=""0470011""","Eligible For Free Lunch",22,"*","*"
"East Windsor School District","=""0470011""","Eligible For Reduced Lunch",11,"*","*"
"East Windsor School District","=""0470011""","Not Eligible For Lunch",55,51,92.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Eligible For Free Lunch",18,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Eligible For Reduced Lunch",12,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Not Eligible For Lunch",55,48,87.3
"Ellington School District","=""0480011""","Eligible For Free Lunch",12,"*","*"
"Ellington School District","=""0480011""","Eligible For Reduced Lunch",6,"*","*"
"Ellington School District","=""0480011""","Not Eligible For Lunch",182,172,94.5
"Elm City College Preparatory School District","=""2890013""","Eligible For Free Lunch",11,"*","*"
"Elm City College Preparatory School District","=""2890013""","Eligible For Reduced Lunch","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Not Eligible For Lunch","*","*","*"
"Enfield School District","=""0490011""","Eligible For Free Lunch",110,79,71.8
"Enfield School District","=""0490011""","Eligible For Reduced Lunch",41,32,78.0
"Enfield School District","=""0490011""","Not Eligible For Lunch",362,336,92.8
"Explorations District","=""2720013""","Eligible For Free Lunch","*","*","*"
"Explorations District","=""2720013""","Eligible For Reduced Lunch","*","*","*"
"Explorations District","=""2720013""","Not Eligible For Lunch",15,"*","*"
"Fairfield School District","=""0510011""","Eligible For Free Lunch",58,"*","*"
"Fairfield School District","=""0510011""","Eligible For Reduced Lunch",25,"*","*"
"Fairfield School District","=""0510011""","Not Eligible For Lunch",609,594,97.5
"Farmington School District","=""0520011""","Eligible For Free Lunch",22,"*","*"
"Farmington School District","=""0520011""","Eligible For Reduced Lunch",14,"*","*"
"Farmington School District","=""0520011""","Not Eligible For Lunch",269,259,96.3
"Glastonbury School District","=""0540011""","Eligible For Free Lunch",30,26,86.7
"Glastonbury School District","=""0540011""","Eligible For Reduced Lunch",17,17,"*"
"Glastonbury School District","=""0540011""","Not Eligible For Lunch",466,456,97.9
