"Five-Year Graduation Rates, 2010-11"
"All Districts, High Needs Status"

"",,,,"Graduates",
"District","District Code","High Needs Status","Five-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","High Needs",14,"*","*"
"Amistad Academy District","=""2790013""","Non-High Needs",13,"*","*"
"Ansonia School District","=""0020011""","High Needs",104,69,66.3
"Ansonia School District","=""0020011""","Non-High Needs",84,75,89.3
"Avon School District","=""0040011""","High Needs",32,"*","*"
"Avon School District","=""0040011""","Non-High Needs",223,"*","*"
"Berlin School District","=""0070011""","High Needs",44,38,86.4
"Berlin School District","=""0070011""","Non-High Needs",217,210,96.8
"Bethel School District","=""0090011""","High Needs",45,36,80.0
"Bethel School District","=""0090011""","Non-High Needs",205,200,97.6
"Bloomfield School District","=""0110011""","High Needs",81,65,80.2
"Bloomfield School District","=""0110011""","Non-High Needs",102,88,86.3
"Bolton School District","=""0120011""","High Needs",10,"*","*"
"Bolton School District","=""0120011""","Non-High Needs",63,"*","*"
"Branford School District","=""0140011""","High Needs",70,"*","*"
"Branford School District","=""0140011""","Non-High Needs",214,"*","*"
"Bridgeport School District","=""0150011""","High Needs",1343,876,65.2
"Bridgeport School District","=""0150011""","Non-High Needs",81,50,61.7
"Bristol School District","=""0170011""","High Needs",239,174,72.8
"Bristol School District","=""0170011""","Non-High Needs",466,411,88.2
"Brookfield School District","=""0180011""","High Needs",19,17,"*"
"Brookfield School District","=""0180011""","Non-High Needs",245,237,96.7
"Canton School District","=""0230011""","High Needs",19,"*","*"
"Canton School District","=""0230011""","Non-High Needs",101,"*","*"
"Capitol Region Education Council","=""2410014""","High Needs",128,106,82.8
"Capitol Region Education Council","=""2410014""","Non-High Needs",173,155,89.6
"Cheshire School District","=""0250011""","High Needs",55,"*","*"
"Cheshire School District","=""0250011""","Non-High Needs",320,"*","*"
"Clinton School District","=""0270011""","High Needs",35,"*","*"
"Clinton School District","=""0270011""","Non-High Needs",110,"*","*"
"Colchester School District","=""0280011""","High Needs",43,38,88.4
"Colchester School District","=""0280011""","Non-High Needs",208,200,96.2
"Common Ground High School District","=""2680013""","High Needs",27,22,81.5
"Common Ground High School District","=""2680013""","Non-High Needs",11,11,"*"
"Connecticut Technical High School System","=""9000016""","High Needs",482,435,90.2
"Connecticut Technical High School System","=""9000016""","Non-High Needs",1850,1763,95.3
"Coventry School District","=""0320011""","High Needs",28,21,75.0
"Coventry School District","=""0320011""","Non-High Needs",125,119,95.2
"Cromwell School District","=""0330011""","High Needs",35,"*","*"
"Cromwell School District","=""0330011""","Non-High Needs",135,"*","*"
"Danbury School District","=""0340011""","High Needs",323,231,71.5
"Danbury School District","=""0340011""","Non-High Needs",434,386,88.9
"Darien School District","=""0350011""","High Needs",41,38,92.7
"Darien School District","=""0350011""","Non-High Needs",286,279,97.6
"Derby School District","=""0370011""","High Needs",54,40,74.1
"Derby School District","=""0370011""","Non-High Needs",69,59,85.5
"East Granby School District","=""0400011""","High Needs",7,"*","*"
"East Granby School District","=""0400011""","Non-High Needs",69,"*","*"
"East Haddam School District","=""0410011""","High Needs",12,"*","*"
"East Haddam School District","=""0410011""","Non-High Needs",85,"*","*"
"East Hampton School District","=""0420011""","High Needs",20,15,75.0
"East Hampton School District","=""0420011""","Non-High Needs",119,112,94.1
"East Hartford School District","=""0430011""","High Needs",359,294,81.9
"East Hartford School District","=""0430011""","Non-High Needs",242,211,87.2
"East Haven School District","=""0440011""","High Needs",96,70,72.9
"East Haven School District","=""0440011""","Non-High Needs",204,188,92.2
"East Lyme School District","=""0450011""","High Needs",45,"*","*"
"East Lyme School District","=""0450011""","Non-High Needs",280,"*","*"
"East Windsor School District","=""0470011""","High Needs",35,"*","*"
"East Windsor School District","=""0470011""","Non-High Needs",55,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","High Needs",20,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-High Needs",43,"*","*"
"Ellington School District","=""0480011""","High Needs",26,"*","*"
"Ellington School District","=""0480011""","Non-High Needs",157,"*","*"
"Enfield School District","=""0490011""","High Needs",128,92,71.9
"Enfield School District","=""0490011""","Non-High Needs",391,355,90.8
"Explorations District","=""2720013""","High Needs",14,"*","*"
"Explorations District","=""2720013""","Non-High Needs",16,"*","*"
"Fairfield School District","=""0510011""","High Needs",101,86,85.1
"Fairfield School District","=""0510011""","Non-High Needs",554,543,98.0
"Farmington School District","=""0520011""","High Needs",52,43,82.7
"Farmington School District","=""0520011""","Non-High Needs",284,278,97.9
"Glastonbury School District","=""0540011""","High Needs",91,"*","*"
"Glastonbury School District","=""0540011""","Non-High Needs",459,"*","*"
"Granby School District","=""0560011""","High Needs",19,"*","*"
"Granby School District","=""0560011""","Non-High Needs",175,"*","*"
"Greenwich School District","=""0570011""","High Needs",136,"*","*"
"Greenwich School District","=""0570011""","Non-High Needs",497,"*","*"
"Griswold School District","=""0580011""","High Needs",51,29,56.9
"Griswold School District","=""0580011""","Non-High Needs",150,137,91.3
"Groton School District","=""0590011""","High Needs",120,78,65.0
"Groton School District","=""0590011""","Non-High Needs",214,195,91.1
"Guilford School District","=""0600011""","High Needs",39,35,89.7
"Guilford School District","=""0600011""","Non-High Needs",232,225,97.0
"Hamden School District","=""0620011""","High Needs",194,146,75.3
"Hamden School District","=""0620011""","Non-High Needs",390,363,93.1
"Hartford School District","=""0640011""","High Needs",1451,970,66.9
"Hartford School District","=""0640011""","Non-High Needs",148,129,87.2
"Killingly School District","=""0690011""","High Needs",72,41,56.9
"Killingly School District","=""0690011""","Non-High Needs",124,103,83.1
"Lebanon School District","=""0710011""","High Needs",32,"*","*"
"Lebanon School District","=""0710011""","Non-High Needs",128,"*","*"
"Ledyard School District","=""0720011""","High Needs",55,46,83.6
"Ledyard School District","=""0720011""","Non-High Needs",177,166,93.8
"Lisbon School District","=""0730011""","High Needs","*","*","*"
"Litchfield School District","=""0740011""","High Needs",13,"*","*"
"Litchfield School District","=""0740011""","Non-High Needs",82,"*","*"
"Madison School District","=""0760011""","High Needs",37,"*","*"
"Madison School District","=""0760011""","Non-High Needs",280,"*","*"
"Manchester School District","=""0770011""","High Needs",246,151,61.4
"Manchester School District","=""0770011""","Non-High Needs",286,253,88.5
"Meriden School District","=""0800011""","High Needs",373,244,65.4
"Meriden School District","=""0800011""","Non-High Needs",246,220,89.4
"Middletown School District","=""0830011""","High Needs",138,90,65.2
"Middletown School District","=""0830011""","Non-High Needs",210,188,89.5
"Milford School District","=""0840011""","High Needs",129,103,79.8
"Milford School District","=""0840011""","Non-High Needs",364,346,95.1
"Monroe School District","=""0850011""","High Needs",37,"*","*"
"Monroe School District","=""0850011""","Non-High Needs",330,"*","*"
"Montville School District","=""0860011""","High Needs",56,46,82.1
"Montville School District","=""0860011""","Non-High Needs",148,131,88.5
"Naugatuck School District","=""0880011""","High Needs",149,111,74.5
"Naugatuck School District","=""0880011""","Non-High Needs",220,202,91.8
"New Britain School District","=""0890011""","High Needs",551,300,54.4
"New Britain School District","=""0890011""","Non-High Needs",201,145,72.1
