"Five-Year Graduation Rates, 2010-11"
"All Districts, Gender"

"",,,,"Non-Graduates",,,
"District","District Code","Gender","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Female",17,"*","*","*","*"
"Amistad Academy District","=""2790013""","Male",10,0,"*","*","*"
"Ansonia School District","=""0020011""","Female",94,"*","*","*","*"
"Ansonia School District","=""0020011""","Male",94,"*","*","*","*"
"Avon School District","=""0040011""","Female",136,0,0.0,"*","*"
"Avon School District","=""0040011""","Male",119,"*","*","*","*"
"Berlin School District","=""0070011""","Female",125,0,0.0,6,4.8
"Berlin School District","=""0070011""","Male",136,0,0.0,7,5.1
"Bethel School District","=""0090011""","Female",134,"*","*","*","*"
"Bethel School District","=""0090011""","Male",116,"*","*","*","*"
"Bloomfield School District","=""0110011""","Female",90,"*","*","*","*"
"Bloomfield School District","=""0110011""","Male",93,"*","*","*","*"
"Bolton School District","=""0120011""","Female",48,0,0.0,"*","*"
"Bolton School District","=""0120011""","Male",25,0,0.0,"*","*"
"Branford School District","=""0140011""","Female",135,"*","*","*","*"
"Branford School District","=""0140011""","Male",149,"*","*","*","*"
"Bridgeport School District","=""0150011""","Female",694,10,1.4,190,27.4
"Bridgeport School District","=""0150011""","Male",730,34,4.7,264,36.2
"Bristol School District","=""0170011""","Female",357,"*","*","*","*"
"Bristol School District","=""0170011""","Male",348,"*","*","*","*"
"Brookfield School District","=""0180011""","Female",120,0,0.0,"*","*"
"Brookfield School District","=""0180011""","Male",144,"*","*","*","*"
"Canton School District","=""0230011""","Female",56,"*","*","*","*"
"Canton School District","=""0230011""","Male",64,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Female",172,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Male",129,"*","*","*","*"
"Cheshire School District","=""0250011""","Female",164,"*","*","*","*"
"Cheshire School District","=""0250011""","Male",211,"*","*","*","*"
"Clinton School District","=""0270011""","Female",78,0,0.0,"*","*"
"Clinton School District","=""0270011""","Male",67,0,0.0,"*","*"
"Colchester School District","=""0280011""","Female",122,0,0.0,"*","*"
"Colchester School District","=""0280011""","Male",129,"*","*","*","*"
"Common Ground High School District","=""2680013""","Female",21,"*","*","*","*"
"Common Ground High School District","=""2680013""","Male",17,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Female",833,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Male",1499,"*","*","*","*"
"Coventry School District","=""0320011""","Female",86,"*","*","*","*"
"Coventry School District","=""0320011""","Male",67,"*","*","*","*"
"Cromwell School District","=""0330011""","Female",94,"*","*","*","*"
"Cromwell School District","=""0330011""","Male",76,"*","*","*","*"
"Danbury School District","=""0340011""","Female",365,6,1.6,49,13.4
"Danbury School District","=""0340011""","Male",392,11,2.8,74,18.9
"Darien School District","=""0350011""","Female",161,0,0.0,"*","*"
"Darien School District","=""0350011""","Male",166,"*","*","*","*"
"Derby School District","=""0370011""","Female",56,"*","*","*","*"
"Derby School District","=""0370011""","Male",67,"*","*","*","*"
"East Granby School District","=""0400011""","Female",39,0,0.0,"*","*"
"East Granby School District","=""0400011""","Male",37,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Female",47,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Male",50,0,0.0,"*","*"
"East Hampton School District","=""0420011""","Female",66,"*","*","*","*"
"East Hampton School District","=""0420011""","Male",73,"*","*","*","*"
"East Hartford School District","=""0430011""","Female",305,"*","*","*","*"
"East Hartford School District","=""0430011""","Male",296,"*","*","*","*"
"East Haven School District","=""0440011""","Female",152,"*","*","*","*"
"East Haven School District","=""0440011""","Male",148,"*","*","*","*"
"East Lyme School District","=""0450011""","Female",163,"*","*","*","*"
"East Lyme School District","=""0450011""","Male",162,"*","*","*","*"
"East Windsor School District","=""0470011""","Female",43,0,0.0,"*","*"
"East Windsor School District","=""0470011""","Male",47,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Female",34,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Male",29,0,0.0,"*","*"
"Ellington School District","=""0480011""","Female",98,0,0.0,"*","*"
"Ellington School District","=""0480011""","Male",85,0,0.0,"*","*"
"Enfield School District","=""0490011""","Female",247,"*","*","*","*"
"Enfield School District","=""0490011""","Male",272,"*","*","*","*"
"Explorations District","=""2720013""","Female",16,0,"*","*","*"
"Explorations District","=""2720013""","Male",14,0,"*","*","*"
"Fairfield School District","=""0510011""","Female",340,"*","*","*","*"
"Fairfield School District","=""0510011""","Male",315,"*","*","*","*"
"Farmington School District","=""0520011""","Female",167,0,0.0,"*","*"
"Farmington School District","=""0520011""","Male",169,"*","*","*","*"
"Glastonbury School District","=""0540011""","Female",285,"*","*","*","*"
"Glastonbury School District","=""0540011""","Male",265,"*","*","*","*"
"Granby School District","=""0560011""","Female",89,0,0.0,"*","*"
"Granby School District","=""0560011""","Male",105,0,0.0,"*","*"
"Greenwich School District","=""0570011""","Female",284,"*","*","*","*"
"Greenwich School District","=""0570011""","Male",349,"*","*","*","*"
"Griswold School District","=""0580011""","Female",107,"*","*","*","*"
"Griswold School District","=""0580011""","Male",94,"*","*","*","*"
"Groton School District","=""0590011""","Female",179,"*","*","*","*"
"Groton School District","=""0590011""","Male",155,"*","*","*","*"
"Guilford School District","=""0600011""","Female",144,"*","*","*","*"
"Guilford School District","=""0600011""","Male",127,0,0.0,"*","*"
"Hamden School District","=""0620011""","Female",289,"*","*","*","*"
"Hamden School District","=""0620011""","Male",295,"*","*","*","*"
"Hartford School District","=""0640011""","Female",791,13,1.6,218,27.6
"Hartford School District","=""0640011""","Male",808,21,2.6,246,30.4
"Killingly School District","=""0690011""","Female",109,"*","*","*","*"
"Killingly School District","=""0690011""","Male",87,"*","*","*","*"
"Lebanon School District","=""0710011""","Female",80,0,0.0,"*","*"
"Lebanon School District","=""0710011""","Male",80,"*","*","*","*"
"Ledyard School District","=""0720011""","Female",118,"*","*","*","*"
"Ledyard School District","=""0720011""","Male",114,"*","*","*","*"
"Lisbon School District","=""0730011""","Female","*","*","*","*","*"
"Litchfield School District","=""0740011""","Female",51,0,0.0,"*","*"
"Litchfield School District","=""0740011""","Male",44,"*","*","*","*"
"Madison School District","=""0760011""","Female",159,"*","*","*","*"
"Madison School District","=""0760011""","Male",158,0,0.0,"*","*"
"Manchester School District","=""0770011""","Female",274,"*","*","*","*"
"Manchester School District","=""0770011""","Male",258,"*","*","*","*"
"Meriden School District","=""0800011""","Female",329,"*","*","*","*"
"Meriden School District","=""0800011""","Male",290,"*","*","*","*"
"Middletown School District","=""0830011""","Female",181,8,4.4,20,11.0
"Middletown School District","=""0830011""","Male",167,11,6.6,31,18.6
"Milford School District","=""0840011""","Female",265,9,3.4,15,5.7
"Milford School District","=""0840011""","Male",228,8,3.5,12,5.3
"Monroe School District","=""0850011""","Female",198,"*","*","*","*"
"Monroe School District","=""0850011""","Male",169,"*","*","*","*"
"Montville School District","=""0860011""","Female",92,0,0.0,"*","*"
"Montville School District","=""0860011""","Male",112,"*","*","*","*"
"Naugatuck School District","=""0880011""","Female",183,"*","*","*","*"
"Naugatuck School District","=""0880011""","Male",186,"*","*","*","*"
"New Britain School District","=""0890011""","Female",385,8,2.1,149,38.7
"New Britain School District","=""0890011""","Male",367,15,4.1,135,36.8
"New Canaan School District","=""0900011""","Female",151,0,0.0,"*","*"
"New Canaan School District","=""0900011""","Male",160,"*","*",0,0.0
"New Fairfield School District","=""0910011""","Female",120,0,0.0,"*","*"
"New Fairfield School District","=""0910011""","Male",120,"*","*","*","*"
"New Haven School District","=""0930011""","Female",748,11,1.5,205,27.4
"New Haven School District","=""0930011""","Male",688,25,3.6,206,29.9
"New London School District","=""0950011""","Female",118,"*","*","*","*"
"New London School District","=""0950011""","Male",148,"*","*","*","*"
"New Milford School District","=""0960011""","Female",187,"*","*","*","*"
"New Milford School District","=""0960011""","Male",215,"*","*","*","*"
"Newington School District","=""0940011""","Female",205,"*","*","*","*"
"Newington School District","=""0940011""","Male",207,"*","*","*","*"
"Newtown School District","=""0970011""","Female",244,"*","*","*","*"
"Newtown School District","=""0970011""","Male",200,0,0.0,"*","*"
"North Branford School District","=""0990011""","Female",95,0,0.0,"*","*"
"North Branford School District","=""0990011""","Male",102,"*","*","*","*"
"North Haven School District","=""1010011""","Female",166,"*","*","*","*"
"North Haven School District","=""1010011""","Male",141,"*","*","*","*"
"North Stonington School District","=""1020011""","Female",31,0,0.0,"*","*"
"North Stonington School District","=""1020011""","Male",36,0,0.0,"*","*"
"Norwalk School District","=""1030011""","Female",439,"*","*","*","*"
"Norwalk School District","=""1030011""","Male",453,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Female",313,6,1.9,42,13.4
"Norwich Free Academy District","=""9010022""","Male",315,6,1.9,51,16.2
"Norwich School District","=""1040011""","Female",13,0,"*","*","*"
"Norwich School District","=""1040011""","Male",23,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Female",60,"*","*",0,0.0
"Old Saybrook School District","=""1060011""","Male",62,"*","*","*","*"
"Oxford School District","=""1080011""","Female",76,"*","*","*","*"
"Oxford School District","=""1080011""","Male",79,0,0.0,"*","*"
"Plainfield School District","=""1090011""","Female",127,"*","*","*","*"
"Plainfield School District","=""1090011""","Male",103,"*","*","*","*"
"Plainville School District","=""1100011""","Female",118,0,0.0,"*","*"
"Plainville School District","=""1100011""","Male",115,"*","*","*","*"
"Plymouth School District","=""1110011""","Female",58,0,0.0,"*","*"
"Plymouth School District","=""1110011""","Male",81,0,0.0,"*","*"
"Portland School District","=""1130011""","Female",46,0,0.0,"*","*"
"Portland School District","=""1130011""","Male",51,"*","*","*","*"
"Putnam School District","=""1160011""","Female",35,"*","*","*","*"
"Putnam School District","=""1160011""","Male",38,"*","*","*","*"
"Regional School District 01","=""2010012""","Female",67,0,0.0,"*","*"
"Regional School District 01","=""2010012""","Male",71,"*","*","*","*"
"Regional School District 04","=""2040012""","Female",74,0,0.0,"*","*"
"Regional School District 04","=""2040012""","Male",97,"*","*","*","*"
"Regional School District 05","=""2050012""","Female",185,0,0.0,"*","*"
"Regional School District 05","=""2050012""","Male",225,"*","*","*","*"
"Regional School District 06","=""2060012""","Female",60,0,0.0,"*","*"
"Regional School District 06","=""2060012""","Male",44,0,0.0,"*","*"
"Regional School District 07","=""2070012""","Female",113,"*","*","*","*"
"Regional School District 07","=""2070012""","Male",96,"*","*","*","*"
"Regional School District 08","=""2080012""","Female",129,0,0.0,"*","*"
"Regional School District 08","=""2080012""","Male",139,"*","*","*","*"
"Regional School District 09","=""2090012""","Female",107,"*","*",0,0.0
"Regional School District 09","=""2090012""","Male",114,"*","*","*","*"
"Regional School District 10","=""2100012""","Female",86,"*","*",0,0.0
"Regional School District 10","=""2100012""","Male",89,"*","*","*","*"
"Regional School District 11","=""2110012""","Female",25,0,0.0,"*","*"
"Regional School District 11","=""2110012""","Male",14,"*","*","*","*"
