"Five-Year Graduation Rates, 2012-13"
"All Districts, Special Education Status"

"",,,,"Non-Graduates",,,
"District","District Code","Special Education Status","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Non-Special Education","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Special Education","*","*","*","*","*"
"Ansonia School District","=""0020011""","Non-Special Education",186,"*","*","*","*"
"Ansonia School District","=""0020011""","Special Education",24,"*","*","*","*"
"Avon School District","=""0040011""","Non-Special Education",230,"*","*","*","*"
"Avon School District","=""0040011""","Special Education",33,"*","*","*","*"
"Berlin School District","=""0070011""","Non-Special Education",239,"*","*","*","*"
"Berlin School District","=""0070011""","Special Education",24,"*","*","*","*"
"Bethel School District","=""0090011""","Non-Special Education",212,"*","*","*","*"
"Bethel School District","=""0090011""","Special Education",21,"*","*","*","*"
"Bloomfield School District","=""0110011""","Non-Special Education",143,0,0.0,"*","*"
"Bloomfield School District","=""0110011""","Special Education",18,"*","*","*","*"
"Bolton School District","=""0120011""","Non-Special Education",70,0,0.0,"*","*"
"Bolton School District","=""0120011""","Special Education",12,"*","*","*","*"
"Branford School District","=""0140011""","Non-Special Education",238,"*","*","*","*"
"Branford School District","=""0140011""","Special Education",33,"*","*","*","*"
"Bridgeport School District","=""0150011""","Non-Special Education",1046,8,0.8,250,23.9
"Bridgeport School District","=""0150011""","Special Education",172,18,10.5,57,33.1
"Bristol School District","=""0170011""","Non-Special Education",531,8,1.5,57,10.7
"Bristol School District","=""0170011""","Special Education",98,10,10.2,18,18.4
"Brookfield School District","=""0180011""","Non-Special Education",225,0,0.0,"*","*"
"Brookfield School District","=""0180011""","Special Education",15,0,"*","*","*"
"Canton School District","=""0230011""","Non-Special Education",106,0,0.0,0,0.0
"Canton School District","=""0230011""","Special Education",18,"*","*",0,"*"
"Capitol Region Education Council","=""2410014""","Non-Special Education",218,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Special Education",35,"*","*","*","*"
"Cheshire School District","=""0250011""","Non-Special Education",326,"*","*","*","*"
"Cheshire School District","=""0250011""","Special Education",58,"*","*","*","*"
"Clinton School District","=""0270011""","Non-Special Education",121,"*","*","*","*"
"Clinton School District","=""0270011""","Special Education",24,"*","*","*","*"
"Colchester School District","=""0280011""","Non-Special Education",225,"*","*","*","*"
"Colchester School District","=""0280011""","Special Education",29,"*","*","*","*"
"Common Ground High School District","=""2680013""","Non-Special Education","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-Special Education",2264,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Special Education",209,0,0.0,"*","*"
"Coventry School District","=""0320011""","Non-Special Education",119,0,0.0,"*","*"
"Coventry School District","=""0320011""","Special Education",19,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-Special Education",125,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Special Education",17,0,"*","*","*"
"Danbury School District","=""0340011""","Non-Special Education",695,11,1.6,88,12.7
"Danbury School District","=""0340011""","Special Education",80,14,17.5,17,21.3
"Darien School District","=""0350011""","Non-Special Education",277,"*","*","*","*"
"Darien School District","=""0350011""","Special Education",39,"*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Non-Special Education","*","*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Special Education","*","*","*","*","*"
"Derby School District","=""0370011""","Non-Special Education",79,"*","*","*","*"
"Derby School District","=""0370011""","Special Education",8,"*","*","*","*"
"East Granby School District","=""0400011""","Non-Special Education",62,"*","*",0,0.0
"East Granby School District","=""0400011""","Special Education",9,"*","*","*","*"
"East Haddam School District","=""0410011""","Non-Special Education",85,0,0.0,"*","*"
