"Five-Year Graduation Rates, 2013-14"
"All Districts, High Needs Status"

"",,,,"Non-Graduates",,,
"District","District Code","High Needs Status","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","High Needs","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Non-High Needs","*","*","*","*","*"
"Ansonia School District","=""0020011""","High Needs",112,"*","*","*","*"
"Ansonia School District","=""0020011""","Non-High Needs",44,0,0.0,"*","*"
"Avon School District","=""0040011""","High Needs",44,"*","*","*","*"
"Avon School District","=""0040011""","Non-High Needs",228,0,0.0,"*","*"
"Berlin School District","=""0070011""","High Needs",62,6,9.7,0,0.0
"Berlin School District","=""0070011""","Non-High Needs",173,0,0.0,"*","*"
"Bethel School District","=""0090011""","High Needs",81,"*","*","*","*"
"Bethel School District","=""0090011""","Non-High Needs",163,"*","*","*","*"
"Bloomfield School District","=""0110011""","High Needs",122,"*","*","*","*"
"Bloomfield School District","=""0110011""","Non-High Needs",49,0,0.0,"*","*"
"Bolton School District","=""0120011""","High Needs",16,"*","*","*","*"
"Bolton School District","=""0120011""","Non-High Needs",85,0,0.0,0,0.0
"Branford School District","=""0140011""","High Needs",110,"*","*","*","*"
"Branford School District","=""0140011""","Non-High Needs",188,0,0.0,"*","*"
"Bridgeport School District","=""0150011""","High Needs","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Non-High Needs","*","*","*","*","*"
"Bristol School District","=""0170011""","High Needs",341,17,5.0,62,18.2
"Bristol School District","=""0170011""","Non-High Needs",356,0,0.0,16,4.5
"Brookfield School District","=""0180011""","High Needs",46,0,0.0,"*","*"
"Brookfield School District","=""0180011""","Non-High Needs",186,0,0.0,0,0.0
"Canton School District","=""0230011""","High Needs",24,"*","*","*","*"
"Canton School District","=""0230011""","Non-High Needs",112,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","High Needs",223,14,6.3,27,12.1
"Capitol Region Education Council","=""2410014""","Non-High Needs",120,0,0.0,9,7.5
"Cheshire School District","=""0250011""","High Needs",91,"*","*","*","*"
"Cheshire School District","=""0250011""","Non-High Needs",298,0,0.0,0,0.0
"Clinton School District","=""0270011""","High Needs",28,"*","*","*","*"
"Clinton School District","=""0270011""","Non-High Needs",102,0,0.0,"*","*"
"Colchester School District","=""0280011""","High Needs",58,"*","*","*","*"
"Colchester School District","=""0280011""","Non-High Needs",190,0,0.0,"*","*"
"Common Ground High School District","=""2680013""","High Needs",22,0,0.0,"*","*"
"Common Ground High School District","=""2680013""","Non-High Needs",7,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","High Needs",1521,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-High Needs",897,"*","*","*","*"
"Coventry School District","=""0320011""","High Needs",34,0,0.0,"*","*"
"Coventry School District","=""0320011""","Non-High Needs",98,0,0.0,0,0.0
"Cromwell School District","=""0330011""","High Needs",38,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-High Needs",97,0,0.0,0,0.0
"Danbury School District","=""0340011""","High Needs",441,"*","*","*","*"
"Danbury School District","=""0340011""","Non-High Needs",307,"*","*","*","*"
"Darien School District","=""0350011""","High Needs",64,"*","*","*","*"
"Darien School District","=""0350011""","Non-High Needs",272,0,0.0,"*","*"
"Department of Mental Health and Addiction Services","=""3370015""","High Needs","*","*","*","*","*"
"Derby School District","=""0370011""","High Needs",66,"*","*","*","*"
"Derby School District","=""0370011""","Non-High Needs",36,0,0.0,"*","*"
"East Granby School District","=""0400011""","High Needs",10,"*","*","*","*"
"East Granby School District","=""0400011""","Non-High Needs",55,"*","*",0,0.0
"East Haddam School District","=""0410011""","High Needs",34,"*","*","*","*"
"East Haddam School District","=""0410011""","Non-High Needs",71,0,0.0,0,0.0
"East Hampton School District","=""0420011""","High Needs",20,"*","*","*","*"
"East Hampton School District","=""0420011""","Non-High Needs",101,0,0.0,0,0.0
"East Hartford School District","=""0430011""","High Needs",397,"*","*","*","*"
"East Hartford School District","=""0430011""","Non-High Needs",105,"*","*","*","*"
"East Haven School District","=""0440011""","High Needs",152,"*","*","*","*"
"East Haven School District","=""0440011""","Non-High Needs",105,"*","*","*","*"
"East Lyme School District","=""0450011""","High Needs",64,"*","*","*","*"
"East Lyme School District","=""0450011""","Non-High Needs",211,0,0.0,"*","*"
"East Windsor School District","=""0470011""","High Needs",53,"*","*","*","*"
"East Windsor School District","=""0470011""","Non-High Needs",56,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","High Needs",43,"*","*","*","*"
