"Five-Year Graduation Rates, 2012-13"
"All Districts, High Needs Status"

"",,,,"Non-Graduates",,,
"District","District Code","High Needs Status","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","High Needs","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Non-High Needs","*","*","*","*","*"
"Ansonia School District","=""0020011""","High Needs",156,"*","*","*","*"
"Ansonia School District","=""0020011""","Non-High Needs",54,"*","*","*","*"
"Avon School District","=""0040011""","High Needs",47,"*","*","*","*"
"Avon School District","=""0040011""","Non-High Needs",216,"*","*",0,0.0
"Berlin School District","=""0070011""","High Needs",52,"*","*","*","*"
"Berlin School District","=""0070011""","Non-High Needs",211,0,0.0,"*","*"
"Bethel School District","=""0090011""","High Needs",60,"*","*","*","*"
"Bethel School District","=""0090011""","Non-High Needs",173,0,0.0,0,0.0
"Bloomfield School District","=""0110011""","High Needs",95,"*","*","*","*"
"Bloomfield School District","=""0110011""","Non-High Needs",66,0,0.0,"*","*"
"Bolton School District","=""0120011""","High Needs",21,"*","*","*","*"
"Bolton School District","=""0120011""","Non-High Needs",61,0,0.0,"*","*"
"Branford School District","=""0140011""","High Needs",83,"*","*","*","*"
"Branford School District","=""0140011""","Non-High Needs",188,"*","*","*","*"
"Bridgeport School District","=""0150011""","High Needs",1209,26,2.2,"*","*"
"Bridgeport School District","=""0150011""","Non-High Needs",9,0,"*","*","*"
"Bristol School District","=""0170011""","High Needs",301,"*","*","*","*"
"Bristol School District","=""0170011""","Non-High Needs",328,"*","*","*","*"
"Brookfield School District","=""0180011""","High Needs",41,0,0.0,"*","*"
"Brookfield School District","=""0180011""","Non-High Needs",199,0,0.0,"*","*"
"Canton School District","=""0230011""","High Needs",32,"*","*",0,0.0
"Canton School District","=""0230011""","Non-High Needs",92,0,0.0,0,0.0
"Capitol Region Education Council","=""2410014""","High Needs",150,11,7.3,17,11.3
"Capitol Region Education Council","=""2410014""","Non-High Needs",103,0,0.0,9,8.7
"Cheshire School District","=""0250011""","High Needs",88,"*","*","*","*"
"Cheshire School District","=""0250011""","Non-High Needs",296,0,0.0,"*","*"
"Clinton School District","=""0270011""","High Needs",54,"*","*","*","*"
"Clinton School District","=""0270011""","Non-High Needs",91,"*","*","*","*"
"Colchester School District","=""0280011""","High Needs",56,"*","*","*","*"
"Colchester School District","=""0280011""","Non-High Needs",198,"*","*","*","*"
"Common Ground High School District","=""2680013""","High Needs",30,0,0.0,"*","*"
"Common Ground High School District","=""2680013""","Non-High Needs",8,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","High Needs",1441,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-High Needs",1032,0,0.0,"*","*"
"Coventry School District","=""0320011""","High Needs",43,"*","*","*","*"
"Coventry School District","=""0320011""","Non-High Needs",95,0,0.0,"*","*"
"Cromwell School District","=""0330011""","High Needs",43,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Non-High Needs",99,0,0.0,"*","*"
"Danbury School District","=""0340011""","High Needs",442,25,5.7,88,19.9
"Danbury School District","=""0340011""","Non-High Needs",333,0,0.0,17,5.1
"Darien School District","=""0350011""","High Needs",45,"*","*","*","*"
"Darien School District","=""0350011""","Non-High Needs",271,"*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","High Needs","*","*","*","*","*"
"Derby School District","=""0370011""","High Needs",56,"*","*","*","*"
"Derby School District","=""0370011""","Non-High Needs",31,"*","*","*","*"
"East Granby School District","=""0400011""","High Needs",12,"*","*","*","*"
"East Granby School District","=""0400011""","Non-High Needs",59,"*","*",0,0.0
"East Haddam School District","=""0410011""","High Needs",24,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Non-High Needs",75,0,0.0,0,0.0
"East Hampton School District","=""0420011""","High Needs",27,"*","*","*","*"
"East Hampton School District","=""0420011""","Non-High Needs",105,0,0.0,"*","*"
"East Hartford School District","=""0430011""","High Needs",417,12,2.9,70,16.8
"East Hartford School District","=""0430011""","Non-High Needs",129,0,0.0,8,6.2
"East Haven School District","=""0440011""","High Needs",139,"*","*","*","*"
"East Haven School District","=""0440011""","Non-High Needs",107,"*","*","*","*"
"East Lyme School District","=""0450011""","High Needs",70,"*","*","*","*"
"East Lyme School District","=""0450011""","Non-High Needs",240,0,0.0,"*","*"
"East Windsor School District","=""0470011""","High Needs",51,"*","*","*","*"
"East Windsor School District","=""0470011""","Non-High Needs",44,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","High Needs",38,"*","*","*","*"
