"Five-Year Graduation Rates, Trend"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,"Graduates",,,
"",,"Five-Year Graduation Rate by Year",,,
"District","Free/Reduced Price Meal Eligibility","2010-11","2011-12","2012-13","2013-14"
"Amistad Academy District","Eligible For Free Lunch","*",92.3,83.3,88.9
"Amistad Academy District","Eligible For Reduced Lunch","*","*","*","*"
"Amistad Academy District","Not Eligible For Lunch",69.2,"*","*","*"
"Ansonia School District","Eligible For Free Lunch",62.6,71.8,75.2,72.7
"Ansonia School District","Eligible For Reduced Lunch",88.9,90.7,83.8,90.9
"Ansonia School District","Not Eligible For Lunch",89.8,90.3,92.6,89.1
"Avon School District","Eligible For Free Lunch","*","*","*","*"
"Avon School District","Eligible For Reduced Lunch","*","*","*","*"
"Avon School District","Not Eligible For Lunch",98.0,98.5,98.0,98.0
"Berlin School District","Eligible For Free Lunch","*",100.0,84.0,93.1
"Berlin School District","Eligible For Reduced Lunch","*",88.9,88.9,100.0
"Berlin School District","Not Eligible For Lunch",96.8,97.8,97.8,97.0
"Bethel School District","Eligible For Free Lunch",83.3,95.2,76.0,80.6
"Bethel School District","Eligible For Reduced Lunch",100.0,93.8,86.7,100.0
"Bethel School District","Not Eligible For Lunch",94.8,97.0,98.4,96.9
"Bloomfield School District","Eligible For Free Lunch",78.6,83.1,90.6,95.7
"Bloomfield School District","Eligible For Reduced Lunch",92.3,87.1,96.2,95.0
"Bloomfield School District","Not Eligible For Lunch",85.1,96.2,95.8,86.4
"Bolton School District","Eligible For Free Lunch","*","*","*","*"
"Bolton School District","Eligible For Reduced Lunch","N/A","*","*","*"
"Bolton School District","Not Eligible For Lunch","*",100.0,95.8,98.9
"Branford School District","Eligible For Free Lunch",80.8,92.3,89.5,85.2
"Branford School District","Eligible For Reduced Lunch",78.6,95.5,90.5,78.6
"Branford School District","Not Eligible For Lunch",97.1,94.4,94.3,94.8
"Bridgeport School District","Eligible For Free Lunch",64.3,70.6,72.1,75.5
"Bridgeport School District","Eligible For Reduced Lunch",80.8,79.1,81.9,"*"
"Bridgeport School District","Not Eligible For Lunch",62.4,60.0,71.4,"*"
