"Five-Year Graduation Rates, 2010-11"
"All Districts, Race/Ethnicity"

"",,,,"Non-Graduates",,,
"District","District Code","Race/Ethnicity","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Black",15,"*","*","*","*"
"Amistad Academy District","=""2790013""","Hispanic",12,"*","*","*","*"
"Ansonia School District","=""0020011""","Black",51,"*","*","*","*"
"Ansonia School District","=""0020011""","Hispanic",40,"*","*","*","*"
"Ansonia School District","=""0020011""","Asian","*","*","*","*","*"
"Ansonia School District","=""0020011""","Indian or Alaska Native","*","*","*","*","*"
"Ansonia School District","=""0020011""","White",91,"*","*","*","*"
"Avon School District","=""0040011""","Black","*","*","*","*","*"
"Avon School District","=""0040011""","Hispanic",14,0,"*",0,"*"
"Avon School District","=""0040011""","Asian",19,0,"*","*","*"
"Avon School District","=""0040011""","Indian or Alaska Native","*","*","*","*","*"
"Avon School District","=""0040011""","White",213,"*","*","*","*"
"Berlin School District","=""0070011""","Black","*","*","*","*","*"
"Berlin School District","=""0070011""","Hispanic",6,0,"*","*","*"
"Berlin School District","=""0070011""","Asian",9,0,"*",0,"*"
"Berlin School District","=""0070011""","Indian or Alaska Native","*","*","*","*","*"
"Berlin School District","=""0070011""","White",244,0,0.0,12,4.9
"Bethel School District","=""0090011""","Black",6,"*","*",0,"*"
"Bethel School District","=""0090011""","Hispanic",21,0,0.0,"*","*"
"Bethel School District","=""0090011""","Asian",17,0,"*",0,"*"
"Bethel School District","=""0090011""","White",206,"*","*","*","*"
"Bloomfield School District","=""0110011""","Black",166,"*","*","*","*"
"Bloomfield School District","=""0110011""","Hispanic",7,"*","*","*","*"
"Bloomfield School District","=""0110011""","Asian","*","*","*","*","*"
"Bloomfield School District","=""0110011""","White","*","*","*","*","*"
"Bolton School District","=""0120011""","Black","*","*","*","*","*"
"Bolton School District","=""0120011""","Hispanic","*","*","*","*","*"
"Bolton School District","=""0120011""","Indian or Alaska Native","*","*","*","*","*"
"Bolton School District","=""0120011""","White",67,0,0.0,"*","*"
"Branford School District","=""0140011""","Black",10,0,"*","*","*"
"Branford School District","=""0140011""","Hispanic","*","*","*","*","*"
"Branford School District","=""0140011""","Asian",19,0,"*","*","*"
"Branford School District","=""0140011""","Indian or Alaska Native","*","*","*","*","*"
"Branford School District","=""0140011""","White",245,"*","*","*","*"
"Bridgeport School District","=""0150011""","Black",661,23,3.5,165,25.0
"Bridgeport School District","=""0150011""","Hispanic",611,16,2.6,255,41.7
"Bridgeport School District","=""0150011""","Asian","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Indian or Alaska Native","*","*","*","*","*"
"Bridgeport School District","=""0150011""","White",115,"*","*","*","*"
"Bristol School District","=""0170011""","Black",47,"*","*","*","*"
"Bristol School District","=""0170011""","Hispanic",80,"*","*","*","*"
"Bristol School District","=""0170011""","Asian","*","*","*","*","*"
"Bristol School District","=""0170011""","Indian or Alaska Native","*","*","*","*","*"
"Bristol School District","=""0170011""","White",565,10,1.8,80,14.2
"Brookfield School District","=""0180011""","Black","*","*","*","*","*"
"Brookfield School District","=""0180011""","Hispanic",8,0,"*",0,"*"
"Brookfield School District","=""0180011""","Asian","*","*","*","*","*"
"Brookfield School District","=""0180011""","White",250,"*","*","*","*"
"Canton School District","=""0230011""","Black","*","*","*","*","*"
"Canton School District","=""0230011""","Hispanic","*","*","*","*","*"
"Canton School District","=""0230011""","Asian","*","*","*","*","*"
"Canton School District","=""0230011""","White",111,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Black",134,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Hispanic",60,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Asian",13,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","White",94,"*","*","*","*"
"Cheshire School District","=""0250011""","Black",14,0,"*","*","*"
"Cheshire School District","=""0250011""","Hispanic",14,0,"*",0,"*"
"Cheshire School District","=""0250011""","Asian",24,0,0.0,0,0.0
"Cheshire School District","=""0250011""","White",323,"*","*","*","*"
"Clinton School District","=""0270011""","Black","*","*","*","*","*"
"Clinton School District","=""0270011""","Hispanic",12,0,"*",0,"*"
"Clinton School District","=""0270011""","Asian","*","*","*","*","*"
"Clinton School District","=""0270011""","White",126,0,0.0,6,4.8
"Colchester School District","=""0280011""","Black",7,0,"*","*","*"
"Colchester School District","=""0280011""","Hispanic",7,0,"*",0,"*"
"Colchester School District","=""0280011""","Asian","*","*","*","*","*"
"Colchester School District","=""0280011""","Indian or Alaska Native","*","*","*","*","*"
"Colchester School District","=""0280011""","White",231,"*","*","*","*"
"Common Ground High School District","=""2680013""","Black",19,"*","*","*","*"
"Common Ground High School District","=""2680013""","Hispanic",12,"*","*","*","*"
"Common Ground High School District","=""2680013""","White",7,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Black",302,0,0.0,14,4.6
"Connecticut Technical High School System","=""9000016""","Hispanic",616,0,0.0,48,7.8
"Connecticut Technical High School System","=""9000016""","Asian",17,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Indian or Alaska Native",15,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","White",1382,"*","*","*","*"
"Coventry School District","=""0320011""","Black","*","*","*","*","*"
"Coventry School District","=""0320011""","Hispanic","*","*","*","*","*"
"Coventry School District","=""0320011""","Asian","*","*","*","*","*"
"Coventry School District","=""0320011""","White",145,"*","*","*","*"
"Cromwell School District","=""0330011""","Black",13,0,"*","*","*"
"Cromwell School District","=""0330011""","Hispanic","*","*","*","*","*"
"Cromwell School District","=""0330011""","Asian","*","*","*","*","*"
"Cromwell School District","=""0330011""","White",149,"*","*","*","*"
"Danbury School District","=""0340011""","Black",83,"*","*","*","*"
"Danbury School District","=""0340011""","Hispanic",229,6,2.6,51,22.3
"Danbury School District","=""0340011""","Asian","*","*","*","*","*"
"Danbury School District","=""0340011""","Indian or Alaska Native","*","*","*","*","*"
"Danbury School District","=""0340011""","White",383,8,2.1,51,13.3
"Darien School District","=""0350011""","Black","*","*","*","*","*"
