"Five-Year Graduation Rates, 2012-13"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,,"Non-Graduates",,,
"District","District Code","Free/Reduced Price Meal Eligibility","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Eligible For Free Lunch",18,"*","*","*","*"
"Amistad Academy District","=""2790013""","Eligible For Reduced Lunch","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Not Eligible For Lunch","*","*","*","*","*"
"Ansonia School District","=""0020011""","Eligible For Free Lunch",105,"*","*","*","*"
"Ansonia School District","=""0020011""","Eligible For Reduced Lunch",37,"*","*","*","*"
"Ansonia School District","=""0020011""","Not Eligible For Lunch",68,"*","*","*","*"
"Avon School District","=""0040011""","Eligible For Free Lunch","*","*","*","*","*"
"Avon School District","=""0040011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Avon School District","=""0040011""","Not Eligible For Lunch",250,"*","*","*","*"
"Berlin School District","=""0070011""","Eligible For Free Lunch",25,"*","*","*","*"
"Berlin School District","=""0070011""","Eligible For Reduced Lunch",9,0,"*","*","*"
"Berlin School District","=""0070011""","Not Eligible For Lunch",229,0,0.0,"*","*"
"Bethel School District","=""0090011""","Eligible For Free Lunch",25,"*","*","*","*"
"Bethel School District","=""0090011""","Eligible For Reduced Lunch",15,"*","*","*","*"
"Bethel School District","=""0090011""","Not Eligible For Lunch",193,"*","*",0,0.0
"Bloomfield School District","=""0110011""","Eligible For Free Lunch",64,"*","*","*","*"
"Bloomfield School District","=""0110011""","Eligible For Reduced Lunch",26,0,0.0,"*","*"
"Bloomfield School District","=""0110011""","Not Eligible For Lunch",71,0,0.0,"*","*"
"Bolton School District","=""0120011""","Eligible For Free Lunch","*","*","*","*","*"
"Bolton School District","=""0120011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Bolton School District","=""0120011""","Not Eligible For Lunch",72,"*","*","*","*"
"Branford School District","=""0140011""","Eligible For Free Lunch",38,"*","*","*","*"
"Branford School District","=""0140011""","Eligible For Reduced Lunch",21,"*","*","*","*"
"Branford School District","=""0140011""","Not Eligible For Lunch",212,"*","*","*","*"
"Bridgeport School District","=""0150011""","Eligible For Free Lunch",1132,23,2.0,293,25.9
"Bridgeport School District","=""0150011""","Eligible For Reduced Lunch",72,"*","*","*","*"
"Bridgeport School District","=""0150011""","Not Eligible For Lunch",14,"*","*","*","*"
"Bristol School District","=""0170011""","Eligible For Free Lunch",160,"*","*",42,26.3
"Bristol School District","=""0170011""","Eligible For Reduced Lunch",80,"*","*","*","*"
"Bristol School District","=""0170011""","Not Eligible For Lunch",389,10,2.6,"*","*"
"Brookfield School District","=""0180011""","Eligible For Free Lunch",18,0,"*","*","*"
"Brookfield School District","=""0180011""","Eligible For Reduced Lunch",9,0,"*","*","*"
"Brookfield School District","=""0180011""","Not Eligible For Lunch",213,0,0.0,"*","*"
"Canton School District","=""0230011""","Eligible For Free Lunch",8,0,"*",0,"*"
"Canton School District","=""0230011""","Eligible For Reduced Lunch",8,0,"*",0,"*"
"Canton School District","=""0230011""","Not Eligible For Lunch",108,"*","*",0,0.0
"Capitol Region Education Council","=""2410014""","Eligible For Free Lunch",95,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Eligible For Reduced Lunch",33,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Not Eligible For Lunch",125,7,5.6,11,8.8
"Cheshire School District","=""0250011""","Eligible For Free Lunch",22,"*","*",0,0.0
