"Five-Year Graduation Rates, 2010-11"
"All Districts, English Learner Status"

"",,,,"Non-Graduates",,,
"District","District Code","English Learner Status","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Non-ELL",27,"*","*","*","*"
"Ansonia School District","=""0020011""","Non-ELL","*","*","*","*","*"
"Ansonia School District","=""0020011""","ELL","*","*","*","*","*"
"Avon School District","=""0040011""","Non-ELL","*","*","*","*","*"
"Avon School District","=""0040011""","ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","Non-ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","Non-ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","ELL","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Non-ELL","*","*","*","*","*"
"Bloomfield School District","=""0110011""","ELL","*","*","*","*","*"
"Bolton School District","=""0120011""","Non-ELL",73,0,0.0,"*","*"
"Branford School District","=""0140011""","Non-ELL","*","*","*","*","*"
"Branford School District","=""0140011""","ELL","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Non-ELL",1219,"*","*","*","*"
"Bridgeport School District","=""0150011""","ELL",205,"*","*","*","*"
"Bristol School District","=""0170011""","Non-ELL",694,14,2.0,"*","*"
"Bristol School District","=""0170011""","ELL",11,0,"*","*","*"
"Brookfield School District","=""0180011""","Non-ELL","*","*","*","*","*"
"Brookfield School District","=""0180011""","ELL","*","*","*","*","*"
"Canton School District","=""0230011""","Non-ELL","*","*","*","*","*"
"Canton School District","=""0230011""","ELL","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Non-ELL",295,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","ELL",6,0,"*","*","*"
"Cheshire School District","=""0250011""","Non-ELL","*","*","*","*","*"
"Cheshire School District","=""0250011""","ELL","*","*","*","*","*"
"Clinton School District","=""0270011""","Non-ELL","*","*","*","*","*"
"Clinton School District","=""0270011""","ELL","*","*","*","*","*"
"Colchester School District","=""0280011""","Non-ELL","*","*","*","*","*"
"Colchester School District","=""0280011""","ELL","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Non-ELL",38,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-ELL",2258,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","ELL",74,0,0.0,"*","*"
"Coventry School District","=""0320011""","Non-ELL",153,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-ELL","*","*","*","*","*"
"Cromwell School District","=""0330011""","ELL","*","*","*","*","*"
"Danbury School District","=""0340011""","Non-ELL",641,"*","*","*","*"
"Danbury School District","=""0340011""","ELL",116,"*","*","*","*"
"Darien School District","=""0350011""","Non-ELL","*","*","*","*","*"
"Darien School District","=""0350011""","ELL","*","*","*","*","*"
"Derby School District","=""0370011""","Non-ELL","*","*","*","*","*"
"Derby School District","=""0370011""","ELL","*","*","*","*","*"
"East Granby School District","=""0400011""","Non-ELL",76,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Non-ELL",97,0,0.0,7,7.2
"East Hampton School District","=""0420011""","Non-ELL",139,"*","*","*","*"
"East Hartford School District","=""0430011""","Non-ELL",567,"*","*","*","*"
