"Five-Year Graduation Rates, 2011-12"
"All Districts, Special Education Status"

"",,,,"Non-Graduates",,,
"District","District Code","Special Education Status","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Non-Special Education",18,0,"*","*","*"
"Ansonia School District","=""0020011""","Non-Special Education",175,"*","*","*","*"
"Ansonia School District","=""0020011""","Special Education",25,"*","*","*","*"
"Avon School District","=""0040011""","Non-Special Education",248,0,0.0,"*","*"
"Avon School District","=""0040011""","Special Education",35,0,0.0,"*","*"
"Berlin School District","=""0070011""","Non-Special Education",220,0,0.0,"*","*"
"Berlin School District","=""0070011""","Special Education",38,0,0.0,"*","*"
"Bethel School District","=""0090011""","Non-Special Education",209,0,0.0,"*","*"
"Bethel School District","=""0090011""","Special Education",28,"*","*","*","*"
"Bloomfield School District","=""0110011""","Non-Special Education",166,"*","*","*","*"
"Bloomfield School District","=""0110011""","Special Education",27,"*","*","*","*"
"Bolton School District","=""0120011""","Non-Special Education",64,0,0.0,"*","*"
"Bolton School District","=""0120011""","Special Education",6,0,"*",0,"*"
"Branford School District","=""0140011""","Non-Special Education",225,0,0.0,"*","*"
"Branford School District","=""0140011""","Special Education",34,"*","*","*","*"
"Bridgeport School District","=""0150011""","Non-Special Education",1084,"*","*","*","*"
"Bridgeport School District","=""0150011""","Special Education",182,"*","*","*","*"
"Bristol School District","=""0170011""","Non-Special Education",537,0,0.0,53,9.9
"Bristol School District","=""0170011""","Special Education",91,6,6.6,11,12.1
"Brookfield School District","=""0180011""","Non-Special Education",235,0,0.0,"*","*"
"Brookfield School District","=""0180011""","Special Education",19,"*","*","*","*"
"Canton School District","=""0230011""","Non-Special Education",106,0,0.0,"*","*"
"Canton School District","=""0230011""","Special Education",12,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","Non-Special Education",271,0,0.0,34,12.5
"Capitol Region Education Council","=""2410014""","Special Education",62,10,16.1,16,25.8
"Cheshire School District","=""0250011""","Non-Special Education",362,0,0.0,"*","*"
"Cheshire School District","=""0250011""","Special Education",46,"*","*","*","*"
"Clinton School District","=""0270011""","Non-Special Education",101,0,0.0,"*","*"
"Clinton School District","=""0270011""","Special Education",20,0,0.0,"*","*"
"Colchester School District","=""0280011""","Non-Special Education",216,0,0.0,"*","*"
"Colchester School District","=""0280011""","Special Education",27,"*","*","*","*"
"Common Ground High School District","=""2680013""","Non-Special Education","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-Special Education",2311,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Special Education",220,0,0.0,"*","*"
"Coventry School District","=""0320011""","Non-Special Education",124,0,0.0,"*","*"
"Coventry School District","=""0320011""","Special Education",26,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-Special Education",130,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Special Education",21,"*","*","*","*"
"Danbury School District","=""0340011""","Non-Special Education",673,"*","*","*","*"
"Danbury School District","=""0340011""","Special Education",81,"*","*","*","*"
"Darien School District","=""0350011""","Non-Special Education",268,"*","*","*","*"
"Darien School District","=""0350011""","Special Education",43,"*","*","*","*"
"Derby School District","=""0370011""","Non-Special Education",100,"*","*","*","*"
"Derby School District","=""0370011""","Special Education",12,0,"*","*","*"
"East Granby School District","=""0400011""","Non-Special Education",51,0,0.0,"*","*"
"East Granby School District","=""0400011""","Special Education",9,"*","*",0,"*"
"East Haddam School District","=""0410011""","Non-Special Education",92,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Special Education",11,0,"*","*","*"
"East Hampton School District","=""0420011""","Non-Special Education",154,0,0.0,"*","*"
"East Hampton School District","=""0420011""","Special Education",10,"*","*","*","*"
"East Hartford School District","=""0430011""","Non-Special Education",481,0,0.0,68,14.1
"East Hartford School District","=""0430011""","Special Education",98,10,10.2,20,20.4
"East Haven School District","=""0440011""","Non-Special Education",190,0,0.0,"*","*"
"East Haven School District","=""0440011""","Special Education",35,"*","*","*","*"
"East Lyme School District","=""0450011""","Non-Special Education",251,0,0.0,"*","*"
"East Lyme School District","=""0450011""","Special Education",51,"*","*","*","*"
