"Five-Year Graduation Rates, Trend"
"All Districts, English Learner Status"

"",,"Graduates",,,
"",,"Five-Year Graduation Rate by Year",,,
"District","English Learner Status","2010-11","2011-12","2012-13","2013-14"
"Amistad Academy District","Non-ELL",63.0,94.4,"*",91.3
"Amistad Academy District","ELL","N/A","N/A","*","N/A"
"Ansonia School District","Non-ELL","*",82.7,83.2,"*"
"Ansonia School District","ELL","*",77.8,69.2,"*"
"Avon School District","Non-ELL","*","*","*",98.2
"Avon School District","ELL","*","*","*","N/A"
"Berlin School District","Non-ELL","*","*","*","*"
"Berlin School District","ELL","*","*","*","*"
"Bethel School District","Non-ELL","*","*","*","*"
"Bethel School District","ELL","*","*","*","*"
"Bloomfield School District","Non-ELL","*",89.1,"*","*"
"Bloomfield School District","ELL","*","N/A","*","*"
"Bolton School District","Non-ELL",95.9,95.7,96.3,98.0
"Branford School District","Non-ELL","*","*","*","*"
"Branford School District","ELL","*","*","*","*"
"Bridgeport School District","Non-ELL",66.3,72.2,74.2,77.1
"Bridgeport School District","ELL",57.6,64.4,63.6,67.1
"Bristol School District","Non-ELL",83.0,89.1,86.0,86.8
"Bristol School District","ELL",81.8,81.0,66.7,71.4
"Brookfield School District","Non-ELL","*","*","*","*"
"Brookfield School District","ELL","*","*","*","*"
"Canton School District","Non-ELL","*",98.3,98.4,96.3
"Canton School District","ELL","*","N/A","N/A","N/A"
"Capitol Region Education Council","Non-ELL","*",82.2,84.8,"*"
"Capitol Region Education Council","ELL","*",75.0,100.0,"*"
"Cheshire School District","Non-ELL","*","*","*","*"
"Cheshire School District","ELL","*","*","*","*"
"Clinton School District","Non-ELL","*","*","*","*"
"Clinton School District","ELL","*","*","*","*"
"Colchester School District","Non-ELL","*","*","*","*"
"Colchester School District","ELL","*","*","*","*"
"Common Ground High School District","Non-ELL",86.8,"*","*",89.7
"Common Ground High School District","ELL","N/A","*","*","N/A"
"Connecticut Technical High School System","Non-ELL",94.5,96.9,97.3,96.5
"Connecticut Technical High School System","ELL",86.5,89.5,88.5,100.0
"Coventry School District","Non-ELL",91.5,92.0,"*",97.7
"Coventry School District","ELL","N/A","N/A","*","N/A"
