"Five-Year Graduation Rates, Trend"
"All Districts, English Learner Status"

"",,"Non-Graduates",,,,,,,
"",,"Five-Year Still Enrolled Rate by Year",,,,"Five-Year Other Rate by Year",,,
"District","English Learner Status","2010-11","2011-12","2012-13","2013-14","2010-11","2011-12","2012-13","2013-14"
"Amistad Academy District","Non-ELL","*","*","*","*","*","*","*","*"
"Amistad Academy District","ELL","N/A","N/A","*","N/A","N/A","N/A","*","N/A"
"Ansonia School District","Non-ELL","*","*","*","*","*","*","*","*"
"Ansonia School District","ELL","*","*","*","*","*","*","*","*"
"Avon School District","Non-ELL","*","*","*","*","*","*","*","*"
"Avon School District","ELL","*","*","*","N/A","*","*","*","N/A"
"Berlin School District","Non-ELL","*","*","*","*","*","*","*","*"
"Berlin School District","ELL","*","*","*","*","*","*","*","*"
"Bethel School District","Non-ELL","*","*","*","*","*","*","*","*"
"Bethel School District","ELL","*","*","*","*","*","*","*","*"
"Bloomfield School District","Non-ELL","*","*","*","*","*","*","*","*"
"Bloomfield School District","ELL","*","N/A","*","*","*","N/A","*","*"
"Bolton School District","Non-ELL","*","*","*","*","*","*","*","*"
"Branford School District","Non-ELL","*","*","*","*","*","*","*","*"
"Branford School District","ELL","*","*","*","*","*","*","*","*"
"Bridgeport School District","Non-ELL",30.4,26.0,23.7,20.0,"*","*","*","*"
"Bridgeport School District","ELL",40.5,34.6,34.1,31.2,"*","*","*","*"
"Bristol School District","Non-ELL","*","*","*","*","*","*","*","*"
"Bristol School District","ELL","*","*","*","*","*","*","*","*"
"Brookfield School District","Non-ELL","*","*","*","*","*","*","*","*"
"Brookfield School District","ELL","*","*","*","*","*","*","*","*"
"Canton School District","Non-ELL","*","*","*","*","*","*","*","*"
"Canton School District","ELL","*","N/A","N/A","N/A","*","N/A","N/A","N/A"
"Capitol Region Education Council","Non-ELL","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","ELL","*","*","*","*","*","*","*","*"
"Cheshire School District","Non-ELL","*","*","*","*","*","*","*","*"
"Cheshire School District","ELL","*","*","*","*","*","*","*","*"
"Clinton School District","Non-ELL","*","*","*","*","*","*","*","*"
"Clinton School District","ELL","*","*","*","*","*","*","*","*"
"Colchester School District","Non-ELL","*","*","*","*","*","*","*","*"
"Colchester School District","ELL","*","*","*","*","*","*","*","*"
"Common Ground High School District","Non-ELL","*","*","*","*","*","*","*","*"
"Common Ground High School District","ELL","N/A","*","*","N/A","N/A","*","*","N/A"
"Connecticut Technical High School System","Non-ELL",5.4,3.1,2.7,"*","*","*","*","*"
"Connecticut Technical High School System","ELL",13.5,10.5,10.4,"*","*","*","*","*"
"Coventry School District","Non-ELL","*","*","*","*","*","*","*","*"
"Coventry School District","ELL","N/A","N/A","*","N/A","N/A","N/A","*","N/A"
"Cromwell School District","Non-ELL","*","*","*","*","*","*","*","*"
"Cromwell School District","ELL","*","*","*","*","*","*","*","*"
"Danbury School District","Non-ELL",13.9,12.0,10.7,9.6,"*","*",2.8,3.0
"Danbury School District","ELL",29.3,24.6,27.1,32.1,"*","*",5.3,9.5
"Darien School District","Non-ELL","*","*","*","*","*","*","*","*"
"Darien School District","ELL","*","*","N/A","*","*","*","N/A","*"
"Department of Mental Health and Addiction Services","Non-ELL","N/A","N/A","*","*","N/A","N/A","*","*"
"Derby School District","Non-ELL","*","*","*","*","*","*","*","*"
"Derby School District","ELL","*","*","*","*","*","*","*","*"
"East Granby School District","Non-ELL","*","*","*","*","*","*","*","*"
"East Haddam School District","Non-ELL","*","*","*","*","*","*","*","*"
"East Haddam School District","ELL","N/A","*","N/A","N/A","N/A","*","N/A","N/A"
"East Hampton School District","Non-ELL","*","*","*","*","*","*","*","*"
"East Hampton School District","ELL","N/A","*","*","N/A","N/A","*","*","N/A"
"East Hartford School District","Non-ELL","*",14.5,"*",10.5,"*","*","*","*"
"East Hartford School District","ELL","*",25.0,"*",22.9,"*","*","*","*"
"East Haven School District","Non-ELL","*","*","*","*","*","*","*","*"
"East Haven School District","ELL","*","*","*","*","*","*","*","*"
"East Lyme School District","Non-ELL","*","*","*","*","*","*","*","*"
"East Lyme School District","ELL","N/A","N/A","*","*","N/A","N/A","*","*"
"East Windsor School District","Non-ELL","*","*","*","*","*","*","*","*"
"East Windsor School District","ELL","*","N/A","*","*","*","N/A","*","*"
