"Five-Year Graduation Rates, 2013-14"
"All Districts, High Needs Status"

"",,,,"Graduates",
"District","District Code","High Needs Status","Five-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","High Needs","*","*","*"
"Amistad Academy District","=""2790013""","Non-High Needs","*","*","*"
"Ansonia School District","=""0020011""","High Needs",112,"*","*"
"Ansonia School District","=""0020011""","Non-High Needs",44,"*","*"
"Avon School District","=""0040011""","High Needs",44,"*","*"
"Avon School District","=""0040011""","Non-High Needs",228,"*","*"
"Berlin School District","=""0070011""","High Needs",62,"*","*"
"Berlin School District","=""0070011""","Non-High Needs",173,"*","*"
"Bethel School District","=""0090011""","High Needs",81,72,88.9
"Bethel School District","=""0090011""","Non-High Needs",163,159,97.5
"Bloomfield School District","=""0110011""","High Needs",122,"*","*"
"Bloomfield School District","=""0110011""","Non-High Needs",49,"*","*"
"Bolton School District","=""0120011""","High Needs",16,14,"*"
"Bolton School District","=""0120011""","Non-High Needs",85,85,100.0
"Branford School District","=""0140011""","High Needs",110,94,85.5
"Branford School District","=""0140011""","Non-High Needs",188,181,96.3
"Bridgeport School District","=""0150011""","High Needs","*","*","*"
"Bridgeport School District","=""0150011""","Non-High Needs","*","*","*"
"Bristol School District","=""0170011""","High Needs",341,262,76.8
"Bristol School District","=""0170011""","Non-High Needs",356,340,95.5
"Brookfield School District","=""0180011""","High Needs",46,"*","*"
"Brookfield School District","=""0180011""","Non-High Needs",186,"*","*"
"Canton School District","=""0230011""","High Needs",24,"*","*"
"Canton School District","=""0230011""","Non-High Needs",112,"*","*"
"Capitol Region Education Council","=""2410014""","High Needs",223,182,81.6
"Capitol Region Education Council","=""2410014""","Non-High Needs",120,111,92.5
"Cheshire School District","=""0250011""","High Needs",91,80,87.9
"Cheshire School District","=""0250011""","Non-High Needs",298,298,100.0
"Clinton School District","=""0270011""","High Needs",28,"*","*"
"Clinton School District","=""0270011""","Non-High Needs",102,"*","*"
"Colchester School District","=""0280011""","High Needs",58,"*","*"
"Colchester School District","=""0280011""","Non-High Needs",190,"*","*"
"Common Ground High School District","=""2680013""","High Needs",22,"*","*"
"Common Ground High School District","=""2680013""","Non-High Needs",7,"*","*"
"Connecticut Technical High School System","=""9000016""","High Needs",1521,1459,95.9
"Connecticut Technical High School System","=""9000016""","Non-High Needs",897,876,97.7
"Coventry School District","=""0320011""","High Needs",34,"*","*"
"Coventry School District","=""0320011""","Non-High Needs",98,"*","*"
"Cromwell School District","=""0330011""","High Needs",38,26,68.4
"Cromwell School District","=""0330011""","Non-High Needs",97,97,100.0
"Danbury School District","=""0340011""","High Needs",441,336,76.2
"Danbury School District","=""0340011""","Non-High Needs",307,293,95.4
"Darien School District","=""0350011""","High Needs",64,"*","*"
"Darien School District","=""0350011""","Non-High Needs",272,"*","*"
"Department of Mental Health and Addiction Services","=""3370015""","High Needs","*","*","*"
"Derby School District","=""0370011""","High Needs",66,"*","*"
"Derby School District","=""0370011""","Non-High Needs",36,"*","*"
"East Granby School District","=""0400011""","High Needs",10,"*","*"
"East Granby School District","=""0400011""","Non-High Needs",55,"*","*"
"East Haddam School District","=""0410011""","High Needs",34,28,82.4
"East Haddam School District","=""0410011""","Non-High Needs",71,71,100.0
"East Hampton School District","=""0420011""","High Needs",20,17,85.0
"East Hampton School District","=""0420011""","Non-High Needs",101,101,100.0
"East Hartford School District","=""0430011""","High Needs",397,326,82.1
"East Hartford School District","=""0430011""","Non-High Needs",105,95,90.5
"East Haven School District","=""0440011""","High Needs",152,114,75.0
"East Haven School District","=""0440011""","Non-High Needs",105,100,95.2
"East Lyme School District","=""0450011""","High Needs",64,"*","*"
"East Lyme School District","=""0450011""","Non-High Needs",211,"*","*"
"East Windsor School District","=""0470011""","High Needs",53,50,94.3
"East Windsor School District","=""0470011""","Non-High Needs",56,52,92.9
