"Five-Year Graduation Rates, 2010-11"
"All Districts, High Needs Status"

"",,,,"Non-Graduates",,,
"District","District Code","High Needs Status","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","High Needs",14,"*","*","*","*"
"Amistad Academy District","=""2790013""","Non-High Needs",13,0,"*","*","*"
"Ansonia School District","=""0020011""","High Needs",104,"*","*","*","*"
"Ansonia School District","=""0020011""","Non-High Needs",84,0,0.0,"*","*"
"Avon School District","=""0040011""","High Needs",32,0,0.0,"*","*"
"Avon School District","=""0040011""","Non-High Needs",223,"*","*","*","*"
"Berlin School District","=""0070011""","High Needs",44,0,0.0,6,13.6
"Berlin School District","=""0070011""","Non-High Needs",217,0,0.0,7,3.2
"Bethel School District","=""0090011""","High Needs",45,"*","*","*","*"
"Bethel School District","=""0090011""","Non-High Needs",205,"*","*","*","*"
"Bloomfield School District","=""0110011""","High Needs",81,"*","*","*","*"
"Bloomfield School District","=""0110011""","Non-High Needs",102,"*","*","*","*"
"Bolton School District","=""0120011""","High Needs",10,0,"*","*","*"
"Bolton School District","=""0120011""","Non-High Needs",63,0,0.0,"*","*"
"Branford School District","=""0140011""","High Needs",70,"*","*","*","*"
"Branford School District","=""0140011""","Non-High Needs",214,0,0.0,"*","*"
"Bridgeport School District","=""0150011""","High Needs",1343,38,2.8,429,31.9
"Bridgeport School District","=""0150011""","Non-High Needs",81,6,7.4,25,30.9
"Bristol School District","=""0170011""","High Needs",239,8,3.3,57,23.8
"Bristol School District","=""0170011""","Non-High Needs",466,6,1.3,49,10.5
"Brookfield School District","=""0180011""","High Needs",19,"*","*","*","*"
"Brookfield School District","=""0180011""","Non-High Needs",245,0,0.0,"*","*"
"Canton School District","=""0230011""","High Needs",19,"*","*",0,"*"
"Canton School District","=""0230011""","Non-High Needs",101,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","High Needs",128,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Non-High Needs",173,0,0.0,"*","*"
"Cheshire School District","=""0250011""","High Needs",55,"*","*","*","*"
"Cheshire School District","=""0250011""","Non-High Needs",320,0,0.0,"*","*"
"Clinton School District","=""0270011""","High Needs",35,0,0.0,"*","*"
"Clinton School District","=""0270011""","Non-High Needs",110,0,0.0,"*","*"
"Colchester School District","=""0280011""","High Needs",43,"*","*","*","*"
"Colchester School District","=""0280011""","Non-High Needs",208,"*","*","*","*"
"Common Ground High School District","=""2680013""","High Needs",27,"*","*","*","*"
"Common Ground High School District","=""2680013""","Non-High Needs",11,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","High Needs",482,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Non-High Needs",1850,"*","*","*","*"
"Coventry School District","=""0320011""","High Needs",28,"*","*","*","*"
"Coventry School District","=""0320011""","Non-High Needs",125,"*","*","*","*"
"Cromwell School District","=""0330011""","High Needs",35,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-High Needs",135,0,0.0,"*","*"
"Danbury School District","=""0340011""","High Needs",323,"*","*","*","*"
"Danbury School District","=""0340011""","Non-High Needs",434,"*","*","*","*"
"Darien School District","=""0350011""","High Needs",41,"*","*","*","*"
"Darien School District","=""0350011""","Non-High Needs",286,0,0.0,"*","*"
"Derby School District","=""0370011""","High Needs",54,0,0.0,"*","*"
"Derby School District","=""0370011""","Non-High Needs",69,"*","*","*","*"
"East Granby School District","=""0400011""","High Needs",7,0,"*","*","*"
"East Granby School District","=""0400011""","Non-High Needs",69,0,0.0,"*","*"
"East Haddam School District","=""0410011""","High Needs",12,0,"*","*","*"
"East Haddam School District","=""0410011""","Non-High Needs",85,0,0.0,"*","*"
"East Hampton School District","=""0420011""","High Needs",20,"*","*","*","*"
"East Hampton School District","=""0420011""","Non-High Needs",119,0,0.0,"*","*"
"East Hartford School District","=""0430011""","High Needs",359,7,1.9,58,16.2
"East Hartford School District","=""0430011""","Non-High Needs",242,0,0.0,31,12.8
"East Haven School District","=""0440011""","High Needs",96,"*","*","*","*"
"East Haven School District","=""0440011""","Non-High Needs",204,0,0.0,"*","*"
"East Lyme School District","=""0450011""","High Needs",45,"*","*",0,0.0
"East Lyme School District","=""0450011""","Non-High Needs",280,"*","*","*","*"
"East Windsor School District","=""0470011""","High Needs",35,0,0.0,"*","*"
"East Windsor School District","=""0470011""","Non-High Needs",55,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","High Needs",20,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-High Needs",43,0,0.0,"*","*"
"Ellington School District","=""0480011""","High Needs",26,0,0.0,"*","*"
"Ellington School District","=""0480011""","Non-High Needs",157,0,0.0,"*","*"
"Enfield School District","=""0490011""","High Needs",128,"*","*","*","*"
"Enfield School District","=""0490011""","Non-High Needs",391,"*","*","*","*"
"Explorations District","=""2720013""","High Needs",14,0,"*","*","*"
"Explorations District","=""2720013""","Non-High Needs",16,0,"*","*","*"
"Fairfield School District","=""0510011""","High Needs",101,7,6.9,8,7.9
"Fairfield School District","=""0510011""","Non-High Needs",554,0,0.0,11,2.0
"Farmington School District","=""0520011""","High Needs",52,"*","*","*","*"
"Farmington School District","=""0520011""","Non-High Needs",284,0,0.0,"*","*"
"Glastonbury School District","=""0540011""","High Needs",91,"*","*","*","*"
"Glastonbury School District","=""0540011""","Non-High Needs",459,0,0.0,"*","*"
"Granby School District","=""0560011""","High Needs",19,0,"*","*","*"
"Granby School District","=""0560011""","Non-High Needs",175,0,0.0,"*","*"
"Greenwich School District","=""0570011""","High Needs",136,8,5.9,"*","*"
"Greenwich School District","=""0570011""","Non-High Needs",497,0,0.0,"*","*"
"Griswold School District","=""0580011""","High Needs",51,"*","*","*","*"
"Griswold School District","=""0580011""","Non-High Needs",150,"*","*","*","*"
"Groton School District","=""0590011""","High Needs",120,"*","*","*","*"
"Groton School District","=""0590011""","Non-High Needs",214,0,0.0,"*","*"
"Guilford School District","=""0600011""","High Needs",39,"*","*","*","*"
"Guilford School District","=""0600011""","Non-High Needs",232,0,0.0,"*","*"
"Hamden School District","=""0620011""","High Needs",194,11,5.7,37,19.1
"Hamden School District","=""0620011""","Non-High Needs",390,0,0.0,27,6.9
"Hartford School District","=""0640011""","High Needs",1451,34,2.3,445,30.7
"Hartford School District","=""0640011""","Non-High Needs",148,0,0.0,19,12.8
"Killingly School District","=""0690011""","High Needs",72,"*","*","*","*"
"Killingly School District","=""0690011""","Non-High Needs",124,"*","*","*","*"
"Lebanon School District","=""0710011""","High Needs",32,"*","*","*","*"
"Lebanon School District","=""0710011""","Non-High Needs",128,0,0.0,"*","*"
"Ledyard School District","=""0720011""","High Needs",55,"*","*","*","*"
"Ledyard School District","=""0720011""","Non-High Needs",177,0,0.0,"*","*"
"Lisbon School District","=""0730011""","High Needs","*","*","*","*","*"
"Litchfield School District","=""0740011""","High Needs",13,"*","*","*","*"
"Litchfield School District","=""0740011""","Non-High Needs",82,0,0.0,"*","*"
"Madison School District","=""0760011""","High Needs",37,"*","*","*","*"
"Madison School District","=""0760011""","Non-High Needs",280,0,0.0,"*","*"
"Manchester School District","=""0770011""","High Needs",246,"*","*","*","*"
"Manchester School District","=""0770011""","Non-High Needs",286,"*","*","*","*"
"Meriden School District","=""0800011""","High Needs",373,13,3.5,116,31.1
"Meriden School District","=""0800011""","Non-High Needs",246,0,0.0,26,10.6
"Middletown School District","=""0830011""","High Needs",138,12,8.7,36,26.1
"Middletown School District","=""0830011""","Non-High Needs",210,7,3.3,15,7.1
"Milford School District","=""0840011""","High Needs",129,"*","*","*","*"
"Milford School District","=""0840011""","Non-High Needs",364,"*","*","*","*"
"Monroe School District","=""0850011""","High Needs",37,"*","*","*","*"
"Monroe School District","=""0850011""","Non-High Needs",330,0,0.0,"*","*"
"Montville School District","=""0860011""","High Needs",56,"*","*","*","*"
"Montville School District","=""0860011""","Non-High Needs",148,0,0.0,"*","*"
"Naugatuck School District","=""0880011""","High Needs",149,"*","*","*","*"
"Naugatuck School District","=""0880011""","Non-High Needs",220,"*","*","*","*"
"New Britain School District","=""0890011""","High Needs",551,"*","*","*","*"
