"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, Special Education Status (SWD)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"District","District Code","School","SchoolCode","Special Education Status (SWD)","Total Numberof Students","Total NumberTested","ParticipationRate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Count","%","AverageSS"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""","N",132,131,99.2,131,"*","*","*","*","*","*","*","*","*","*","*","*",210
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","N",85,85,100.0,85,"*","*","*","*","*","*","*","*","*","*","*","*",228
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","N",79,79,100.0,79,"*","*","*","*","*","*","*","*","*","*","*","*",226
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","N",83,83,100.0,83,"*","*","*","*","*","*","*","*","*","*","*","*",234
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","N",38,38,100.0,38,0,0.0,0,0.0,"*","*",19,50.0,"*","*","*","*",289
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","N",254,254,100.0,254,"*","*","*","*","*","*","*","*","*","*","*","*",286
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","N",38,36,94.7,36,0,0.0,"*","*","*","*","*","*","*","*","*","*",281
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","N",76,76,100.0,76,"*","*","*","*","*","*","*","*","*","*","*","*",282
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","N",100,100,100.0,100,"*","*","*","*","*","*","*","*","*","*","*","*",270
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","N",46,46,100.0,46,0,0.0,"*","*","*","*","*","*","*","*","*","*",273
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Y",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","N",54,51,94.4,51,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",290
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","N",193,192,99.5,192,0,0.0,"*","*","*","*","*","*","*","*","*","*",288
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Y",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",236
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","N",110,110,100.0,110,"*","*","*","*","*","*","*","*","*","*","*","*",235
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",58,57,98.3,57,"*","*",0,0.0,"*","*","*","*","*","*","*","*",290
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",23,23,100.0,23,0,0.0,0,0.0,0,0.0,"*","*","*","*","*","*",287
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",197,196,99.5,196,"*","*",12,6.1,40,20.4,"*","*","*","*","*","*",268
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Y",26,26,100.0,26,"*","*",9,34.6,9,34.6,"*","*","*","*","*","*",209
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","N",49,48,98.0,48,"*","*","*","*","*","*","*","*","*","*","*","*",210
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","N",99,99,100.0,99,"*","*","*","*","*","*","*","*",0,0.0,"*","*",215
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Y",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","N",43,42,97.7,42,"*","*","*","*","*","*","*","*",0,0.0,"*","*",214
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","N",113,113,100.0,113,"*","*","*","*","*","*","*","*","*","*","*","*",200
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","N",74,74,100.0,74,"*","*","*","*","*","*","*","*","*","*","*","*",197
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","N",33,33,100.0,33,"*","*","*","*","*","*","*","*",0,0.0,"*","*",207
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","N",55,54,98.2,54,"*","*","*","*","*","*","*","*","*","*","*","*",211
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","N",25,25,100.0,25,"*","*","*","*","*","*","*","*",0,0.0,"*","*",225
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","N",67,67,100.0,67,"*","*","*","*","*","*","*","*",0,0.0,"*","*",210
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
