"Six-Year Graduation Rates, Trend"
"All Districts, All Schools, English Learner Status"

"",,,"Non-Graduates",,,,,
"",,,"Six-Year Still Enrolled Rate by Year",,,"Six-Year Other Rate by Year",,
"District","School","English Learner Status","2010-11","2011-12","2012-13","2010-11","2011-12","2012-13"
"Amistad Academy District","Amistad Academy","Non-ELL","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","ELL","N/A","N/A","*","N/A","N/A","*"
"Ansonia School District","Ansonia High School","Non-ELL","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","ELL","*","*","*","*","*","*"
"Avon School District","Avon High School","Non-ELL","*","*","*","*","*","*"
"Avon School District","Avon High School","ELL","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Non-ELL","*","*","*","*","*","*"
"Berlin School District","Berlin High School","ELL","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Non-ELL","*","*","*","*","*","*"
"Bethel School District","Bethel High School","ELL","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-ELL",14.0,"*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","ELL","*","N/A","*","*","N/A","*"
"Bloomfield School District","Global Experience Magnet School","Non-ELL","N/A","N/A","*","N/A","N/A","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-ELL","N/A","N/A","*","N/A","N/A","*"
"Bloomfield School District","Learning Academy at Bloomfield","ELL","N/A","N/A","*","N/A","N/A","*"
"Bloomfield School District","The Big Picture High School","Non-ELL","*","*","N/A","*","*","N/A"
"Bolton School District","Bolton High School","Non-ELL","*","*","*","*","*","*"
"Branford School District","Branford High School","Non-ELL","*","*","*","*","*","*"
"Branford School District","Branford High School","ELL","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Non-ELL",31.2,41.5,30.1,"*","*","*"
"Bridgeport School District","Bassick High School","ELL",36.2,50.7,36.4,"*","*","*"
"Bridgeport School District","Central High School","Non-ELL",18.5,15.6,15.6,1.3,"*","*"
"Bridgeport School District","Central High School","ELL",25.0,15.5,22.4,"*","*","*"
"Bridgeport School District","Harding High School","Non-ELL",47.5,31.4,33.0,"*","*","*"
"Bridgeport School District","Harding High School","ELL",53.8,34.3,43.1,"*","*","*"
"Bristol School District","Bristol Central High School","Non-ELL",18.9,10.3,11.7,"*","*","*"
"Bristol School District","Bristol Central High School","ELL","*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","Non-ELL",11.7,9.3,10.9,"*","*",2.0
"Bristol School District","Bristol Eastern High School","ELL","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Non-ELL","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","ELL","*","*","*","*","*","*"
"Canton School District","Canton High School","Non-ELL","*","*","*","*","*","*"
"Canton School District","Canton High School","ELL","*","N/A","N/A","*","N/A","N/A"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-ELL","N/A","N/A","*","N/A","N/A","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","ELL","N/A","N/A","*","N/A","N/A","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-ELL",8.9,14.1,"N/A","*","*","N/A"
"Capitol Region Education Council","Great Path Academy at MCC","ELL","*","*","N/A","*","*","N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-ELL",15.0,10.5,15.5,"*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","ELL","*","*","*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-ELL",7.9,"*","*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","ELL","*","N/A","N/A","*","N/A","N/A"
"Cheshire School District","Cheshire High School","Non-ELL","*","*","*","*","*","*"
"Cheshire School District","Cheshire High School","ELL","*","*","*","*","*","*"
"Clinton School District","The Morgan School","Non-ELL","*","*","*","*","*","*"
"Clinton School District","The Morgan School","ELL","*","*","*","*","*","*"
"Colchester School District","Bacon Academy","Non-ELL","*","*","*","*","*","*"
"Colchester School District","Bacon Academy","ELL","*","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-ELL","*","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","ELL","N/A","*","*","N/A","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-ELL",6.1,3.9,8.5,"*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","ELL","*","*","*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-ELL",3.8,5.1,3.3,"*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","ELL","*","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-ELL","*","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","ELL","*","*","*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-ELL",17.2,6.5,11.6,"*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","ELL","*","*","*","*","*","*"
