"Six-Year Graduation Rates, 2011-12"
"All Districts, All Schools, English Learner Status"

"",,,,"Non-Graduates",,,
"District","School","English Learner Status","Six-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","Amistad Academy","Non-ELL",18,"*","*","*","*"
"Ansonia School District","Ansonia High School","Non-ELL",190,"*","*","*","*"
"Ansonia School District","Ansonia High School","ELL",9,"*","*","*","*"
"Avon School District","Avon High School","Non-ELL","*","*","*","*","*"
"Avon School District","Avon High School","ELL","*","*","*","*","*"
"Berlin School District","Berlin High School","Non-ELL","*","*","*","*","*"
"Berlin School District","Berlin High School","ELL","*","*","*","*","*"
"Bethel School District","Bethel High School","Non-ELL","*","*","*","*","*"
"Bethel School District","Bethel High School","ELL","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-ELL",164,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-ELL",17,"*","*","*","*"
"Bolton School District","Bolton High School","Non-ELL",70,"*","*","*","*"
"Branford School District","Branford High School","Non-ELL","*","*","*","*","*"
"Branford School District","Branford High School","ELL","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Non-ELL",234,"*","*",97,41.5
"Bridgeport School District","Bassick High School","ELL",73,"*","*",37,50.7
"Bridgeport School District","Central High School","Non-ELL",507,"*","*",79,15.6
"Bridgeport School District","Central High School","ELL",58,"*","*",9,15.5
"Bridgeport School District","Harding High School","Non-ELL",287,"*","*",90,31.4
"Bridgeport School District","Harding High School","ELL",70,"*","*",24,34.3
"Bristol School District","Bristol Central High School","Non-ELL",321,"*","*",33,10.3
"Bristol School District","Bristol Central High School","ELL",11,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Non-ELL",279,"*","*",26,9.3
"Bristol School District","Bristol Eastern High School","ELL",10,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-ELL","*","*","*","*","*"
"Brookfield School District","Brookfield High School","ELL","*","*","*","*","*"
"Canton School District","Canton High School","Non-ELL",117,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-ELL",71,"*","*",10,14.1
"Capitol Region Education Council","Great Path Academy at MCC","ELL","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-ELL",95,"*","*",10,10.5
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","ELL","*","*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-ELL",78,"*","*","*","*"
"Cheshire School District","Cheshire High School","Non-ELL","*","*","*","*","*"
"Cheshire School District","Cheshire High School","ELL","*","*","*","*","*"
"Clinton School District","The Morgan School","Non-ELL","*","*","*","*","*"
"Clinton School District","The Morgan School","ELL","*","*","*","*","*"
"Colchester School District","Bacon Academy","Non-ELL","*","*","*","*","*"
"Colchester School District","Bacon Academy","ELL","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-ELL","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-ELL",152,"*","*",6,3.9
"Connecticut Technical High School System","A. I. Prince Technical High School","ELL",18,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-ELL",198,"*","*",10,5.1
"Connecticut Technical High School System","Bullard-Havens Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-ELL",117,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","ELL",12,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-ELL",108,"*","*",7,6.5
"Connecticut Technical High School System","Eli Whitney Technical High School","ELL",17,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-ELL",141,"*","*",6,4.3
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","ELL",13,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-ELL",130,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-ELL",199,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","ELL",6,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-ELL",131,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-ELL",153,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","ELL",8,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-ELL",140,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-ELL",152,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-ELL",162,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-ELL",215,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Non-ELL",129,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-ELL",163,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","ELL",11,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-ELL",134,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","ELL","*","*","*","*","*"
"Coventry School District","Coventry High School","Non-ELL",148,"*","*","*","*"
"Cromwell School District","Cromwell High School","Non-ELL","*","*","*","*","*"
"Cromwell School District","Cromwell High School","ELL","*","*","*","*","*"
"Danbury School District","Danbury High School","Non-ELL",594,"*","*",55,9.3
"Danbury School District","Danbury High School","ELL",110,"*","*",27,24.5
"Darien School District","Darien High School","Non-ELL","*","*","*","*","*"
"Darien School District","Darien High School","ELL","*","*","*","*","*"
"Derby School District","Derby High School","Non-ELL",101,"*","*","*","*"
"Derby School District","Derby High School","ELL",8,"*","*","*","*"
"East Granby School District","East Granby High School","Non-ELL",60,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-ELL","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","ELL","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Non-ELL","*","*","*","*","*"
"East Hampton School District","East Hampton High School","ELL","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-ELL",37,"*","*","*","*"
"East Hartford School District","East Hartford High School","Non-ELL",384,"*","*",33,8.6
"East Hartford School District","East Hartford High School","ELL",26,"*","*","*","*"
"East Haven School District","East Haven High School","Non-ELL",205,"*","*","*","*"
"East Haven School District","East Haven High School","ELL",10,"*","*","*","*"
"East Lyme School District","East Lyme High School","Non-ELL",296,"*","*","*","*"
"East Windsor School District","East Windsor High School","Non-ELL",85,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-ELL",43,"*","*",11,25.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","ELL","*","*","*","*","*"
"Ellington School District","Ellington High School","Non-ELL","*","*","*","*","*"
