"Six-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,,,"Non-Graduates",,,
"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","Six-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Eligible For Free Lunch","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Eligible For Reduced Lunch","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Not Eligible For Lunch",13,0,"*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Eligible For Free Lunch",86,"*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Eligible For Reduced Lunch",8,0,"*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Not Eligible For Lunch",88,0,0.0,9,10.2
"Avon School District","=""0040011""","Avon High School","=""0046111""","Eligible For Free Lunch","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Eligible For Reduced Lunch","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Not Eligible For Lunch",248,0,0.0,"*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Eligible For Free Lunch",8,0,"*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Eligible For Reduced Lunch",6,0,"*",0,"*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Not Eligible For Lunch",247,0,0.0,"*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Eligible For Free Lunch",12,0,"*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Eligible For Reduced Lunch",7,0,"*",0,"*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Not Eligible For Lunch",227,"*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Eligible For Free Lunch",47,"*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Eligible For Reduced Lunch",12,0,"*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Not Eligible For Lunch",106,0,0.0,15,14.2
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Eligible For Free Lunch",7,0,"*","*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Eligible For Reduced Lunch","*","*","*","*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Not Eligible For Lunch","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Eligible For Free Lunch",7,0,"*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Not Eligible For Lunch",65,0,0.0,"*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Eligible For Free Lunch",25,"*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Eligible For Reduced Lunch",12,0,"*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Not Eligible For Lunch",237,"*","*","*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Eligible For Free Lunch",311,"*","*","*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Eligible For Reduced Lunch",10,0,"*","*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Not Eligible For Lunch",13,0,"*",6,"*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Eligible For Free Lunch",485,"*","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Eligible For Reduced Lunch",53,0,0.0,6,11.3
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Not Eligible For Lunch",53,"*","*","*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Eligible For Free Lunch",388,"*","*","*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Eligible For Reduced Lunch",11,0,"*","*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Not Eligible For Lunch",27,"*","*",13,48.1
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Eligible For Free Lunch",69,0,0.0,24,34.8
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Eligible For Reduced Lunch",34,0,0.0,"*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Not Eligible For Lunch",226,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Eligible For Free Lunch",63,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Eligible For Reduced Lunch",16,0,"*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Not Eligible For Lunch",286,"*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Eligible For Free Lunch","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Eligible For Reduced Lunch","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Not Eligible For Lunch",257,0,0.0,8,3.1
"Canton School District","=""0230011""","Canton High School","=""0236111""","Eligible For Free Lunch","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Not Eligible For Lunch","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Eligible For Free Lunch",60,0,0.0,6,10.0
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Eligible For Reduced Lunch","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Not Eligible For Lunch","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Eligible For Free Lunch",22,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Not Eligible For Lunch",39,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Eligible For Free Lunch",16,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Eligible For Reduced Lunch",6,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Not Eligible For Lunch",80,0,0.0,6,7.5
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Eligible For Free Lunch",8,0,"*",0,"*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Eligible For Reduced Lunch",9,0,"*",0,"*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Not Eligible For Lunch",347,"*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Eligible For Free Lunch",6,0,"*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Eligible For Reduced Lunch",9,0,"*",0,"*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Not Eligible For Lunch",129,0,0.0,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Eligible For Free Lunch","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Eligible For Reduced Lunch","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Not Eligible For Lunch",230,"*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Eligible For Free Lunch",19,"*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Eligible For Reduced Lunch","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Not Eligible For Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Eligible For Free Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Eligible For Reduced Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Not Eligible For Lunch",134,0,0.0,9,6.7
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Eligible For Free Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Eligible For Reduced Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Not Eligible For Lunch",138,0,0.0,6,4.3
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Eligible For Free Lunch",11,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Not Eligible For Lunch",90,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Eligible For Free Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Eligible For Reduced Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Not Eligible For Lunch",93,0,0.0,14,15.1
