"Six-Year Graduation Rates, Trend"
"All Districts, All Schools, Special Education Status"

"",,,"Graduates",,
"",,,"Six-Year Graduation Rate by Year",,
"District","School","Special Education Status","2010-11","2011-12","2012-13"
"Amistad Academy District","Amistad Academy","Non-Special Education",69.2,94.4,"*"
"Amistad Academy District","Amistad Academy","Special Education","N/A","N/A","*"
"Ansonia School District","Ansonia High School","Non-Special Education",81.1,85.1,83.6
"Ansonia School District","Ansonia High School","Special Education",66.7,75.0,86.4
"Avon School District","Avon High School","Non-Special Education",97.8,98.4,99.1
"Avon School District","Avon High School","Special Education",100.0,94.3,100.0
"Berlin School District","Berlin High School","Non-Special Education",95.7,98.2,97.1
"Berlin School District","Berlin High School","Special Education",89.7,100.0,87.5
"Bethel School District","Bethel High School","Non-Special Education",97.3,98.6,98.6
"Bethel School District","Bethel High School","Special Education",83.3,88.5,76.2
"Bloomfield School District","Bloomfield High School","Non-Special Education",86.5,94.3,97.2
"Bloomfield School District","Bloomfield High School","Special Education",75.0,87.0,90.9
"Bloomfield School District","Global Experience Magnet School","Non-Special Education","N/A","N/A",100.0
"Bloomfield School District","Global Experience Magnet School","Special Education","N/A","N/A","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-Special Education","N/A","N/A","*"
"Bloomfield School District","Learning Academy at Bloomfield","Special Education","N/A","N/A","*"
"Bloomfield School District","The Big Picture High School","Non-Special Education","*","*","N/A"
"Bloomfield School District","The Big Picture High School","Special Education","*","*","N/A"
"Bolton School District","Bolton High School","Non-Special Education","*",95.3,98.6
"Bolton School District","Bolton High School","Special Education","*",100.0,75.0
"Branford School District","Branford High School","Non-Special Education",97.6,96.0,95.0
"Branford School District","Branford High School","Special Education",85.7,96.4,93.5
"Bridgeport School District","Bassick High School","Non-Special Education",69.0,56.3,70.2
"Bridgeport School District","Bassick High School","Special Education",56.0,50.0,52.8
"Bridgeport School District","Central High School","Non-Special Education",80.6,86.6,84.4
"Bridgeport School District","Central High School","Special Education",63.6,62.1,76.4
"Bridgeport School District","Harding High School","Non-Special Education",53.4,70.3,67.8
"Bridgeport School District","Harding High School","Special Education",26.3,51.0,46.4
"Bristol School District","Bristol Central High School","Non-Special Education",81.4,90.5,89.2
"Bristol School District","Bristol Central High School","Special Education",66.7,87.2,73.8
"Bristol School District","Bristol Eastern High School","Non-Special Education",86.7,89.7,86.9
"Bristol School District","Bristol Eastern High School","Special Education",97.1,89.2,81.4
"Brookfield School District","Brookfield High School","Non-Special Education",96.4,99.6,98.2
"Brookfield School District","Brookfield High School","Special Education",100.0,94.1,92.3
"Canton School District","Canton High School","Non-Special Education",96.1,99.1,100.0
"Canton School District","Canton High School","Special Education",100.0,100.0,100.0
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-Special Education","N/A","N/A",91.4
"Capitol Region Education Council","Academy of Aerospace and Engineering","Special Education","N/A","N/A","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-Special Education",93.1,85.9,"N/A"
"Capitol Region Education Council","Great Path Academy at MCC","Special Education",71.4,90.0,"N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Special Education",83.1,90.1,85.7
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Special Education","*","*",77.8
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-Special Education",92.0,94.5,96.5
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Special Education","*","*","*"
"Cheshire School District","Cheshire High School","Non-Special Education",98.8,99.7,98.4
"Cheshire School District","Cheshire High School","Special Education",91.4,97.2,94.3
"Clinton School District","The Morgan School","Non-Special Education",95.2,96.0,94.2
"Clinton School District","The Morgan School","Special Education",94.7,84.2,85.0
"Colchester School District","Bacon Academy","Non-Special Education",96.9,98.6,96.9
"Colchester School District","Bacon Academy","Special Education",88.5,95.8,95.8
"Common Ground High School District","Common Ground High School","Non-Special Education",90.0,"*","*"
"Common Ground High School District","Common Ground High School","Special Education",87.5,"*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-Special Education",92.4,94.4,91.2
"Connecticut Technical High School System","A. I. Prince Technical High School","Special Education",100.0,88.9,100.0
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-Special Education",95.7,95.0,96.3
"Connecticut Technical High School System","Bullard-Havens Technical High School","Special Education","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-Special Education",95.7,94.2,96.7
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Special Education",100.0,100.0,100.0
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-Special Education",82.1,91.5,85.5
"Connecticut Technical High School System","Eli Whitney Technical High School","Special Education","*",100.0,100.0
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-Special Education",95.6,96.0,99.3
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Special Education",100.0,96.7,92.3
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-Special Education",94.6,99.2,96.0
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Special Education",100.0,100.0,100.0
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-Special Education",98.2,97.4,99.4
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Special Education",88.2,100.0,100.0
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-Special Education",89.0,95.7,100.0
"Connecticut Technical High School System","H. H. Ellis Technical High School","Special Education",90.9,100.0,100.0
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-Special Education",93.1,97.8,97.6
