"Six-Year Graduation Rates, Trend"
"All Districts, All Schools, English Learner Status"

"",,,"Graduates",,
"",,,"Six-Year Graduation Rate by Year",,
"District","School","English Learner Status","2010-11","2011-12","2012-13"
"Amistad Academy District","Amistad Academy","Non-ELL",69.2,94.4,"*"
"Amistad Academy District","Amistad Academy","ELL","N/A","N/A","*"
"Ansonia School District","Ansonia High School","Non-ELL","*",84.2,84.9
"Ansonia School District","Ansonia High School","ELL","*",77.8,69.2
"Avon School District","Avon High School","Non-ELL","*","*","*"
"Avon School District","Avon High School","ELL","*","*","*"
"Berlin School District","Berlin High School","Non-ELL","*","*","*"
"Berlin School District","Berlin High School","ELL","*","*","*"
"Bethel School District","Bethel High School","Non-ELL","*","*","*"
"Bethel School District","Bethel High School","ELL","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-ELL",84.8,93.3,96.6
"Bloomfield School District","Bloomfield High School","ELL","*","N/A","*"
"Bloomfield School District","Global Experience Magnet School","Non-ELL","N/A","N/A",100.0
"Bloomfield School District","Learning Academy at Bloomfield","Non-ELL","N/A","N/A","*"
"Bloomfield School District","Learning Academy at Bloomfield","ELL","N/A","N/A","*"
"Bloomfield School District","The Big Picture High School","Non-ELL","*",82.4,"N/A"
"Bolton School District","Bolton High School","Non-ELL",95.8,95.7,95.1
"Branford School District","Branford High School","Non-ELL","*","*","*"
"Branford School District","Branford High School","ELL","*","*","*"
"Bridgeport School District","Bassick High School","Non-ELL",67.8,57.3,69.1
"Bridgeport School District","Bassick High School","ELL",63.8,49.3,63.6
"Bridgeport School District","Central High School","Non-ELL",80.2,84.0,84.2
"Bridgeport School District","Central High School","ELL",75.0,84.5,77.6
"Bridgeport School District","Harding High School","Non-ELL",51.6,67.9,66.7
"Bridgeport School District","Harding High School","ELL",42.9,65.7,53.8
"Bristol School District","Bristol Central High School","Non-ELL",79.9,89.7,87.6
"Bristol School District","Bristol Central High School","ELL","*",100.0,76.9
"Bristol School District","Bristol Eastern High School","Non-ELL",87.8,90.7,87.0
"Bristol School District","Bristol Eastern High School","ELL","*",60.0,60.0
"Brookfield School District","Brookfield High School","Non-ELL","*","*","*"
"Brookfield School District","Brookfield High School","ELL","*","*","*"
"Canton School District","Canton High School","Non-ELL","*",99.1,100.0
"Canton School District","Canton High School","ELL","*","N/A","N/A"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-ELL","N/A","N/A",90.9
"Capitol Region Education Council","Academy of Aerospace and Engineering","ELL","N/A","N/A","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-ELL",91.1,85.9,"N/A"
"Capitol Region Education Council","Great Path Academy at MCC","ELL","*","*","N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-ELL",85.0,89.5,84.5
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","ELL","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-ELL",92.1,94.9,96.7
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","ELL","*","N/A","N/A"
"Cheshire School District","Cheshire High School","Non-ELL","*","*","*"
"Cheshire School District","Cheshire High School","ELL","*","*","*"
"Clinton School District","The Morgan School","Non-ELL","*","*","*"
"Clinton School District","The Morgan School","ELL","*","*","*"
"Colchester School District","Bacon Academy","Non-ELL","*","*","*"
"Colchester School District","Bacon Academy","ELL","*","*","*"
"Common Ground High School District","Common Ground High School","Non-ELL",89.5,"*","*"
"Common Ground High School District","Common Ground High School","ELL","N/A","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-ELL",93.9,96.1,91.5
"Connecticut Technical High School System","A. I. Prince Technical High School","ELL",85.0,77.8,92.3
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-ELL",96.2,94.9,96.7
"Connecticut Technical High School System","Bullard-Havens Technical High School","ELL",87.5,"*",93.3
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-ELL",96.7,95.7,97.4
"Connecticut Technical High School System","E. C. Goodwin Technical High School","ELL",88.9,83.3,92.9
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-ELL",82.8,93.5,88.4
"Connecticut Technical High School System","Eli Whitney Technical High School","ELL","*",82.4,79.2
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-ELL",95.9,95.7,98.6
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","ELL","*",100.0,100.0
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-ELL",94.9,99.2,96.5
"Connecticut Technical High School System","Emmett O'Brien Technical High School","ELL","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-ELL",97.8,97.5,99.4
"Connecticut Technical High School System","H. C. Wilcox Technical High School","ELL","*",100.0,"*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-ELL",89.1,96.2,100.0
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-ELL",94.4,97.4,97.9
"Connecticut Technical High School System","Henry Abbott Technical High School","ELL",86.7,100.0,"*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-ELL",98.5,99.3,97.6
"Connecticut Technical High School System","Howell Cheney Technical High School","ELL","N/A","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-ELL",98.2,97.4,98.7
"Connecticut Technical High School System","Norwich Technical High School","ELL","*","N/A","N/A"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-ELL",93.2,97.5,99.4
"Connecticut Technical High School System","Oliver Wolcott Technical High School","ELL","*","*","N/A"
