"Six-Year Graduation Rates, 2012-13"
"All Districts, All Schools, Special Education Status"

"",,,,"Non-Graduates",,,
"District","School","Special Education Status","Six-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","Amistad Academy","Non-Special Education","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Special Education","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Non-Special Education",183,"*","*","*","*"
"Ansonia School District","Ansonia High School","Special Education",22,"*","*","*","*"
"Avon School District","Avon High School","Non-Special Education",230,"*","*","*","*"
"Avon School District","Avon High School","Special Education",29,"*","*","*","*"
"Berlin School District","Berlin High School","Non-Special Education",239,"*","*","*","*"
"Berlin School District","Berlin High School","Special Education",24,"*","*","*","*"
"Bethel School District","Bethel High School","Non-Special Education",212,"*","*","*","*"
"Bethel School District","Bethel High School","Special Education",21,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-Special Education",109,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Special Education",11,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-Special Education",27,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Special Education","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-Special Education","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Special Education","*","*","*","*","*"
"Bolton School District","Bolton High School","Non-Special Education",70,"*","*","*","*"
"Bolton School District","Bolton High School","Special Education",12,"*","*","*","*"
"Branford School District","Branford High School","Non-Special Education",238,"*","*","*","*"
"Branford School District","Branford High School","Special Education",31,"*","*","*","*"
"Bridgeport School District","Bassick High School","Non-Special Education",275,"*","*",82,29.8
"Bridgeport School District","Bassick High School","Special Education",36,"*","*",15,41.7
"Bridgeport School District","Central High School","Non-Special Education",481,"*","*",75,15.6
"Bridgeport School District","Central High School","Special Education",55,"*","*",12,21.8
"Bridgeport School District","Harding High School","Non-Special Education",276,"*","*",88,31.9
"Bridgeport School District","Harding High School","Special Education",56,"*","*",28,50.0
"Bristol School District","Bristol Central High School","Non-Special Education",269,"*","*",28,10.4
"Bristol School District","Bristol Central High School","Special Education",42,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Non-Special Education",260,"*","*",30,11.5
"Bristol School District","Bristol Eastern High School","Special Education",43,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-Special Education",225,"*","*","*","*"
"Brookfield School District","Brookfield High School","Special Education",13,"*","*","*","*"
"Canton School District","Canton High School","Non-Special Education",106,"*","*","*","*"
"Canton School District","Canton High School","Special Education",15,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-Special Education",35,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Special Education","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Special Education",77,"*","*",11,14.3
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Special Education",9,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-Special Education",85,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Special Education","*","*","*","*","*"
"Cheshire School District","Cheshire High School","Non-Special Education",320,"*","*","*","*"
"Cheshire School District","Cheshire High School","Special Education",35,"*","*","*","*"
"Clinton School District","The Morgan School","Non-Special Education",121,"*","*","*","*"
"Clinton School District","The Morgan School","Special Education",20,"*","*","*","*"
"Colchester School District","Bacon Academy","Non-Special Education",223,"*","*","*","*"
"Colchester School District","Bacon Academy","Special Education",24,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-Special Education","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-Special Education",159,"*","*",14,8.8
"Connecticut Technical High School System","A. I. Prince Technical High School","Special Education",7,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-Special Education",190,"*","*",7,3.7
"Connecticut Technical High School System","Bullard-Havens Technical High School","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-Special Education",121,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Special Education",9,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-Special Education",110,"*","*",16,14.5
"Connecticut Technical High School System","Eli Whitney Technical High School","Special Education",9,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-Special Education",134,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Special Education",13,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-Special Education",100,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Special Education",16,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-Special Education",162,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Special Education",16,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-Special Education",104,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Special Education",9,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-Special Education",123,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Special Education",25,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-Special Education",150,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Special Education",18,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-Special Education",138,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Special Education",16,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-Special Education",152,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Special Education",14,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-Special Education",197,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Special Education",10,"*","*","*","*"
