"Six-Year Graduation Rates, Trend"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,"Graduates",,
"",,,"Six-Year Graduation Rate by Year",,
"District","School","Free/Reduced Price Meal Eligibility","2010-11","2011-12","2012-13"
"Amistad Academy District","Amistad Academy","Eligible For Free Lunch","*",92.3,83.3
"Amistad Academy District","Amistad Academy","Eligible For Reduced Lunch","*","*","*"
"Amistad Academy District","Amistad Academy","Not Eligible For Lunch",69.2,"*","*"
"Ansonia School District","Ansonia High School","Eligible For Free Lunch",68.6,73.8,77.5
"Ansonia School District","Ansonia High School","Eligible For Reduced Lunch",87.5,90.7,83.8
"Ansonia School District","Ansonia High School","Not Eligible For Lunch",89.8,91.7,93.9
"Avon School District","Avon High School","Eligible For Free Lunch","*","*","*"
"Avon School District","Avon High School","Eligible For Reduced Lunch","*","*","*"
"Avon School District","Avon High School","Not Eligible For Lunch",98.0,98.5,99.6
"Berlin School District","Berlin High School","Eligible For Free Lunch","*",100.0,84.0
"Berlin School District","Berlin High School","Eligible For Reduced Lunch","*",88.9,88.9
"Berlin School District","Berlin High School","Not Eligible For Lunch",96.8,98.7,97.8
"Bethel School District","Bethel High School","Eligible For Free Lunch",83.3,100.0,84.0
"Bethel School District","Bethel High School","Eligible For Reduced Lunch",100.0,100.0,86.7
"Bethel School District","Bethel High School","Not Eligible For Lunch",96.5,97.0,99.0
"Bloomfield School District","Bloomfield High School","Eligible For Free Lunch",80.9,88.2,93.5
"Bloomfield School District","Bloomfield High School","Eligible For Reduced Lunch",91.7,95.5,100.0
"Bloomfield School District","Bloomfield High School","Not Eligible For Lunch",85.8,97.3,98.2
"Bloomfield School District","Global Experience Magnet School","Eligible For Free Lunch","N/A","N/A",100.0
"Bloomfield School District","Global Experience Magnet School","Eligible For Reduced Lunch","N/A","N/A","*"
"Bloomfield School District","Global Experience Magnet School","Not Eligible For Lunch","N/A","N/A",100.0
"Bloomfield School District","Learning Academy at Bloomfield","Eligible For Free Lunch","N/A","N/A","*"
"Bloomfield School District","Learning Academy at Bloomfield","Not Eligible For Lunch","N/A","N/A","*"
"Bloomfield School District","The Big Picture High School","Eligible For Free Lunch","*",77.8,"N/A"
"Bloomfield School District","The Big Picture High School","Eligible For Reduced Lunch","*","*","N/A"
"Bloomfield School District","The Big Picture High School","Not Eligible For Lunch","*","*","N/A"
"Bolton School District","Bolton High School","Eligible For Free Lunch","*","*","*"
"Bolton School District","Bolton High School","Eligible For Reduced Lunch","N/A","*","*"
"Bolton School District","Bolton High School","Not Eligible For Lunch","*",100.0,94.4
"Branford School District","Branford High School","Eligible For Free Lunch",84.0,94.7,94.7
"Branford School District","Branford High School","Eligible For Reduced Lunch",83.3,95.2,90.5
"Branford School District","Branford High School","Not Eligible For Lunch",98.3,96.4,95.2
"Bridgeport School District","Bassick High School","Eligible For Free Lunch",67.5,56.1,67.8
"Bridgeport School District","Bassick High School","Eligible For Reduced Lunch",70.0,"*",81.3
"Bridgeport School District","Bassick High School","Not Eligible For Lunch",53.8,"*","*"
"Bridgeport School District","Central High School","Eligible For Free Lunch",79.4,83.8,82.8
"Bridgeport School District","Central High School","Eligible For Reduced Lunch",88.7,87.5,93.3
"Bridgeport School District","Central High School","Not Eligible For Lunch",73.6,"*","*"
"Bridgeport School District","Harding High School","Eligible For Free Lunch",49.7,66.6,63.2
"Bridgeport School District","Harding High School","Eligible For Reduced Lunch",54.5,88.2,73.9
"Bridgeport School District","Harding High School","Not Eligible For Lunch",48.1,"*","*"
"Bristol School District","Bristol Central High School","Eligible For Free Lunch",65.2,80.0,70.6
"Bristol School District","Bristol Central High School","Eligible For Reduced Lunch",67.6,89.5,81.8
"Bristol School District","Bristol Central High School","Not Eligible For Lunch",86.3,95.4,96.2
"Bristol School District","Bristol Eastern High School","Eligible For Free Lunch",79.4,76.8,71.6
"Bristol School District","Bristol Eastern High School","Eligible For Reduced Lunch",81.3,89.7,80.0
"Bristol School District","Bristol Eastern High School","Not Eligible For Lunch",89.9,94.2,92.0
"Brookfield School District","Brookfield High School","Eligible For Free Lunch","*","*",94.4
"Brookfield School District","Brookfield High School","Eligible For Reduced Lunch","*","*",87.5
"Brookfield School District","Brookfield High School","Not Eligible For Lunch",96.9,99.6,98.6
"Canton School District","Canton High School","Eligible For Free Lunch","*",100.0,100.0
"Canton School District","Canton High School","Eligible For Reduced Lunch","N/A","N/A",100.0
"Canton School District","Canton High School","Not Eligible For Lunch","*",99.1,100.0
"Capitol Region Education Council","Academy of Aerospace and Engineering","Eligible For Free Lunch","N/A","N/A",88.9
"Capitol Region Education Council","Academy of Aerospace and Engineering","Eligible For Reduced Lunch","N/A","N/A",85.7
"Capitol Region Education Council","Academy of Aerospace and Engineering","Not Eligible For Lunch","N/A","N/A",95.5
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Free Lunch",90.0,82.9,"N/A"
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Reduced Lunch","*",100.0,"N/A"
"Capitol Region Education Council","Great Path Academy at MCC","Not Eligible For Lunch",90.2,86.2,"N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Free Lunch",72.7,93.2,83.8
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Reduced Lunch","N/A",100.0,90.0
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Not Eligible For Lunch",89.7,82.9,84.6
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Free Lunch",93.8,90.5,94.1
