"Six-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,,,"Graduates",
"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","Six-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Eligible For Free Lunch",13,"*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Eligible For Reduced Lunch","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Not Eligible For Lunch","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Eligible For Free Lunch",84,"*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Eligible For Reduced Lunch",43,"*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Not Eligible For Lunch",72,66,91.7
"Avon School District","=""0040011""","Avon High School","=""0046111""","Eligible For Free Lunch","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Eligible For Reduced Lunch","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Not Eligible For Lunch",272,"*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Eligible For Free Lunch",19,19,"*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Eligible For Reduced Lunch",9,"*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Not Eligible For Lunch",227,"*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Eligible For Free Lunch",20,20,100.0
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Eligible For Reduced Lunch",15,15,"*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Not Eligible For Lunch",200,194,97.0
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Eligible For Free Lunch",68,60,88.2
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Eligible For Reduced Lunch",22,"*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Not Eligible For Lunch",74,"*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Eligible For Free Lunch",9,"*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Eligible For Reduced Lunch","*","*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Not Eligible For Lunch","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Eligible For Free Lunch","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Eligible For Reduced Lunch","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Not Eligible For Lunch",62,62,100.0
"Branford School District","=""0140011""","Branford High School","=""0146111""","Eligible For Free Lunch",38,"*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Eligible For Reduced Lunch",21,"*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Not Eligible For Lunch",194,187,96.4
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Eligible For Free Lunch",294,165,56.1
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Eligible For Reduced Lunch","*","*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Not Eligible For Lunch","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Eligible For Free Lunch",524,439,83.8
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Eligible For Reduced Lunch","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Not Eligible For Lunch","*","*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Eligible For Free Lunch",338,225,66.6
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Eligible For Reduced Lunch","*","*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Not Eligible For Lunch","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Eligible For Free Lunch",100,"*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Eligible For Reduced Lunch",38,"*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Not Eligible For Lunch",194,185,95.4
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Eligible For Free Lunch",69,"*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Eligible For Reduced Lunch",29,"*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Not Eligible For Lunch",191,180,94.2
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Eligible For Free Lunch","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Eligible For Reduced Lunch","*","*","*"
