"Four-Year Graduation Rates, 2012-13"
"All Districts, High Needs Status"

"",,,,"Graduates",
"District","District Code","High Needs Status","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","High Needs","*","*","*"
"Amistad Academy District","=""2790013""","Non-High Needs","*","*","*"
"Ansonia School District","=""0020011""","High Needs",158,110,69.6
"Ansonia School District","=""0020011""","Non-High Needs",54,50,92.6
"Avon School District","=""0040011""","High Needs",47,"*","*"
"Avon School District","=""0040011""","Non-High Needs",216,"*","*"
"Berlin School District","=""0070011""","High Needs",51,"*","*"
"Berlin School District","=""0070011""","Non-High Needs",211,"*","*"
"Bethel School District","=""0090011""","High Needs",61,"*","*"
"Bethel School District","=""0090011""","Non-High Needs",173,"*","*"
"Bloomfield School District","=""0110011""","High Needs",99,"*","*"
"Bloomfield School District","=""0110011""","Non-High Needs",66,"*","*"
"Bolton School District","=""0120011""","High Needs",20,"*","*"
"Bolton School District","=""0120011""","Non-High Needs",61,"*","*"
"Branford School District","=""0140011""","High Needs",83,71,85.5
"Branford School District","=""0140011""","Non-High Needs",188,179,95.2
"Bridgeport School District","=""0150011""","High Needs",1221,"*","*"
"Bridgeport School District","=""0150011""","Non-High Needs",8,"*","*"
"Bristol School District","=""0170011""","High Needs",306,200,65.4
"Bristol School District","=""0170011""","Non-High Needs",329,307,93.3
"Brookfield School District","=""0180011""","High Needs",42,36,85.7
"Brookfield School District","=""0180011""","Non-High Needs",200,196,98.0
"Canton School District","=""0230011""","High Needs",32,"*","*"
"Canton School District","=""0230011""","Non-High Needs",92,"*","*"
"Capitol Region Education Council","=""2410014""","High Needs",142,118,83.1
"Capitol Region Education Council","=""2410014""","Non-High Needs",104,91,87.5
"Cheshire School District","=""0250011""","High Needs",88,70,79.5
"Cheshire School District","=""0250011""","Non-High Needs",296,292,98.6
"Clinton School District","=""0270011""","High Needs",54,41,75.9
"Clinton School District","=""0270011""","Non-High Needs",91,87,95.6
"Colchester School District","=""0280011""","High Needs",55,44,80.0
"Colchester School District","=""0280011""","Non-High Needs",198,192,97.0
"Common Ground High School District","=""2680013""","High Needs",30,26,86.7
"Common Ground High School District","=""2680013""","Non-High Needs",8,8,"*"
"Connecticut Technical High School System","=""9000016""","High Needs",1451,1380,95.1
"Connecticut Technical High School System","=""9000016""","Non-High Needs",1032,1012,98.1
"Coventry School District","=""0320011""","High Needs",43,"*","*"
"Coventry School District","=""0320011""","Non-High Needs",95,"*","*"
"Cromwell School District","=""0330011""","High Needs",46,"*","*"
"Cromwell School District","=""0330011""","Non-High Needs",99,"*","*"
"Danbury School District","=""0340011""","High Needs",446,276,61.9
"Danbury School District","=""0340011""","Non-High Needs",333,312,93.7
"Darien School District","=""0350011""","High Needs",45,40,88.9
"Darien School District","=""0350011""","Non-High Needs",271,267,98.5
"Department of Mental Health and Addiction Services","=""3370015""","High Needs","*","*","*"
"Derby School District","=""0370011""","High Needs",60,31,51.7
"Derby School District","=""0370011""","Non-High Needs",31,28,90.3
"East Granby School District","=""0400011""","High Needs",12,"*","*"
"East Granby School District","=""0400011""","Non-High Needs",59,"*","*"
"East Haddam School District","=""0410011""","High Needs",25,21,84.0
"East Haddam School District","=""0410011""","Non-High Needs",75,75,100.0
"East Hampton School District","=""0420011""","High Needs",27,"*","*"
"East Hampton School District","=""0420011""","Non-High Needs",105,"*","*"
"East Hartford School District","=""0430011""","High Needs",426,313,73.5
"East Hartford School District","=""0430011""","Non-High Needs",130,119,91.5
"East Haven School District","=""0440011""","High Needs",139,87,62.6
"East Haven School District","=""0440011""","Non-High Needs",107,95,88.8
"East Lyme School District","=""0450011""","High Needs",71,55,77.5
"East Lyme School District","=""0450011""","Non-High Needs",240,238,99.2
"East Windsor School District","=""0470011""","High Needs",52,37,71.2
"East Windsor School District","=""0470011""","Non-High Needs",44,42,95.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","High Needs",37,27,73.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-High Needs",32,27,84.4
"Ellington School District","=""0480011""","High Needs",39,31,79.5
"Ellington School District","=""0480011""","Non-High Needs",159,151,95.0
"Elm City College Preparatory School District","=""2890013""","High Needs","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-High Needs","*","*","*"
"Enfield School District","=""0490011""","High Needs",172,128,74.4
"Enfield School District","=""0490011""","Non-High Needs",273,261,95.6
"Explorations District","=""2720013""","High Needs",18,"*","*"
