"Four-Year Graduation Rates, 2013-14"
"All Districts, Gender"

"",,,,"Graduates",
"District","District Code","Gender","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Female",15,"*","*"
"Amistad Academy District","=""2790013""","Male",8,"*","*"
"Ansonia School District","=""0020011""","Female",75,58,77.3
"Ansonia School District","=""0020011""","Male",82,62,75.6
"Avon School District","=""0040011""","Female",149,"*","*"
"Avon School District","=""0040011""","Male",123,"*","*"
"Berlin School District","=""0070011""","Female",115,110,95.7
"Berlin School District","=""0070011""","Male",120,113,94.2
"Bethel School District","=""0090011""","Female",117,111,94.9
"Bethel School District","=""0090011""","Male",127,115,90.6
"Bloomfield School District","=""0110011""","Female",84,77,91.7
"Bloomfield School District","=""0110011""","Male",85,71,83.5
"Bolton School District","=""0120011""","Female",53,51,96.2
"Bolton School District","=""0120011""","Male",50,46,92.0
"Branford School District","=""0140011""","Female",150,142,94.7
"Branford School District","=""0140011""","Male",149,130,87.2
"Bridgeport School District","=""0150011""","Female",618,484,78.3
"Bridgeport School District","=""0150011""","Male",629,408,64.9
"Bristol School District","=""0170011""","Female",339,297,87.6
"Bristol School District","=""0170011""","Male",360,275,76.4
"Brookfield School District","=""0180011""","Female",116,"*","*"
"Brookfield School District","=""0180011""","Male",116,"*","*"
"Canton School District","=""0230011""","Female",65,"*","*"
"Canton School District","=""0230011""","Male",71,"*","*"
"Capitol Region Education Council","=""2410014""","Female",200,177,88.5
"Capitol Region Education Council","=""2410014""","Male",117,104,88.9
"Cheshire School District","=""0250011""","Female",193,187,96.9
"Cheshire School District","=""0250011""","Male",196,184,93.9
"Clinton School District","=""0270011""","Female",61,55,90.2
"Clinton School District","=""0270011""","Male",72,68,94.4
"Colchester School District","=""0280011""","Female",140,"*","*"
"Colchester School District","=""0280011""","Male",108,"*","*"
"Common Ground High School District","=""2680013""","Female",15,"*","*"
"Common Ground High School District","=""2680013""","Male",14,"*","*"
"Connecticut Technical High School System","=""9000016""","Female",905,867,95.8
"Connecticut Technical High School System","=""9000016""","Male",1518,1462,96.3
"Coventry School District","=""0320011""","Female",70,"*","*"
"Coventry School District","=""0320011""","Male",63,"*","*"
"Cromwell School District","=""0330011""","Female",73,68,93.2
"Cromwell School District","=""0330011""","Male",61,54,88.5
"Danbury School District","=""0340011""","Female",368,306,83.2
"Danbury School District","=""0340011""","Male",393,288,73.3
"Darien School District","=""0350011""","Female",167,164,98.2
"Darien School District","=""0350011""","Male",169,161,95.3
"Department of Mental Health and Addiction Services","=""3370015""","Female","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Male","*","*","*"
"Derby School District","=""0370011""","Female",53,45,84.9
"Derby School District","=""0370011""","Male",49,38,77.6
"East Granby School District","=""0400011""","Female",25,25,100.0
"East Granby School District","=""0400011""","Male",41,35,85.4
"East Haddam School District","=""0410011""","Female",52,50,96.2
"East Haddam School District","=""0410011""","Male",53,48,90.6
"East Hampton School District","=""0420011""","Female",65,"*","*"
"East Hampton School District","=""0420011""","Male",56,"*","*"
"East Hartford School District","=""0430011""","Female",252,206,81.7
"East Hartford School District","=""0430011""","Male",255,191,74.9
"East Haven School District","=""0440011""","Female",117,101,86.3
"East Haven School District","=""0440011""","Male",143,109,76.2
"East Lyme School District","=""0450011""","Female",135,129,95.6
"East Lyme School District","=""0450011""","Male",139,127,91.4
"East Windsor School District","=""0470011""","Female",55,49,89.1
"East Windsor School District","=""0470011""","Male",54,48,88.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Female",38,27,71.1
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Male",28,22,78.6
"Ellington School District","=""0480011""","Female",93,"*","*"
"Ellington School District","=""0480011""","Male",101,"*","*"
"Elm City College Preparatory School District","=""2890013""","Female",10,7,"*"
"Elm City College Preparatory School District","=""2890013""","Male",14,8,"*"
"Enfield School District","=""0490011""","Female",192,170,88.5
"Enfield School District","=""0490011""","Male",232,196,84.5
"Explorations District","=""2720013""","Female",10,7,"*"
"Explorations District","=""2720013""","Male",17,11,"*"
"Fairfield School District","=""0510011""","Female",371,361,97.3
"Fairfield School District","=""0510011""","Male",357,322,90.2
"Farmington School District","=""0520011""","Female",156,147,94.2
"Farmington School District","=""0520011""","Male",188,181,96.3
"Glastonbury School District","=""0540011""","Female",309,297,96.1
"Glastonbury School District","=""0540011""","Male",276,265,96.0
"Granby School District","=""0560011""","Female",105,98,93.3
"Granby School District","=""0560011""","Male",100,96,96.0
"Greenwich School District","=""0570011""","Female",334,318,95.2
"Greenwich School District","=""0570011""","Male",336,319,94.9
"Griswold School District","=""0580011""","Female",86,78,90.7
"Griswold School District","=""0580011""","Male",84,66,78.6
"Groton School District","=""0590011""","Female",153,138,90.2
"Groton School District","=""0590011""","Male",164,131,79.9
"Guilford School District","=""0600011""","Female",143,"*","*"
"Guilford School District","=""0600011""","Male",143,"*","*"
"Hamden School District","=""0620011""","Female",211,197,93.4
"Hamden School District","=""0620011""","Male",247,211,85.4
"Hartford School District","=""0640011""","Female",661,504,76.2
"Hartford School District","=""0640011""","Male",709,476,67.1
"Killingly School District","=""0690011""","Female",110,96,87.3
"Killingly School District","=""0690011""","Male",108,80,74.1
"Learn","=""2450014""","Female",90,82,91.1
"Learn","=""2450014""","Male",63,59,93.7
"Lebanon School District","=""0710011""","Female",63,"*","*"
"Lebanon School District","=""0710011""","Male",42,"*","*"
"Ledyard School District","=""0720011""","Female",122,117,95.9
"Ledyard School District","=""0720011""","Male",125,107,85.6
"Lisbon School District","=""0730011""","Female","*","*","*"
"Lisbon School District","=""0730011""","Male","*","*","*"
"Litchfield School District","=""0740011""","Female",34,"*","*"
