"Four-Year Graduation Rates, 2013-14"
"All Districts, Special Education Status"

"",,,,"Non-Graduates",,,
"District","District Code","Special Education Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Non-Special Education","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Special Education","*","*","*","*","*"
"Ansonia School District","=""0020011""","Non-Special Education",140,"*","*","*","*"
"Ansonia School District","=""0020011""","Special Education",17,"*","*","*","*"
"Avon School District","=""0040011""","Non-Special Education",244,"*","*",0,0.0
"Avon School District","=""0040011""","Special Education",28,"*","*","*","*"
"Berlin School District","=""0070011""","Non-Special Education",202,"*","*","*","*"
"Berlin School District","=""0070011""","Special Education",33,"*","*",0,0.0
"Bethel School District","=""0090011""","Non-Special Education",213,"*","*","*","*"
"Bethel School District","=""0090011""","Special Education",31,"*","*","*","*"
"Bloomfield School District","=""0110011""","Non-Special Education",148,"*","*","*","*"
"Bloomfield School District","=""0110011""","Special Education",21,"*","*","*","*"
"Bolton School District","=""0120011""","Non-Special Education",94,0,0.0,"*","*"
"Bolton School District","=""0120011""","Special Education",9,"*","*","*","*"
"Branford School District","=""0140011""","Non-Special Education",253,"*","*","*","*"
"Branford School District","=""0140011""","Special Education",46,"*","*","*","*"
"Bridgeport School District","=""0150011""","Non-Special Education",1075,64,6.0,206,19.2
"Bridgeport School District","=""0150011""","Special Education",172,53,30.8,32,18.6
"Bristol School District","=""0170011""","Non-Special Education",577,37,6.4,49,8.5
"Bristol School District","=""0170011""","Special Education",122,26,21.3,15,12.3
"Brookfield School District","=""0180011""","Non-Special Education",210,"*","*","*","*"
"Brookfield School District","=""0180011""","Special Education",22,"*","*",0,0.0
"Canton School District","=""0230011""","Non-Special Education",118,"*","*","*","*"
"Canton School District","=""0230011""","Special Education",18,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Non-Special Education",293,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Special Education",24,"*","*","*","*"
"Cheshire School District","=""0250011""","Non-Special Education",334,"*","*","*","*"
"Cheshire School District","=""0250011""","Special Education",55,"*","*","*","*"
"Clinton School District","=""0270011""","Non-Special Education",120,"*","*","*","*"
"Clinton School District","=""0270011""","Special Education",13,"*","*","*","*"
"Colchester School District","=""0280011""","Non-Special Education",220,"*","*",0,0.0
"Colchester School District","=""0280011""","Special Education",28,"*","*","*","*"
"Common Ground High School District","=""2680013""","Non-Special Education","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-Special Education",2242,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Special Education",181,"*","*","*","*"
"Coventry School District","=""0320011""","Non-Special Education",110,0,0.0,"*","*"
"Coventry School District","=""0320011""","Special Education",23,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-Special Education",123,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Special Education",11,8,"*","*","*"
"Danbury School District","=""0340011""","Non-Special Education",675,49,7.3,72,10.7
"Danbury School District","=""0340011""","Special Education",86,34,39.5,12,14.0
"Darien School District","=""0350011""","Non-Special Education",278,"*","*","*","*"
"Darien School District","=""0350011""","Special Education",58,"*","*",0,0.0
"Department of Mental Health and Addiction Services","=""3370015""","Special Education","*","*","*","*","*"
"Derby School District","=""0370011""","Non-Special Education",87,"*","*","*","*"
"Derby School District","=""0370011""","Special Education",15,"*","*","*","*"
"East Granby School District","=""0400011""","Non-Special Education","*","*","*","*","*"
"East Granby School District","=""0400011""","Special Education","*","*","*","*","*"
"East Haddam School District","=""0410011""","Non-Special Education",87,"*","*","*","*"
"East Haddam School District","=""0410011""","Special Education",18,"*","*","*","*"
"East Hampton School District","=""0420011""","Non-Special Education",114,0,0.0,"*","*"
"East Hampton School District","=""0420011""","Special Education",7,"*","*",0,"*"
"East Hartford School District","=""0430011""","Non-Special Education",419,39,9.3,39,9.3
"East Hartford School District","=""0430011""","Special Education",88,20,22.7,12,13.6
"East Haven School District","=""0440011""","Non-Special Education",223,"*","*","*","*"
"East Haven School District","=""0440011""","Special Education",37,"*","*","*","*"
"East Lyme School District","=""0450011""","Non-Special Education",237,"*","*","*","*"
"East Lyme School District","=""0450011""","Special Education",37,"*","*","*","*"
"East Windsor School District","=""0470011""","Non-Special Education",92,"*","*","*","*"
"East Windsor School District","=""0470011""","Special Education",17,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-Special Education",57,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Special Education",9,"*","*",0,"*"
"Ellington School District","=""0480011""","Non-Special Education",172,"*","*","*","*"
"Ellington School District","=""0480011""","Special Education",22,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-Special Education","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Special Education","*","*","*","*","*"
"Enfield School District","=""0490011""","Non-Special Education",364,"*","*","*","*"
"Enfield School District","=""0490011""","Special Education",60,"*","*","*","*"
"Explorations District","=""2720013""","Non-Special Education",18,"*","*","*","*"
"Explorations District","=""2720013""","Special Education",9,"*","*",0,"*"
"Fairfield School District","=""0510011""","Non-Special Education",647,8,1.2,12,1.9
