"Four-Year Graduation Rates, 2013-14"
"All Districts, Race/Ethnicity"

"",,,,"Non-Graduates",,,
"District","District Code","Race/Ethnicity","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Black",17,"*","*","*","*"
"Amistad Academy District","=""2790013""","Hispanic","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Indian or Alaska Native","*","*","*","*","*"
"Ansonia School District","=""0020011""","Black",38,"*","*","*","*"
"Ansonia School District","=""0020011""","Hispanic",44,"*","*","*","*"
"Ansonia School District","=""0020011""","Asian","*","*","*","*","*"
"Ansonia School District","=""0020011""","Two or More Races","*","*","*","*","*"
"Ansonia School District","=""0020011""","White",73,"*","*","*","*"
"Avon School District","=""0040011""","Black","*","*","*","*","*"
"Avon School District","=""0040011""","Hispanic",9,0,"*",0,"*"
"Avon School District","=""0040011""","Asian",15,0,"*",0,"*"
"Avon School District","=""0040011""","Two or More Races","*","*","*","*","*"
"Avon School District","=""0040011""","White",238,"*","*","*","*"
"Avon School District","=""0040011""","Hawaiian or Pacific Islander","*","*","*","*","*"
"Berlin School District","=""0070011""","Black","*","*","*","*","*"
"Berlin School District","=""0070011""","Hispanic",17,"*","*",0,"*"
"Berlin School District","=""0070011""","Asian",12,"*","*",0,"*"
"Berlin School District","=""0070011""","Two or More Races","*","*","*","*","*"
"Berlin School District","=""0070011""","White",202,"*","*","*","*"
"Bethel School District","=""0090011""","Black","*","*","*","*","*"
"Bethel School District","=""0090011""","Hispanic",29,"*","*","*","*"
"Bethel School District","=""0090011""","Asian",22,"*","*",0,0.0
"Bethel School District","=""0090011""","Two or More Races","*","*","*","*","*"
"Bethel School District","=""0090011""","White",184,"*","*","*","*"
"Bloomfield School District","=""0110011""","Black",149,9,6.0,7,4.7
"Bloomfield School District","=""0110011""","Hispanic",13,"*","*",0,"*"
"Bloomfield School District","=""0110011""","Asian","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Two or More Races","*","*","*","*","*"
"Bloomfield School District","=""0110011""","White","*","*","*","*","*"
"Bolton School District","=""0120011""","Black","*","*","*","*","*"
"Bolton School District","=""0120011""","Hispanic","*","*","*","*","*"
"Bolton School District","=""0120011""","Asian","*","*","*","*","*"
"Bolton School District","=""0120011""","Two or More Races",6,0,"*","*","*"
"Bolton School District","=""0120011""","White",89,"*","*","*","*"
"Branford School District","=""0140011""","Black",12,"*","*",0,"*"
"Branford School District","=""0140011""","Hispanic",22,"*","*","*","*"
"Branford School District","=""0140011""","Asian",22,0,0.0,"*","*"
"Branford School District","=""0140011""","Two or More Races",6,0,"*",0,"*"
"Branford School District","=""0140011""","White",237,7,3.0,13,5.5
"Bridgeport School District","=""0150011""","Black",552,51,9.2,91,16.5
"Bridgeport School District","=""0150011""","Hispanic",547,45,8.2,127,23.2
"Bridgeport School District","=""0150011""","Indian or Alaska Native","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Asian",35,"*","*","*","*"
"Bridgeport School District","=""0150011""","Two or More Races",8,0,"*","*","*"
"Bridgeport School District","=""0150011""","White",98,16,16.3,15,15.3
"Bridgeport School District","=""0150011""","Hawaiian or Pacific Islander","*","*","*","*","*"
"Bristol School District","=""0170011""","Black",52,10,19.2,6,11.5
"Bristol School District","=""0170011""","Hispanic",104,16,15.4,15,14.4
"Bristol School District","=""0170011""","Indian or Alaska Native","*","*","*","*","*"
"Bristol School District","=""0170011""","Asian",20,"*","*",0,0.0
"Bristol School District","=""0170011""","Two or More Races","*","*","*","*","*"
"Bristol School District","=""0170011""","White",506,35,6.9,40,7.9
"Brookfield School District","=""0180011""","Black",6,0,"*",0,"*"
"Brookfield School District","=""0180011""","Hispanic",6,0,"*","*","*"
"Brookfield School District","=""0180011""","Asian",6,0,"*",0,"*"
"Brookfield School District","=""0180011""","White",214,6,2.8,0,0.0
"Canton School District","=""0230011""","Black","*","*","*","*","*"
"Canton School District","=""0230011""","Hispanic","*","*","*","*","*"
"Canton School District","=""0230011""","Asian","*","*","*","*","*"
"Canton School District","=""0230011""","Two or More Races","*","*","*","*","*"
"Canton School District","=""0230011""","White",128,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Black",129,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Hispanic",75,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Indian or Alaska Native","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Asian",14,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","Two or More Races","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","White",90,0,0.0,7,7.8
"Cheshire School District","=""0250011""","Black",7,"*","*",0,"*"
"Cheshire School District","=""0250011""","Hispanic",14,"*","*",0,"*"
"Cheshire School District","=""0250011""","Asian",31,0,0.0,0,0.0
"Cheshire School District","=""0250011""","White",337,9,2.7,6,1.8
"Clinton School District","=""0270011""","Black","*","*","*","*","*"
"Clinton School District","=""0270011""","Hispanic",10,0,"*","*","*"
"Clinton School District","=""0270011""","Indian or Alaska Native","*","*","*","*","*"
"Clinton School District","=""0270011""","Asian","*","*","*","*","*"
"Clinton School District","=""0270011""","Two or More Races","*","*","*","*","*"
"Clinton School District","=""0270011""","White",112,"*","*","*","*"
"Clinton School District","=""0270011""","Hawaiian or Pacific Islander","*","*","*","*","*"
"Colchester School District","=""0280011""","Black",10,0,"*",0,"*"
"Colchester School District","=""0280011""","Hispanic",12,0,"*",0,"*"
"Colchester School District","=""0280011""","Indian or Alaska Native","*","*","*","*","*"
"Colchester School District","=""0280011""","Asian",6,"*","*",0,"*"
"Colchester School District","=""0280011""","Two or More Races","*","*","*","*","*"
"Colchester School District","=""0280011""","White",217,"*","*","*","*"
"Common Ground High School District","=""2680013""","Black",9,0,"*",0,"*"
"Common Ground High School District","=""2680013""","Hispanic",13,0,"*","*","*"
"Common Ground High School District","=""2680013""","Two or More Races","*","*","*","*","*"
"Common Ground High School District","=""2680013""","White","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Black",363,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Hispanic",717,10,1.4,31,4.3
"Connecticut Technical High School System","=""9000016""","Indian or Alaska Native","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Asian",24,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Two or More Races",31,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","White",1271,11,0.9,27,2.1
"Connecticut Technical High School System","=""9000016""","Hawaiian or Pacific Islander","*","*","*","*","*"
"Coventry School District","=""0320011""","Black","*","*","*","*","*"
"Coventry School District","=""0320011""","Hispanic",6,"*","*","*","*"
"Coventry School District","=""0320011""","Asian","*","*","*","*","*"
"Coventry School District","=""0320011""","Two or More Races","*","*","*","*","*"
"Coventry School District","=""0320011""","White",122,"*","*","*","*"
"Cromwell School District","=""0330011""","Black",11,"*","*",0,"*"
"Cromwell School District","=""0330011""","Hispanic",11,0,"*",0,"*"
"Cromwell School District","=""0330011""","Asian","*","*","*","*","*"
"Cromwell School District","=""0330011""","Two or More Races","*","*","*","*","*"
"Cromwell School District","=""0330011""","White",108,"*","*","*","*"
"Danbury School District","=""0340011""","Black",91,15,16.5,"*","*"
"Danbury School District","=""0340011""","Hispanic",260,39,15.0,46,17.7
"Danbury School District","=""0340011""","Asian",72,"*","*","*","*"
"Danbury School District","=""0340011""","Two or More Races",8,"*","*",0,"*"
"Danbury School District","=""0340011""","White",330,21,6.4,22,6.7
"Darien School District","=""0350011""","Black","*","*","*","*","*"
"Darien School District","=""0350011""","Hispanic",17,"*","*",0,"*"
"Darien School District","=""0350011""","Asian","*","*","*","*","*"
"Darien School District","=""0350011""","White",308,"*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Black","*","*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","White","*","*","*","*","*"
"Derby School District","=""0370011""","Black",21,"*","*","*","*"
"Derby School District","=""0370011""","Hispanic",22,"*","*","*","*"
"Derby School District","=""0370011""","Asian","*","*","*","*","*"
