"Four-Year Graduation Rates, 2013-14"
"All Districts, English Learner Status"

"",,,,"Non-Graduates",,,
"District","District Code","English Learner Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Non-ELL",23,"*","*","*","*"
"Ansonia School District","=""0020011""","Non-ELL","*","*","*","*","*"
"Ansonia School District","=""0020011""","ELL","*","*","*","*","*"
"Avon School District","=""0040011""","Non-ELL",272,"*","*","*","*"
"Berlin School District","=""0070011""","Non-ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","Non-ELL",238,"*","*",6,2.5
"Bethel School District","=""0090011""","ELL",6,"*","*",0,"*"
"Bloomfield School District","=""0110011""","Non-ELL","*","*","*","*","*"
"Bloomfield School District","=""0110011""","ELL","*","*","*","*","*"
"Bolton School District","=""0120011""","Non-ELL",103,"*","*","*","*"
"Branford School District","=""0140011""","Non-ELL","*","*","*","*","*"
"Branford School District","=""0140011""","ELL","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Non-ELL",1075,99,9.2,190,17.7
"Bridgeport School District","=""0150011""","ELL",172,18,10.5,48,27.9
"Bristol School District","=""0170011""","Non-ELL",678,"*","*","*","*"
"Bristol School District","=""0170011""","ELL",21,"*","*","*","*"
"Brookfield School District","=""0180011""","Non-ELL","*","*","*","*","*"
"Brookfield School District","=""0180011""","ELL","*","*","*","*","*"
"Canton School District","=""0230011""","Non-ELL",136,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Non-ELL","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","ELL","*","*","*","*","*"
"Cheshire School District","=""0250011""","Non-ELL","*","*","*","*","*"
"Cheshire School District","=""0250011""","ELL","*","*","*","*","*"
"Clinton School District","=""0270011""","Non-ELL","*","*","*","*","*"
"Clinton School District","=""0270011""","ELL","*","*","*","*","*"
"Colchester School District","=""0280011""","Non-ELL","*","*","*","*","*"
"Colchester School District","=""0280011""","ELL","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Non-ELL",29,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Non-ELL",2386,25,1.0,69,2.9
"Connecticut Technical High School System","=""9000016""","ELL",37,0,0.0,0,0.0
"Coventry School District","=""0320011""","Non-ELL",133,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-ELL","*","*","*","*","*"
"Cromwell School District","=""0330011""","ELL","*","*","*","*","*"
"Danbury School District","=""0340011""","Non-ELL",676,64,9.5,60,8.9
"Danbury School District","=""0340011""","ELL",85,19,22.4,24,28.2
"Darien School District","=""0350011""","Non-ELL","*","*","*","*","*"
"Darien School District","=""0350011""","ELL","*","*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Non-ELL","*","*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","ELL","*","*","*","*","*"
"Derby School District","=""0370011""","Non-ELL","*","*","*","*","*"
"Derby School District","=""0370011""","ELL","*","*","*","*","*"
"East Granby School District","=""0400011""","Non-ELL",66,"*","*","*","*"
"East Haddam School District","=""0410011""","Non-ELL",105,"*","*","*","*"
"East Hampton School District","=""0420011""","Non-ELL",121,"*","*","*","*"
"East Hartford School District","=""0430011""","Non-ELL",472,50,10.6,45,9.5
"East Hartford School District","=""0430011""","ELL",35,9,25.7,6,17.1
"East Haven School District","=""0440011""","Non-ELL",252,"*","*","*","*"
"East Haven School District","=""0440011""","ELL",8,"*","*","*","*"
