"Four-Year Graduation Rates, 2012-13"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,,"Non-Graduates",,,
"District","District Code","Free/Reduced Price Meal Eligibility","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Eligible For Free Lunch",18,"*","*","*","*"
"Amistad Academy District","=""2790013""","Eligible For Reduced Lunch","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Not Eligible For Lunch","*","*","*","*","*"
"Ansonia School District","=""0020011""","Eligible For Free Lunch",107,13,12.1,24,22.4
"Ansonia School District","=""0020011""","Eligible For Reduced Lunch",37,"*","*","*","*"
"Ansonia School District","=""0020011""","Not Eligible For Lunch",68,"*","*","*","*"
"Avon School District","=""0040011""","Eligible For Free Lunch","*","*","*","*","*"
"Avon School District","=""0040011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Avon School District","=""0040011""","Not Eligible For Lunch",250,"*","*","*","*"
"Berlin School District","=""0070011""","Eligible For Free Lunch",25,"*","*","*","*"
"Berlin School District","=""0070011""","Eligible For Reduced Lunch",8,0,"*",0,"*"
"Berlin School District","=""0070011""","Not Eligible For Lunch",229,0,0.0,"*","*"
"Bethel School District","=""0090011""","Eligible For Free Lunch",25,"*","*","*","*"
"Bethel School District","=""0090011""","Eligible For Reduced Lunch",15,"*","*",0,"*"
"Bethel School District","=""0090011""","Not Eligible For Lunch",194,"*","*","*","*"
"Bloomfield School District","=""0110011""","Eligible For Free Lunch",68,"*","*","*","*"
"Bloomfield School District","=""0110011""","Eligible For Reduced Lunch",26,"*","*",0,0.0
"Bloomfield School District","=""0110011""","Not Eligible For Lunch",71,0,0.0,"*","*"
"Bolton School District","=""0120011""","Eligible For Free Lunch","*","*","*","*","*"
"Bolton School District","=""0120011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Bolton School District","=""0120011""","Not Eligible For Lunch",71,0,0.0,"*","*"
"Branford School District","=""0140011""","Eligible For Free Lunch",38,"*","*","*","*"
"Branford School District","=""0140011""","Eligible For Reduced Lunch",21,"*","*","*","*"
"Branford School District","=""0140011""","Not Eligible For Lunch",212,"*","*","*","*"
"Bridgeport School District","=""0150011""","Eligible For Free Lunch",1144,127,11.1,255,22.3
"Bridgeport School District","=""0150011""","Eligible For Reduced Lunch",72,"*","*","*","*"
"Bridgeport School District","=""0150011""","Not Eligible For Lunch",13,"*","*","*","*"
"Bristol School District","=""0170011""","Eligible For Free Lunch",166,27,16.3,46,27.7
"Bristol School District","=""0170011""","Eligible For Reduced Lunch",79,"*","*","*","*"
"Bristol School District","=""0170011""","Not Eligible For Lunch",390,"*","*","*","*"
"Brookfield School District","=""0180011""","Eligible For Free Lunch",19,"*","*","*","*"
"Brookfield School District","=""0180011""","Eligible For Reduced Lunch",9,0,"*","*","*"
"Brookfield School District","=""0180011""","Not Eligible For Lunch",214,"*","*","*","*"
"Canton School District","=""0230011""","Eligible For Free Lunch",8,"*","*",0,"*"
"Canton School District","=""0230011""","Eligible For Reduced Lunch",8,0,"*",0,"*"
"Canton School District","=""0230011""","Not Eligible For Lunch",108,"*","*",0,0.0
"Capitol Region Education Council","=""2410014""","Eligible For Free Lunch",94,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Eligible For Reduced Lunch",33,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Not Eligible For Lunch",119,6,5.0,11,9.2
"Cheshire School District","=""0250011""","Eligible For Free Lunch",22,"*","*",0,0.0
"Cheshire School District","=""0250011""","Eligible For Reduced Lunch",13,"*","*","*","*"
"Cheshire School District","=""0250011""","Not Eligible For Lunch",349,"*","*","*","*"
"Clinton School District","=""0270011""","Eligible For Free Lunch",21,"*","*","*","*"
"Clinton School District","=""0270011""","Eligible For Reduced Lunch",8,"*","*",0,"*"
"Clinton School District","=""0270011""","Not Eligible For Lunch",116,6,5.2,"*","*"
"Colchester School District","=""0280011""","Eligible For Free Lunch",19,"*","*",0,"*"
"Colchester School District","=""0280011""","Eligible For Reduced Lunch",14,"*","*","*","*"
"Colchester School District","=""0280011""","Not Eligible For Lunch",220,"*","*","*","*"
"Common Ground High School District","=""2680013""","Eligible For Free Lunch",20,"*","*","*","*"
"Common Ground High School District","=""2680013""","Eligible For Reduced Lunch",8,0,"*",0,"*"
"Common Ground High School District","=""2680013""","Not Eligible For Lunch",10,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Eligible For Free Lunch",890,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eligible For Reduced Lunch",371,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Not Eligible For Lunch",1222,"*","*","*","*"
"Coventry School District","=""0320011""","Eligible For Free Lunch",21,"*","*","*","*"
"Coventry School District","=""0320011""","Eligible For Reduced Lunch",7,"*","*",0,"*"
"Coventry School District","=""0320011""","Not Eligible For Lunch",110,"*","*","*","*"
"Cromwell School District","=""0330011""","Eligible For Free Lunch",22,"*","*","*","*"
"Cromwell School District","=""0330011""","Eligible For Reduced Lunch",7,"*","*","*","*"
"Cromwell School District","=""0330011""","Not Eligible For Lunch",116,"*","*","*","*"
"Danbury School District","=""0340011""","Eligible For Free Lunch",251,52,20.7,50,19.9
"Danbury School District","=""0340011""","Eligible For Reduced Lunch",91,11,12.1,7,7.7
"Danbury School District","=""0340011""","Not Eligible For Lunch",437,38,8.7,33,7.6
"Darien School District","=""0350011""","Eligible For Free Lunch","*","*","*","*","*"
"Darien School District","=""0350011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Darien School District","=""0350011""","Not Eligible For Lunch",310,"*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Eligible For Free Lunch","*","*","*","*","*"
"Derby School District","=""0370011""","Eligible For Free Lunch",43,10,23.3,"*","*"
"Derby School District","=""0370011""","Eligible For Reduced Lunch",10,"*","*",0,"*"
"Derby School District","=""0370011""","Not Eligible For Lunch",38,"*","*","*","*"
"East Granby School District","=""0400011""","Eligible For Free Lunch","*","*","*","*","*"
"East Granby School District","=""0400011""","Not Eligible For Lunch","*","*","*","*","*"
"East Haddam School District","=""0410011""","Eligible For Free Lunch","*","*","*","*","*"
"East Haddam School District","=""0410011""","Eligible For Reduced Lunch","*","*","*","*","*"
"East Haddam School District","=""0410011""","Not Eligible For Lunch",90,"*","*",0,0.0
"East Hampton School District","=""0420011""","Eligible For Free Lunch",11,"*","*","*","*"
