"Four-Year Graduation Rates, 2011-12"
"All Districts, English Learner Status"

"",,,,"Graduates",
"District","District Code","English Learner Status","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Non-ELL",21,15,71.4
"Ansonia School District","=""0020011""","Non-ELL",195,150,76.9
"Ansonia School District","=""0020011""","ELL",10,6,"*"
"Avon School District","=""0040011""","Non-ELL","*","*","*"
"Avon School District","=""0040011""","ELL","*","*","*"
"Berlin School District","=""0070011""","Non-ELL","*","*","*"
"Berlin School District","=""0070011""","ELL","*","*","*"
"Bethel School District","=""0090011""","Non-ELL","*","*","*"
"Bethel School District","=""0090011""","ELL","*","*","*"
"Bloomfield School District","=""0110011""","Non-ELL",196,153,78.1
"Bolton School District","=""0120011""","Non-ELL",73,66,90.4
"Branford School District","=""0140011""","Non-ELL","*","*","*"
"Branford School District","=""0140011""","ELL","*","*","*"
"Bridgeport School District","=""0150011""","Non-ELL",1065,728,68.4
"Bridgeport School District","=""0150011""","ELL",208,116,55.8
"Bristol School District","=""0170011""","Non-ELL",610,521,85.4
"Bristol School District","=""0170011""","ELL",21,16,76.2
"Brookfield School District","=""0180011""","Non-ELL","*","*","*"
"Brookfield School District","=""0180011""","ELL","*","*","*"
"Canton School District","=""0230011""","Non-ELL",119,116,97.5
"Capitol Region Education Council","=""2410014""","Non-ELL",326,"*","*"
"Capitol Region Education Council","=""2410014""","ELL",9,"*","*"
"Cheshire School District","=""0250011""","Non-ELL","*","*","*"
"Cheshire School District","=""0250011""","ELL","*","*","*"
"Clinton School District","=""0270011""","Non-ELL","*","*","*"
"Clinton School District","=""0270011""","ELL","*","*","*"
"Colchester School District","=""0280011""","Non-ELL","*","*","*"
"Colchester School District","=""0280011""","ELL","*","*","*"
"Common Ground High School District","=""2680013""","Non-ELL","*","*","*"
"Common Ground High School District","=""2680013""","ELL","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-ELL",2428,2335,96.2
"Connecticut Technical High School System","=""9000016""","ELL",103,93,90.3
"Coventry School District","=""0320011""","Non-ELL",153,132,86.3
"Cromwell School District","=""0330011""","Non-ELL","*","*","*"
"Cromwell School District","=""0330011""","ELL","*","*","*"
"Danbury School District","=""0340011""","Non-ELL",644,518,80.4
"Danbury School District","=""0340011""","ELL",113,63,55.8
"Darien School District","=""0350011""","Non-ELL","*","*","*"
"Darien School District","=""0350011""","ELL","*","*","*"
"Derby School District","=""0370011""","Non-ELL",97,73,75.3
"Derby School District","=""0370011""","ELL",9,7,"*"
"East Granby School District","=""0400011""","Non-ELL",61,58,95.1
"East Haddam School District","=""0410011""","Non-ELL","*","*","*"
"East Haddam School District","=""0410011""","ELL","*","*","*"
"East Hampton School District","=""0420011""","Non-ELL","*","*","*"
"East Hampton School District","=""0420011""","ELL","*","*","*"
"East Hartford School District","=""0430011""","Non-ELL",556,431,77.5
"East Hartford School District","=""0430011""","ELL",35,22,62.9
"East Haven School District","=""0440011""","Non-ELL",220,160,72.7
"East Haven School District","=""0440011""","ELL",10,6,"*"
"East Lyme School District","=""0450011""","Non-ELL",303,286,94.4
"East Windsor School District","=""0470011""","Non-ELL",89,77,86.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELL","*","*","*"
"Ellington School District","=""0480011""","Non-ELL","*","*","*"
"Ellington School District","=""0480011""","ELL","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-ELL",19,15,"*"
"Enfield School District","=""0490011""","Non-ELL","*","*","*"
"Enfield School District","=""0490011""","ELL","*","*","*"
"Explorations District","=""2720013""","Non-ELL",28,16,57.1
"Fairfield School District","=""0510011""","Non-ELL",677,"*","*"
"Fairfield School District","=""0510011""","ELL",13,"*","*"
"Farmington School District","=""0520011""","Non-ELL","*","*","*"
"Farmington School District","=""0520011""","ELL","*","*","*"
"Glastonbury School District","=""0540011""","Non-ELL","*","*","*"
"Glastonbury School District","=""0540011""","ELL","*","*","*"
"Granby School District","=""0560011""","Non-ELL",189,184,97.4
"Greenwich School District","=""0570011""","Non-ELL",616,573,93.0
"Greenwich School District","=""0570011""","ELL",30,23,76.7
"Griswold School District","=""0580011""","Non-ELL","*","*","*"
"Griswold School District","=""0580011""","ELL","*","*","*"
"Groton School District","=""0590011""","Non-ELL",334,"*","*"
"Groton School District","=""0590011""","ELL",11,"*","*"
"Guilford School District","=""0600011""","Non-ELL",287,280,97.6
"Hamden School District","=""0620011""","Non-ELL",510,430,84.3
"Hamden School District","=""0620011""","ELL",13,11,"*"
"Hartford School District","=""0640011""","Non-ELL",1195,809,67.7
"Hartford School District","=""0640011""","ELL",201,93,46.3
"Killingly School District","=""0690011""","Non-ELL","*","*","*"
"Killingly School District","=""0690011""","ELL","*","*","*"
"Lebanon School District","=""0710011""","Non-ELL",132,116,87.9
"Ledyard School District","=""0720011""","Non-ELL","*","*","*"
"Ledyard School District","=""0720011""","ELL","*","*","*"
"Lisbon School District","=""0730011""","Non-ELL","*","*","*"
"Litchfield School District","=""0740011""","Non-ELL",103,100,97.1
"Madison School District","=""0760011""","Non-ELL","*","*","*"
"Madison School District","=""0760011""","ELL","*","*","*"
"Manchester School District","=""0770011""","Non-ELL",502,"*","*"
