"Four-Year Graduation Rates, 2010-11"
"All Districts, Special Education Status"

"",,,,"Non-Graduates",,,
"District","District Code","Special Education Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Non-Special Education",29,"*","*","*","*"
"Ansonia School District","=""0020011""","Non-Special Education",166,"*","*","*","*"
"Ansonia School District","=""0020011""","Special Education",22,"*","*","*","*"
"Avon School District","=""0040011""","Non-Special Education",229,"*","*","*","*"
"Avon School District","=""0040011""","Special Education",25,"*","*",0,0.0
"Berlin School District","=""0070011""","Non-Special Education",232,"*","*","*","*"
"Berlin School District","=""0070011""","Special Education",29,0,0.0,"*","*"
"Bethel School District","=""0090011""","Non-Special Education",222,"*","*","*","*"
"Bethel School District","=""0090011""","Special Education",28,"*","*",0,0.0
"Bloomfield School District","=""0110011""","Non-Special Education",159,"*","*","*","*"
"Bloomfield School District","=""0110011""","Special Education",28,"*","*","*","*"
"Bolton School District","=""0120011""","Non-Special Education","*","*","*","*","*"
"Bolton School District","=""0120011""","Special Education","*","*","*","*","*"
"Branford School District","=""0140011""","Non-Special Education",248,"*","*","*","*"
"Branford School District","=""0140011""","Special Education",36,"*","*","*","*"
"Bridgeport School District","=""0150011""","Non-Special Education",1253,138,11.0,313,25.0
"Bridgeport School District","=""0150011""","Special Education",184,51,27.7,66,35.9
"Bristol School District","=""0170011""","Non-Special Education",631,48,7.6,86,13.6
"Bristol School District","=""0170011""","Special Education",78,20,25.6,11,14.1
"Brookfield School District","=""0180011""","Non-Special Education",253,"*","*","*","*"
"Brookfield School District","=""0180011""","Special Education",12,"*","*",0,"*"
"Canton School District","=""0230011""","Non-Special Education",103,"*","*","*","*"
"Canton School District","=""0230011""","Special Education",17,"*","*",0,"*"
"Capitol Region Education Council","=""2410014""","Non-Special Education",277,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Special Education",22,"*","*","*","*"
"Cheshire School District","=""0250011""","Non-Special Education",334,"*","*","*","*"
"Cheshire School District","=""0250011""","Special Education",41,"*","*","*","*"
"Clinton School District","=""0270011""","Non-Special Education",126,"*","*","*","*"
"Clinton School District","=""0270011""","Special Education",19,"*","*",0,"*"
"Colchester School District","=""0280011""","Non-Special Education",224,"*","*","*","*"
"Colchester School District","=""0280011""","Special Education",26,"*","*","*","*"
"Common Ground High School District","=""2680013""","Non-Special Education",30,0,0.0,"*","*"
"Common Ground High School District","=""2680013""","Special Education",8,"*","*",0,"*"
"Connecticut Technical High School System","=""9000016""","Non-Special Education",2159,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Special Education",184,"*","*","*","*"
"Coventry School District","=""0320011""","Non-Special Education",133,"*","*","*","*"
"Coventry School District","=""0320011""","Special Education",20,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-Special Education",147,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Special Education",23,"*","*","*","*"
"Danbury School District","=""0340011""","Non-Special Education",682,55,8.1,86,12.6
"Danbury School District","=""0340011""","Special Education",76,20,26.3,12,15.8
"Darien School District","=""0350011""","Non-Special Education",291,"*","*","*","*"
"Darien School District","=""0350011""","Special Education",36,"*","*",0,0.0
"Derby School District","=""0370011""","Non-Special Education",116,"*","*","*","*"
"Derby School District","=""0370011""","Special Education",9,"*","*","*","*"
"East Granby School District","=""0400011""","Non-Special Education",69,"*","*","*","*"
"East Granby School District","=""0400011""","Special Education",7,0,"*","*","*"
"East Haddam School District","=""0410011""","Non-Special Education","*","*","*","*","*"
"East Haddam School District","=""0410011""","Special Education","*","*","*","*","*"
"East Hampton School District","=""0420011""","Non-Special Education",125,"*","*","*","*"
"East Hampton School District","=""0420011""","Special Education",14,"*","*","*","*"
"East Hartford School District","=""0430011""","Non-Special Education",518,34,6.6,57,11.0
"East Hartford School District","=""0430011""","Special Education",80,18,22.5,13,16.3
"East Haven School District","=""0440011""","Non-Special Education",271,10,3.7,23,8.5
"East Haven School District","=""0440011""","Special Education",29,6,20.7,6,20.7
"East Lyme School District","=""0450011""","Non-Special Education",289,"*","*","*","*"
"East Lyme School District","=""0450011""","Special Education",36,"*","*",0,0.0
"East Windsor School District","=""0470011""","Non-Special Education",81,"*","*",9,11.1
"East Windsor School District","=""0470011""","Special Education",12,"*","*",0,"*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-Special Education","*","*","*","*","*"
