"Four-Year Graduation Rates, 2011-12"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,,"Non-Graduates",,,
"District","District Code","Free/Reduced Price Meal Eligibility","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Eligible For Free Lunch",14,"*","*","*","*"
"Amistad Academy District","=""2790013""","Eligible For Reduced Lunch","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Not Eligible For Lunch","*","*","*","*","*"
"Ansonia School District","=""0020011""","Eligible For Free Lunch",87,6,6.9,25,28.7
"Ansonia School District","=""0020011""","Eligible For Reduced Lunch",45,"*","*","*","*"
"Ansonia School District","=""0020011""","Not Eligible For Lunch",73,"*","*","*","*"
"Avon School District","=""0040011""","Eligible For Free Lunch","*","*","*","*","*"
"Avon School District","=""0040011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Avon School District","=""0040011""","Not Eligible For Lunch",274,"*","*","*","*"
"Berlin School District","=""0070011""","Eligible For Free Lunch",21,"*","*","*","*"
"Berlin School District","=""0070011""","Eligible For Reduced Lunch",9,0,"*","*","*"
"Berlin School District","=""0070011""","Not Eligible For Lunch",233,"*","*","*","*"
"Bethel School District","=""0090011""","Eligible For Free Lunch",22,"*","*",0,0.0
"Bethel School District","=""0090011""","Eligible For Reduced Lunch",16,"*","*",0,"*"
"Bethel School District","=""0090011""","Not Eligible For Lunch",201,"*","*","*","*"
"Bloomfield School District","=""0110011""","Eligible For Free Lunch",85,20,23.5,9,10.6
"Bloomfield School District","=""0110011""","Eligible For Reduced Lunch",31,"*","*","*","*"
"Bloomfield School District","=""0110011""","Not Eligible For Lunch",80,"*","*","*","*"
"Bolton School District","=""0120011""","Eligible For Free Lunch","*","*","*","*","*"
"Bolton School District","=""0120011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Bolton School District","=""0120011""","Not Eligible For Lunch",65,"*","*","*","*"
"Branford School District","=""0140011""","Eligible For Free Lunch",39,"*","*","*","*"
"Branford School District","=""0140011""","Eligible For Reduced Lunch",22,0,0.0,"*","*"
"Branford School District","=""0140011""","Not Eligible For Lunch",197,"*","*","*","*"
"Bridgeport School District","=""0150011""","Eligible For Free Lunch",1194,109,9.1,296,24.8
"Bridgeport School District","=""0150011""","Eligible For Reduced Lunch",69,"*","*","*","*"
"Bridgeport School District","=""0150011""","Not Eligible For Lunch",10,"*","*","*","*"
"Bristol School District","=""0170011""","Eligible For Free Lunch",173,23,13.3,32,18.5
"Bristol School District","=""0170011""","Eligible For Reduced Lunch",69,"*","*","*","*"
"Bristol School District","=""0170011""","Not Eligible For Lunch",389,"*","*","*","*"
"Brookfield School District","=""0180011""","Eligible For Free Lunch","*","*","*","*","*"
"Brookfield School District","=""0180011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Brookfield School District","=""0180011""","Not Eligible For Lunch",238,"*","*",0,0.0
"Canton School District","=""0230011""","Eligible For Free Lunch",7,"*","*",0,"*"
"Canton School District","=""0230011""","Not Eligible For Lunch",112,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Eligible For Free Lunch",127,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Eligible For Reduced Lunch",55,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Not Eligible For Lunch",153,"*","*",18,11.8
"Cheshire School District","=""0250011""","Eligible For Free Lunch",22,"*","*","*","*"
"Cheshire School District","=""0250011""","Eligible For Reduced Lunch",24,"*","*",0,0.0
"Cheshire School District","=""0250011""","Not Eligible For Lunch",365,"*","*","*","*"
"Clinton School District","=""0270011""","Eligible For Free Lunch","*","*","*","*","*"
"Clinton School District","=""0270011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Clinton School District","=""0270011""","Not Eligible For Lunch",108,"*","*","*","*"
"Colchester School District","=""0280011""","Eligible For Free Lunch",23,"*","*","*","*"
"Colchester School District","=""0280011""","Eligible For Reduced Lunch",15,0,"*",0,"*"
