"Four-Year Graduation Rates, 2014-15"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,,"Non-Graduates",,,
"District","District Code","Free/Reduced Price Meal Eligibility","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Eligible For Free Lunch",22,"*","*","*","*"
"Amistad Academy District","=""2790013""","Eligible For Reduced Lunch","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Not Eligible For Lunch","*","*","*","*","*"
"Ansonia School District","=""0020011""","Eligible For Free Lunch",98,12,12.2,9,9.2
"Ansonia School District","=""0020011""","Eligible For Reduced Lunch",32,"*","*","*","*"
"Ansonia School District","=""0020011""","Not Eligible For Lunch",42,"*","*","*","*"
"Avon School District","=""0040011""","Eligible For Free Lunch",10,"*","*",0,"*"
"Avon School District","=""0040011""","Eligible For Reduced Lunch",9,"*","*",0,"*"
"Avon School District","=""0040011""","Not Eligible For Lunch",229,"*","*","*","*"
"Berlin School District","=""0070011""","Eligible For Free Lunch",27,"*","*","*","*"
"Berlin School District","=""0070011""","Eligible For Reduced Lunch",6,0,"*",0,"*"
"Berlin School District","=""0070011""","Not Eligible For Lunch",177,"*","*","*","*"
"Bethel School District","=""0090011""","Eligible For Free Lunch",36,"*","*","*","*"
"Bethel School District","=""0090011""","Eligible For Reduced Lunch",20,0,0.0,0,0.0
"Bethel School District","=""0090011""","Not Eligible For Lunch",162,"*","*","*","*"
"Bloomfield School District","=""0110011""","Eligible For Free Lunch",82,8,9.8,"*","*"
"Bloomfield School District","=""0110011""","Eligible For Reduced Lunch",32,"*","*","*","*"
"Bloomfield School District","=""0110011""","Not Eligible For Lunch",62,"*","*",0,0.0
"Bolton School District","=""0120011""","Eligible For Free Lunch","*","*","*","*","*"
"Bolton School District","=""0120011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Bolton School District","=""0120011""","Not Eligible For Lunch",62,"*","*",0,0.0
"Branford School District","=""0140011""","Eligible For Free Lunch",42,"*","*","*","*"
"Branford School District","=""0140011""","Eligible For Reduced Lunch",20,"*","*","*","*"
"Branford School District","=""0140011""","Not Eligible For Lunch",191,"*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Eligible For Free Lunch",24,"*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Eligible For Reduced Lunch","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Not Eligible For Lunch","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Eligible For Free Lunch",1137,129,11.3,285,25.1
"Bridgeport School District","=""0150011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Not Eligible For Lunch","*","*","*","*","*"
"Bristol School District","=""0170011""","Eligible For Free Lunch",243,24,9.9,55,22.6
"Bristol School District","=""0170011""","Eligible For Reduced Lunch",85,6,7.1,10,11.8
"Bristol School District","=""0170011""","Not Eligible For Lunch",319,10,3.1,16,5.0
"Brookfield School District","=""0180011""","Eligible For Free Lunch",15,0,"*",0,"*"
"Brookfield School District","=""0180011""","Eligible For Reduced Lunch",9,0,"*","*","*"
"Brookfield School District","=""0180011""","Not Eligible For Lunch",211,"*","*","*","*"
"Canton School District","=""0230011""","Eligible For Free Lunch","*","*","*","*","*"
"Canton School District","=""0230011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Canton School District","=""0230011""","Not Eligible For Lunch",119,"*","*",0,0.0
"Capitol Region Education Council","=""2410014""","Eligible For Free Lunch",133,"*","*",10,7.5
"Capitol Region Education Council","=""2410014""","Eligible For Reduced Lunch",47,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Not Eligible For Lunch",143,"*","*","*","*"
"Cheshire School District","=""0250011""","Eligible For Free Lunch","*","*","*","*","*"
"Cheshire School District","=""0250011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Cheshire School District","=""0250011""","Not Eligible For Lunch",353,8,2.3,0,0.0
"Clinton School District","=""0270011""","Eligible For Free Lunch",33,"*","*","*","*"
"Clinton School District","=""0270011""","Eligible For Reduced Lunch",10,"*","*","*","*"
"Clinton School District","=""0270011""","Not Eligible For Lunch",119,"*","*","*","*"
"Colchester School District","=""0280011""","Eligible For Free Lunch",32,"*","*","*","*"
