"Four-Year Graduation Rates, 2013-14"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,,"Graduates",
"District","District Code","Free/Reduced Price Meal Eligibility","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Eligible For Free Lunch",18,15,"*"
"Amistad Academy District","=""2790013""","Eligible For Reduced Lunch","*","*","*"
"Amistad Academy District","=""2790013""","Not Eligible For Lunch","*","*","*"
"Ansonia School District","=""0020011""","Eligible For Free Lunch",89,59,66.3
"Ansonia School District","=""0020011""","Eligible For Reduced Lunch",22,20,90.9
"Ansonia School District","=""0020011""","Not Eligible For Lunch",46,41,89.1
"Avon School District","=""0040011""","Eligible For Free Lunch","*","*","*"
"Avon School District","=""0040011""","Eligible For Reduced Lunch","*","*","*"
"Avon School District","=""0040011""","Not Eligible For Lunch",251,244,97.2
"Berlin School District","=""0070011""","Eligible For Free Lunch",29,"*","*"
"Berlin School District","=""0070011""","Eligible For Reduced Lunch",9,"*","*"
"Berlin School District","=""0070011""","Not Eligible For Lunch",197,189,95.9
"Bethel School District","=""0090011""","Eligible For Free Lunch",36,26,72.2
"Bethel School District","=""0090011""","Eligible For Reduced Lunch",17,17,"*"
"Bethel School District","=""0090011""","Not Eligible For Lunch",191,183,95.8
"Bloomfield School District","=""0110011""","Eligible For Free Lunch",92,82,89.1
"Bloomfield School District","=""0110011""","Eligible For Reduced Lunch",19,"*","*"
"Bloomfield School District","=""0110011""","Not Eligible For Lunch",58,"*","*"
"Bolton School District","=""0120011""","Eligible For Free Lunch","*","*","*"
"Bolton School District","=""0120011""","Eligible For Reduced Lunch","*","*","*"
"Bolton School District","=""0120011""","Not Eligible For Lunch",90,87,96.7
"Branford School District","=""0140011""","Eligible For Free Lunch",55,46,83.6
"Branford School District","=""0140011""","Eligible For Reduced Lunch",14,10,"*"
"Branford School District","=""0140011""","Not Eligible For Lunch",230,216,93.9
"Bridgeport School District","=""0150011""","Eligible For Free Lunch",1205,860,71.4
"Bridgeport School District","=""0150011""","Eligible For Reduced Lunch",36,"*","*"
"Bridgeport School District","=""0150011""","Not Eligible For Lunch",6,"*","*"
"Bristol School District","=""0170011""","Eligible For Free Lunch",214,148,69.2
"Bristol School District","=""0170011""","Eligible For Reduced Lunch",66,53,80.3
"Bristol School District","=""0170011""","Not Eligible For Lunch",419,371,88.5
"Brookfield School District","=""0180011""","Eligible For Free Lunch",15,12,"*"
"Brookfield School District","=""0180011""","Eligible For Reduced Lunch",9,"*","*"
"Brookfield School District","=""0180011""","Not Eligible For Lunch",208,"*","*"
"Canton School District","=""0230011""","Eligible For Free Lunch",8,8,"*"
"Canton School District","=""0230011""","Not Eligible For Lunch",128,120,93.8
"Capitol Region Education Council","=""2410014""","Eligible For Free Lunch",133,113,85.0
"Capitol Region Education Council","=""2410014""","Eligible For Reduced Lunch",57,53,93.0
"Capitol Region Education Council","=""2410014""","Not Eligible For Lunch",127,115,90.6
"Cheshire School District","=""0250011""","Eligible For Free Lunch",30,23,76.7
"Cheshire School District","=""0250011""","Eligible For Reduced Lunch",13,13,"*"
"Cheshire School District","=""0250011""","Not Eligible For Lunch",346,335,96.8
"Clinton School District","=""0270011""","Eligible For Free Lunch",15,"*","*"
"Clinton School District","=""0270011""","Eligible For Reduced Lunch",6,"*","*"
"Clinton School District","=""0270011""","Not Eligible For Lunch",112,105,93.8
"Colchester School District","=""0280011""","Eligible For Free Lunch",27,"*","*"
"Colchester School District","=""0280011""","Eligible For Reduced Lunch",7,"*","*"
"Colchester School District","=""0280011""","Not Eligible For Lunch",214,204,95.3
"Common Ground High School District","=""2680013""","Eligible For Free Lunch",18,"*","*"
"Common Ground High School District","=""2680013""","Eligible For Reduced Lunch","*","*","*"
"Common Ground High School District","=""2680013""","Not Eligible For Lunch","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eligible For Free Lunch",1068,1014,94.9
"Connecticut Technical High School System","=""9000016""","Eligible For Reduced Lunch",314,304,96.8
"Connecticut Technical High School System","=""9000016""","Not Eligible For Lunch",1041,1011,97.1
"Coventry School District","=""0320011""","Eligible For Free Lunch","*","*","*"
"Coventry School District","=""0320011""","Eligible For Reduced Lunch","*","*","*"
"Coventry School District","=""0320011""","Not Eligible For Lunch",114,"*","*"
"Cromwell School District","=""0330011""","Eligible For Free Lunch",16,"*","*"
"Cromwell School District","=""0330011""","Eligible For Reduced Lunch",12,"*","*"
"Cromwell School District","=""0330011""","Not Eligible For Lunch",106,99,93.4
"Danbury School District","=""0340011""","Eligible For Free Lunch",276,185,67.0
"Danbury School District","=""0340011""","Eligible For Reduced Lunch",114,89,78.1
"Danbury School District","=""0340011""","Not Eligible For Lunch",371,320,86.3
