"Four-Year Graduation Rates, 2011-12"
"All Districts, High Needs Status"

"",,,,"Non-Graduates",,,
"District","District Code","High Needs Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","High Needs","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Non-High Needs","*","*","*","*","*"
"Ansonia School District","=""0020011""","High Needs",142,"*","*","*","*"
"Ansonia School District","=""0020011""","Non-High Needs",63,"*","*","*","*"
"Avon School District","=""0040011""","High Needs",46,"*","*","*","*"
"Avon School District","=""0040011""","Non-High Needs",239,"*","*","*","*"
"Berlin School District","=""0070011""","High Needs",65,"*","*","*","*"
"Berlin School District","=""0070011""","Non-High Needs",198,"*","*","*","*"
"Bethel School District","=""0090011""","High Needs",59,"*","*","*","*"
"Bethel School District","=""0090011""","Non-High Needs",180,"*","*","*","*"
"Bloomfield School District","=""0110011""","High Needs",122,"*","*","*","*"
"Bloomfield School District","=""0110011""","Non-High Needs",74,"*","*","*","*"
"Bolton School District","=""0120011""","High Needs",15,"*","*","*","*"
"Bolton School District","=""0120011""","Non-High Needs",58,0,0.0,0,0.0
"Branford School District","=""0140011""","High Needs",87,"*","*","*","*"
"Branford School District","=""0140011""","Non-High Needs",171,0,0.0,"*","*"
"Bridgeport School District","=""0150011""","High Needs","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Non-High Needs","*","*","*","*","*"
"Bristol School District","=""0170011""","High Needs",291,32,11.0,42,14.4
"Bristol School District","=""0170011""","Non-High Needs",340,9,2.6,11,3.2
"Brookfield School District","=""0180011""","High Needs",32,"*","*","*","*"
"Brookfield School District","=""0180011""","Non-High Needs",222,"*","*",0,0.0
"Canton School District","=""0230011""","High Needs",17,"*","*",0,"*"
"Canton School District","=""0230011""","Non-High Needs",102,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","High Needs",220,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Non-High Needs",115,"*","*","*","*"
"Cheshire School District","=""0250011""","High Needs",87,"*","*","*","*"
"Cheshire School District","=""0250011""","Non-High Needs",324,"*","*","*","*"
"Clinton School District","=""0270011""","High Needs",33,0,0.0,"*","*"
"Clinton School District","=""0270011""","Non-High Needs",90,"*","*","*","*"
"Colchester School District","=""0280011""","High Needs",65,"*","*","*","*"
"Colchester School District","=""0280011""","Non-High Needs",181,"*","*","*","*"
"Common Ground High School District","=""2680013""","High Needs",25,"*","*","*","*"
"Common Ground High School District","=""2680013""","Non-High Needs",6,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","High Needs",1546,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-High Needs",985,"*","*","*","*"
"Coventry School District","=""0320011""","High Needs",49,"*","*","*","*"
"Coventry School District","=""0320011""","Non-High Needs",104,"*","*","*","*"
"Cromwell School District","=""0330011""","High Needs",49,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-High Needs",103,"*","*","*","*"
"Danbury School District","=""0340011""","High Needs",407,78,19.2,64,15.7
"Danbury School District","=""0340011""","Non-High Needs",350,14,4.0,20,5.7
"Darien School District","=""0350011""","High Needs",52,"*","*",0,0.0
"Darien School District","=""0350011""","Non-High Needs",259,"*","*","*","*"
"Derby School District","=""0370011""","High Needs",66,"*","*","*","*"
"Derby School District","=""0370011""","Non-High Needs",40,"*","*","*","*"
"East Granby School District","=""0400011""","High Needs",11,"*","*",0,"*"
"East Granby School District","=""0400011""","Non-High Needs",50,0,0.0,"*","*"
"East Haddam School District","=""0410011""","High Needs",26,"*","*","*","*"
"East Haddam School District","=""0410011""","Non-High Needs",76,"*","*","*","*"
"East Hampton School District","=""0420011""","High Needs",31,"*","*","*","*"
"East Hampton School District","=""0420011""","Non-High Needs",134,"*","*","*","*"
"East Hartford School District","=""0430011""","High Needs",445,"*","*","*","*"
"East Hartford School District","=""0430011""","Non-High Needs",146,"*","*","*","*"
"East Haven School District","=""0440011""","High Needs",136,"*","*","*","*"
"East Haven School District","=""0440011""","Non-High Needs",94,"*","*","*","*"
"East Lyme School District","=""0450011""","High Needs",83,"*","*","*","*"
"East Lyme School District","=""0450011""","Non-High Needs",220,0,0.0,"*","*"
"East Windsor School District","=""0470011""","High Needs",37,"*","*","*","*"
"East Windsor School District","=""0470011""","Non-High Needs",52,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","High Needs",45,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-High Needs",41,"*","*","*","*"
"Ellington School District","=""0480011""","High Needs",37,"*","*","*","*"
"Ellington School District","=""0480011""","Non-High Needs",166,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","High Needs","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-High Needs","*","*","*","*","*"
"Enfield School District","=""0490011""","High Needs",192,22,11.5,37,19.3
"Enfield School District","=""0490011""","Non-High Needs",320,8,2.5,9,2.8
"Explorations District","=""2720013""","High Needs",20,0,0.0,"*","*"
"Explorations District","=""2720013""","Non-High Needs",8,0,"*","*","*"
"Fairfield School District","=""0510011""","High Needs",162,15,9.3,12,7.4
"Fairfield School District","=""0510011""","Non-High Needs",528,7,1.3,6,1.1
"Farmington School District","=""0520011""","High Needs",60,"*","*","*","*"
"Farmington School District","=""0520011""","Non-High Needs",244,"*","*","*","*"
"Glastonbury School District","=""0540011""","High Needs",99,"*","*","*","*"
"Glastonbury School District","=""0540011""","Non-High Needs",413,"*","*","*","*"
"Granby School District","=""0560011""","High Needs",30,"*","*",0,0.0
"Granby School District","=""0560011""","Non-High Needs",159,0,0.0,"*","*"
"Greenwich School District","=""0570011""","High Needs",194,22,11.3,9,4.6
"Greenwich School District","=""0570011""","Non-High Needs",452,6,1.3,13,2.9
"Griswold School District","=""0580011""","High Needs",82,"*","*","*","*"
"Griswold School District","=""0580011""","Non-High Needs",102,"*","*","*","*"
"Groton School District","=""0590011""","High Needs",162,13,8.0,33,20.4
"Groton School District","=""0590011""","Non-High Needs",183,0,0.0,17,9.3
"Guilford School District","=""0600011""","High Needs",60,"*","*","*","*"
"Guilford School District","=""0600011""","Non-High Needs",227,"*","*",0,0.0
