"Four-Year Graduation Rates, 2013-14"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,,"Non-Graduates",,,
"District","District Code","Free/Reduced Price Meal Eligibility","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Eligible For Free Lunch",18,"*","*","*","*"
"Amistad Academy District","=""2790013""","Eligible For Reduced Lunch","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Not Eligible For Lunch","*","*","*","*","*"
"Ansonia School District","=""0020011""","Eligible For Free Lunch",89,8,9.0,22,24.7
"Ansonia School District","=""0020011""","Eligible For Reduced Lunch",22,"*","*","*","*"
"Ansonia School District","=""0020011""","Not Eligible For Lunch",46,"*","*","*","*"
"Avon School District","=""0040011""","Eligible For Free Lunch","*","*","*","*","*"
"Avon School District","=""0040011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Avon School District","=""0040011""","Not Eligible For Lunch",251,"*","*","*","*"
"Berlin School District","=""0070011""","Eligible For Free Lunch",29,"*","*",0,0.0
"Berlin School District","=""0070011""","Eligible For Reduced Lunch",9,0,"*",0,"*"
"Berlin School District","=""0070011""","Not Eligible For Lunch",197,"*","*","*","*"
"Bethel School District","=""0090011""","Eligible For Free Lunch",36,"*","*","*","*"
"Bethel School District","=""0090011""","Eligible For Reduced Lunch",17,0,"*",0,"*"
"Bethel School District","=""0090011""","Not Eligible For Lunch",191,"*","*","*","*"
"Bloomfield School District","=""0110011""","Eligible For Free Lunch",92,"*","*","*","*"
"Bloomfield School District","=""0110011""","Eligible For Reduced Lunch",19,"*","*",0,"*"
"Bloomfield School District","=""0110011""","Not Eligible For Lunch",58,"*","*","*","*"
"Bolton School District","=""0120011""","Eligible For Free Lunch","*","*","*","*","*"
"Bolton School District","=""0120011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Bolton School District","=""0120011""","Not Eligible For Lunch",90,"*","*","*","*"
"Branford School District","=""0140011""","Eligible For Free Lunch",55,"*","*","*","*"
"Branford School District","=""0140011""","Eligible For Reduced Lunch",14,"*","*","*","*"
"Branford School District","=""0140011""","Not Eligible For Lunch",230,"*","*","*","*"
"Bridgeport School District","=""0150011""","Eligible For Free Lunch",1205,110,9.1,235,19.5
"Bridgeport School District","=""0150011""","Eligible For Reduced Lunch",36,"*","*","*","*"
"Bridgeport School District","=""0150011""","Not Eligible For Lunch",6,"*","*","*","*"
"Bristol School District","=""0170011""","Eligible For Free Lunch",214,31,14.5,35,16.4
"Bristol School District","=""0170011""","Eligible For Reduced Lunch",66,"*","*","*","*"
"Bristol School District","=""0170011""","Not Eligible For Lunch",419,"*","*","*","*"
"Brookfield School District","=""0180011""","Eligible For Free Lunch",15,"*","*","*","*"
"Brookfield School District","=""0180011""","Eligible For Reduced Lunch",9,0,"*",0,"*"
"Brookfield School District","=""0180011""","Not Eligible For Lunch",208,"*","*",0,0.0
"Canton School District","=""0230011""","Eligible For Free Lunch",8,0,"*",0,"*"
"Canton School District","=""0230011""","Not Eligible For Lunch",128,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Eligible For Free Lunch",133,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Eligible For Reduced Lunch",57,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Not Eligible For Lunch",127,"*","*","*","*"
"Cheshire School District","=""0250011""","Eligible For Free Lunch",30,"*","*","*","*"
"Cheshire School District","=""0250011""","Eligible For Reduced Lunch",13,0,"*",0,"*"
"Cheshire School District","=""0250011""","Not Eligible For Lunch",346,"*","*","*","*"
"Clinton School District","=""0270011""","Eligible For Free Lunch",15,"*","*",0,"*"
"Clinton School District","=""0270011""","Eligible For Reduced Lunch",6,0,"*","*","*"
"Clinton School District","=""0270011""","Not Eligible For Lunch",112,"*","*","*","*"
"Colchester School District","=""0280011""","Eligible For Free Lunch",27,"*","*",0,0.0
"Colchester School District","=""0280011""","Eligible For Reduced Lunch",7,0,"*",0,"*"
"Colchester School District","=""0280011""","Not Eligible For Lunch",214,"*","*","*","*"
"Common Ground High School District","=""2680013""","Eligible For Free Lunch",18,0,"*","*","*"
"Common Ground High School District","=""2680013""","Eligible For Reduced Lunch","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Not Eligible For Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eligible For Free Lunch",1068,15,1.4,39,3.7
"Connecticut Technical High School System","=""9000016""","Eligible For Reduced Lunch",314,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Not Eligible For Lunch",1041,"*","*","*","*"
"Coventry School District","=""0320011""","Eligible For Free Lunch","*","*","*","*","*"
"Coventry School District","=""0320011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Coventry School District","=""0320011""","Not Eligible For Lunch",114,"*","*",0,0.0
"Cromwell School District","=""0330011""","Eligible For Free Lunch",16,"*","*","*","*"
"Cromwell School District","=""0330011""","Eligible For Reduced Lunch",12,0,"*","*","*"
"Cromwell School District","=""0330011""","Not Eligible For Lunch",106,"*","*","*","*"
"Danbury School District","=""0340011""","Eligible For Free Lunch",276,43,15.6,48,17.4
"Danbury School District","=""0340011""","Eligible For Reduced Lunch",114,13,11.4,12,10.5
"Danbury School District","=""0340011""","Not Eligible For Lunch",371,27,7.3,24,6.5
"Darien School District","=""0350011""","Eligible For Free Lunch","*","*","*","*","*"
"Darien School District","=""0350011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Darien School District","=""0350011""","Not Eligible For Lunch",330,"*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Eligible For Free Lunch","*","*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Not Eligible For Lunch","*","*","*","*","*"
"Derby School District","=""0370011""","Eligible For Free Lunch",45,"*","*","*","*"
"Derby School District","=""0370011""","Eligible For Reduced Lunch",15,"*","*",0,"*"
"Derby School District","=""0370011""","Not Eligible For Lunch",42,"*","*","*","*"
"East Granby School District","=""0400011""","Eligible For Free Lunch",6,"*","*","*","*"
"East Granby School District","=""0400011""","Not Eligible For Lunch",60,"*","*",0,0.0
"East Haddam School District","=""0410011""","Eligible For Free Lunch",13,"*","*","*","*"
"East Haddam School District","=""0410011""","Eligible For Reduced Lunch",9,0,"*",0,"*"
"East Haddam School District","=""0410011""","Not Eligible For Lunch",83,"*","*",0,0.0
"East Hampton School District","=""0420011""","Eligible For Free Lunch","*","*","*","*","*"
