"Four-Year Graduation Rates, 2013-14"
"All Districts, Gender"

"",,,,"Non-Graduates",,,
"District","District Code","Gender","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Female",15,"*","*","*","*"
"Amistad Academy District","=""2790013""","Male",8,0,"*","*","*"
"Ansonia School District","=""0020011""","Female",75,"*","*","*","*"
"Ansonia School District","=""0020011""","Male",82,"*","*","*","*"
"Avon School District","=""0040011""","Female",149,"*","*",0,0.0
"Avon School District","=""0040011""","Male",123,"*","*","*","*"
"Berlin School District","=""0070011""","Female",115,"*","*","*","*"
"Berlin School District","=""0070011""","Male",120,"*","*","*","*"
"Bethel School District","=""0090011""","Female",117,6,5.1,0,0.0
"Bethel School District","=""0090011""","Male",127,6,4.7,6,4.7
"Bloomfield School District","=""0110011""","Female",84,"*","*","*","*"
"Bloomfield School District","=""0110011""","Male",85,"*","*","*","*"
"Bolton School District","=""0120011""","Female",53,"*","*","*","*"
"Bolton School District","=""0120011""","Male",50,"*","*","*","*"
"Branford School District","=""0140011""","Female",150,"*","*","*","*"
"Branford School District","=""0140011""","Male",149,"*","*","*","*"
"Bridgeport School District","=""0150011""","Female",618,40,6.5,94,15.2
"Bridgeport School District","=""0150011""","Male",629,77,12.2,144,22.9
"Bristol School District","=""0170011""","Female",339,19,5.6,23,6.8
"Bristol School District","=""0170011""","Male",360,44,12.2,41,11.4
"Brookfield School District","=""0180011""","Female",116,"*","*","*","*"
"Brookfield School District","=""0180011""","Male",116,"*","*",0,0.0
"Canton School District","=""0230011""","Female",65,"*","*",0,0.0
"Canton School District","=""0230011""","Male",71,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Female",200,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Male",117,"*","*","*","*"
"Cheshire School District","=""0250011""","Female",193,"*","*","*","*"
"Cheshire School District","=""0250011""","Male",196,"*","*","*","*"
"Clinton School District","=""0270011""","Female",61,"*","*","*","*"
"Clinton School District","=""0270011""","Male",72,"*","*","*","*"
"Colchester School District","=""0280011""","Female",140,"*","*",0,0.0
"Colchester School District","=""0280011""","Male",108,"*","*","*","*"
"Common Ground High School District","=""2680013""","Female",15,0,"*","*","*"
"Common Ground High School District","=""2680013""","Male",14,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Female",905,9,1.0,29,3.2
"Connecticut Technical High School System","=""9000016""","Male",1518,16,1.1,40,2.6
"Coventry School District","=""0320011""","Female",70,0,0.0,"*","*"
"Coventry School District","=""0320011""","Male",63,"*","*","*","*"
"Cromwell School District","=""0330011""","Female",73,"*","*","*","*"
"Cromwell School District","=""0330011""","Male",61,"*","*","*","*"
"Danbury School District","=""0340011""","Female",368,20,5.4,42,11.4
"Danbury School District","=""0340011""","Male",393,63,16.0,42,10.7
"Darien School District","=""0350011""","Female",167,"*","*","*","*"
"Darien School District","=""0350011""","Male",169,"*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Female","*","*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Male","*","*","*","*","*"
"Derby School District","=""0370011""","Female",53,"*","*","*","*"
"Derby School District","=""0370011""","Male",49,"*","*","*","*"
"East Granby School District","=""0400011""","Female",25,0,0.0,0,0.0
"East Granby School District","=""0400011""","Male",41,"*","*","*","*"
"East Haddam School District","=""0410011""","Female",52,"*","*","*","*"
"East Haddam School District","=""0410011""","Male",53,"*","*","*","*"
"East Hampton School District","=""0420011""","Female",65,"*","*","*","*"
"East Hampton School District","=""0420011""","Male",56,0,0.0,"*","*"
"East Hartford School District","=""0430011""","Female",252,21,8.3,25,9.9
"East Hartford School District","=""0430011""","Male",255,38,14.9,26,10.2
"East Haven School District","=""0440011""","Female",117,"*","*","*","*"
"East Haven School District","=""0440011""","Male",143,"*","*","*","*"
"East Lyme School District","=""0450011""","Female",135,"*","*","*","*"
"East Lyme School District","=""0450011""","Male",139,"*","*","*","*"
"East Windsor School District","=""0470011""","Female",55,"*","*","*","*"
"East Windsor School District","=""0470011""","Male",54,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Female",38,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Male",28,"*","*","*","*"
"Ellington School District","=""0480011""","Female",93,0,0.0,"*","*"
"Ellington School District","=""0480011""","Male",101,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Female",10,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Male",14,"*","*","*","*"
"Enfield School District","=""0490011""","Female",192,6,3.1,16,8.3
"Enfield School District","=""0490011""","Male",232,15,6.5,21,9.1
"Explorations District","=""2720013""","Female",10,"*","*","*","*"
"Explorations District","=""2720013""","Male",17,"*","*","*","*"
"Fairfield School District","=""0510011""","Female",371,"*","*","*","*"
"Fairfield School District","=""0510011""","Male",357,"*","*","*","*"
"Farmington School District","=""0520011""","Female",156,"*","*","*","*"
"Farmington School District","=""0520011""","Male",188,"*","*",0,0.0
"Glastonbury School District","=""0540011""","Female",309,"*","*","*","*"
"Glastonbury School District","=""0540011""","Male",276,"*","*","*","*"
"Granby School District","=""0560011""","Female",105,"*","*","*","*"
"Granby School District","=""0560011""","Male",100,"*","*","*","*"
"Greenwich School District","=""0570011""","Female",334,"*","*","*","*"
"Greenwich School District","=""0570011""","Male",336,"*","*","*","*"
"Griswold School District","=""0580011""","Female",86,"*","*","*","*"
"Griswold School District","=""0580011""","Male",84,"*","*","*","*"
"Groton School District","=""0590011""","Female",153,"*","*","*","*"
"Groton School District","=""0590011""","Male",164,"*","*","*","*"
"Guilford School District","=""0600011""","Female",143,"*","*",0,0.0
"Guilford School District","=""0600011""","Male",143,"*","*",9,6.3
"Hamden School District","=""0620011""","Female",211,8,3.8,6,2.8
"Hamden School District","=""0620011""","Male",247,26,10.5,10,4.0
"Hartford School District","=""0640011""","Female",661,59,8.9,98,14.8
"Hartford School District","=""0640011""","Male",709,115,16.2,118,16.6
"Killingly School District","=""0690011""","Female",110,7,6.4,7,6.4
"Killingly School District","=""0690011""","Male",108,12,11.1,16,14.8
"Learn","=""2450014""","Female",90,"*","*","*","*"
"Learn","=""2450014""","Male",63,"*","*","*","*"
"Lebanon School District","=""0710011""","Female",63,"*","*",0,0.0
"Lebanon School District","=""0710011""","Male",42,"*","*","*","*"
"Ledyard School District","=""0720011""","Female",122,"*","*","*","*"
"Ledyard School District","=""0720011""","Male",125,"*","*","*","*"
"Lisbon School District","=""0730011""","Female","*","*","*","*","*"
"Lisbon School District","=""0730011""","Male","*","*","*","*","*"
"Litchfield School District","=""0740011""","Female",34,"*","*",0,0.0
"Litchfield School District","=""0740011""","Male",35,"*","*","*","*"
"Madison School District","=""0760011""","Female",166,"*","*","*","*"
"Madison School District","=""0760011""","Male",154,"*","*","*","*"
"Manchester School District","=""0770011""","Female",223,18,8.1,17,7.6
"Manchester School District","=""0770011""","Male",231,20,8.7,26,11.3
"Meriden School District","=""0800011""","Female",288,14,4.9,42,14.6
"Meriden School District","=""0800011""","Male",327,36,11.0,55,16.8
"Middletown School District","=""0830011""","Female",170,9,5.3,11,6.5
"Middletown School District","=""0830011""","Male",164,27,16.5,11,6.7
"Milford School District","=""0840011""","Female",252,7,2.8,6,2.4
"Milford School District","=""0840011""","Male",256,18,7.0,9,3.5
"Monroe School District","=""0850011""","Female",153,"*","*","*","*"
"Monroe School District","=""0850011""","Male",147,"*","*",0,0.0
"Montville School District","=""0860011""","Female",104,"*","*","*","*"
"Montville School District","=""0860011""","Male",89,"*","*","*","*"
"Naugatuck School District","=""0880011""","Female",169,6,3.6,15,8.9
"Naugatuck School District","=""0880011""","Male",164,17,10.4,22,13.4
"New Britain School District","=""0890011""","Female",326,48,14.7,57,17.5
"New Britain School District","=""0890011""","Male",330,69,20.9,65,19.7
"New Canaan School District","=""0900011""","Female",171,"*","*",0,0.0
"New Canaan School District","=""0900011""","Male",141,"*","*",0,0.0
"New Fairfield School District","=""0910011""","Female",113,"*","*",0,0.0
"New Fairfield School District","=""0910011""","Male",126,"*","*","*","*"
"New Haven School District","=""0930011""","Female",687,34,4.9,100,14.6
"New Haven School District","=""0930011""","Male",622,70,11.3,117,18.8
"New London School District","=""0950011""","Female",98,9,9.2,13,13.3
"New London School District","=""0950011""","Male",130,14,10.8,30,23.1
"New Milford School District","=""0960011""","Female",203,6,3.0,8,3.9
"New Milford School District","=""0960011""","Male",180,8,4.4,17,9.4
"Newington School District","=""0940011""","Female",189,"*","*","*","*"
"Newington School District","=""0940011""","Male",175,"*","*","*","*"
"Newtown School District","=""0970011""","Female",206,"*","*","*","*"
"Newtown School District","=""0970011""","Male",217,"*","*","*","*"
"North Branford School District","=""0990011""","Female",65,"*","*","*","*"
"North Branford School District","=""0990011""","Male",85,"*","*","*","*"
"North Haven School District","=""1010011""","Female",156,"*","*","*","*"
"North Haven School District","=""1010011""","Male",164,"*","*","*","*"
"North Stonington School District","=""1020011""","Female",24,0,0.0,0,0.0
"North Stonington School District","=""1020011""","Male",32,0,0.0,"*","*"
"Norwalk School District","=""1030011""","Female",412,39,9.5,23,5.6
"Norwalk School District","=""1030011""","Male",410,43,10.5,28,6.8
"Norwich Free Academy District","=""9010022""","Female",341,7,2.1,28,8.2
"Norwich Free Academy District","=""9010022""","Male",272,10,3.7,35,12.9
"Old Saybrook School District","=""1060011""","Female",65,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Male",72,"*","*","*","*"
"Oxford School District","=""1080011""","Female",88,0,0.0,"*","*"
"Oxford School District","=""1080011""","Male",86,"*","*","*","*"
"Plainfield School District","=""1090011""","Female",93,"*","*","*","*"
"Plainfield School District","=""1090011""","Male",81,"*","*","*","*"
"Plainville School District","=""1100011""","Female",92,"*","*","*","*"
"Plainville School District","=""1100011""","Male",84,"*","*","*","*"
"Plymouth School District","=""1110011""","Female",60,"*","*","*","*"
"Plymouth School District","=""1110011""","Male",79,"*","*","*","*"
"Portland School District","=""1130011""","Female",50,"*","*","*","*"
"Portland School District","=""1130011""","Male",62,"*","*","*","*"
"Putnam School District","=""1160011""","Female",29,"*","*","*","*"
"Putnam School District","=""1160011""","Male",37,"*","*","*","*"
"Regional School District 01","=""2010012""","Female",61,"*","*","*","*"
"Regional School District 01","=""2010012""","Male",60,"*","*","*","*"
"Regional School District 04","=""2040012""","Female",73,"*","*","*","*"
"Regional School District 04","=""2040012""","Male",63,0,0.0,"*","*"
"Regional School District 05","=""2050012""","Female",192,"*","*","*","*"
