"Four-Year Graduation Rates, 2013-14"
"All Districts, High Needs Status"

"",,,,"Non-Graduates",,,
"District","District Code","High Needs Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","High Needs","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Non-High Needs","*","*","*","*","*"
"Ansonia School District","=""0020011""","High Needs",113,10,8.8,"*","*"
"Ansonia School District","=""0020011""","Non-High Needs",44,0,0.0,"*","*"
"Avon School District","=""0040011""","High Needs",44,"*","*","*","*"
"Avon School District","=""0040011""","Non-High Needs",228,"*","*",0,0.0
"Berlin School District","=""0070011""","High Needs",62,10,16.1,0,0.0
"Berlin School District","=""0070011""","Non-High Needs",173,0,0.0,"*","*"
"Bethel School District","=""0090011""","High Needs",81,"*","*","*","*"
"Bethel School District","=""0090011""","Non-High Needs",163,"*","*","*","*"
"Bloomfield School District","=""0110011""","High Needs",120,"*","*","*","*"
"Bloomfield School District","=""0110011""","Non-High Needs",49,"*","*","*","*"
"Bolton School District","=""0120011""","High Needs",18,"*","*","*","*"
"Bolton School District","=""0120011""","Non-High Needs",85,0,0.0,0,0.0
"Branford School District","=""0140011""","High Needs",112,10,8.9,11,9.8
"Branford School District","=""0140011""","Non-High Needs",187,0,0.0,6,3.2
"Bridgeport School District","=""0150011""","High Needs","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Non-High Needs","*","*","*","*","*"
"Bristol School District","=""0170011""","High Needs",342,51,14.9,50,14.6
"Bristol School District","=""0170011""","Non-High Needs",357,12,3.4,14,3.9
"Brookfield School District","=""0180011""","High Needs",46,"*","*","*","*"
"Brookfield School District","=""0180011""","Non-High Needs",186,"*","*",0,0.0
"Canton School District","=""0230011""","High Needs",24,"*","*","*","*"
"Canton School District","=""0230011""","Non-High Needs",112,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","High Needs",197,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Non-High Needs",120,"*","*","*","*"
"Cheshire School District","=""0250011""","High Needs",91,"*","*","*","*"
"Cheshire School District","=""0250011""","Non-High Needs",298,0,0.0,"*","*"
"Clinton School District","=""0270011""","High Needs",31,"*","*","*","*"
"Clinton School District","=""0270011""","Non-High Needs",102,"*","*","*","*"
"Colchester School District","=""0280011""","High Needs",58,"*","*","*","*"
"Colchester School District","=""0280011""","Non-High Needs",190,"*","*",0,0.0
"Common Ground High School District","=""2680013""","High Needs",22,0,0.0,"*","*"
"Common Ground High School District","=""2680013""","Non-High Needs",7,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","High Needs",1525,18,1.2,52,3.4
"Connecticut Technical High School System","=""9000016""","Non-High Needs",898,7,0.8,17,1.9
"Coventry School District","=""0320011""","High Needs",35,"*","*","*","*"
"Coventry School District","=""0320011""","Non-High Needs",98,0,0.0,0,0.0
"Cromwell School District","=""0330011""","High Needs",37,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-High Needs",97,0,0.0,0,0.0
"Danbury School District","=""0340011""","High Needs",453,74,16.3,73,16.1
"Danbury School District","=""0340011""","Non-High Needs",308,9,2.9,11,3.6
"Darien School District","=""0350011""","High Needs",64,9,14.1,0,0.0
"Darien School District","=""0350011""","Non-High Needs",272,0,0.0,"*","*"
"Department of Mental Health and Addiction Services","=""3370015""","High Needs","*","*","*","*","*"
"Derby School District","=""0370011""","High Needs",66,"*","*","*","*"
"Derby School District","=""0370011""","Non-High Needs",36,"*","*","*","*"
"East Granby School District","=""0400011""","High Needs",11,"*","*","*","*"
"East Granby School District","=""0400011""","Non-High Needs",55,"*","*",0,0.0
"East Haddam School District","=""0410011""","High Needs",34,"*","*","*","*"
"East Haddam School District","=""0410011""","Non-High Needs",71,0,0.0,0,0.0
"East Hampton School District","=""0420011""","High Needs",20,"*","*","*","*"
"East Hampton School District","=""0420011""","Non-High Needs",101,0,0.0,0,0.0
"East Hartford School District","=""0430011""","High Needs",403,"*","*","*","*"
"East Hartford School District","=""0430011""","Non-High Needs",104,"*","*","*","*"
"East Haven School District","=""0440011""","High Needs",155,"*","*","*","*"
"East Haven School District","=""0440011""","Non-High Needs",105,"*","*","*","*"
"East Lyme School District","=""0450011""","High Needs",64,"*","*","*","*"
"East Lyme School District","=""0450011""","Non-High Needs",210,"*","*","*","*"
"East Windsor School District","=""0470011""","High Needs",53,"*","*","*","*"
"East Windsor School District","=""0470011""","Non-High Needs",56,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","High Needs",40,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-High Needs",26,"*","*","*","*"
"Ellington School District","=""0480011""","High Needs",41,"*","*","*","*"
"Ellington School District","=""0480011""","Non-High Needs",153,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","High Needs","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-High Needs","*","*","*","*","*"
"Enfield School District","=""0490011""","High Needs",173,13,7.5,30,17.3
"Enfield School District","=""0490011""","Non-High Needs",251,8,3.2,7,2.8
"Explorations District","=""2720013""","High Needs","*","*","*","*","*"
"Explorations District","=""2720013""","Non-High Needs","*","*","*","*","*"
"Fairfield School District","=""0510011""","High Needs",170,"*","*","*","*"
"Fairfield School District","=""0510011""","Non-High Needs",558,"*","*","*","*"
"Farmington School District","=""0520011""","High Needs",69,"*","*","*","*"
"Farmington School District","=""0520011""","Non-High Needs",275,"*","*",0,0.0
"Glastonbury School District","=""0540011""","High Needs",125,"*","*","*","*"
"Glastonbury School District","=""0540011""","Non-High Needs",460,"*","*","*","*"
"Granby School District","=""0560011""","High Needs",41,"*","*","*","*"
"Granby School District","=""0560011""","Non-High Needs",164,"*","*",0,0.0
"Greenwich School District","=""0570011""","High Needs",203,"*","*","*","*"
"Greenwich School District","=""0570011""","Non-High Needs",467,"*","*","*","*"
"Griswold School District","=""0580011""","High Needs",89,10,11.2,"*","*"
"Griswold School District","=""0580011""","Non-High Needs",81,0,0.0,"*","*"
"Groton School District","=""0590011""","High Needs",170,"*","*","*","*"
"Groton School District","=""0590011""","Non-High Needs",147,"*","*","*","*"
"Guilford School District","=""0600011""","High Needs",71,"*","*","*","*"
