"Four-Year Graduation Rates, 2011-12"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,,"Graduates",
"District","District Code","Free/Reduced Price Meal Eligibility","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Eligible For Free Lunch",14,10,"*"
"Amistad Academy District","=""2790013""","Eligible For Reduced Lunch","*","*","*"
"Amistad Academy District","=""2790013""","Not Eligible For Lunch","*","*","*"
"Ansonia School District","=""0020011""","Eligible For Free Lunch",87,56,64.4
"Ansonia School District","=""0020011""","Eligible For Reduced Lunch",45,35,77.8
"Ansonia School District","=""0020011""","Not Eligible For Lunch",73,65,89.0
"Avon School District","=""0040011""","Eligible For Free Lunch","*","*","*"
"Avon School District","=""0040011""","Eligible For Reduced Lunch","*","*","*"
"Avon School District","=""0040011""","Not Eligible For Lunch",274,265,96.7
"Berlin School District","=""0070011""","Eligible For Free Lunch",21,"*","*"
"Berlin School District","=""0070011""","Eligible For Reduced Lunch",9,"*","*"
"Berlin School District","=""0070011""","Not Eligible For Lunch",233,222,95.3
"Bethel School District","=""0090011""","Eligible For Free Lunch",22,"*","*"
"Bethel School District","=""0090011""","Eligible For Reduced Lunch",16,"*","*"
"Bethel School District","=""0090011""","Not Eligible For Lunch",201,192,95.5
"Bloomfield School District","=""0110011""","Eligible For Free Lunch",85,56,65.9
"Bloomfield School District","=""0110011""","Eligible For Reduced Lunch",31,25,80.6
"Bloomfield School District","=""0110011""","Not Eligible For Lunch",80,72,90.0
"Bolton School District","=""0120011""","Eligible For Free Lunch","*","*","*"
"Bolton School District","=""0120011""","Eligible For Reduced Lunch","*","*","*"
"Bolton School District","=""0120011""","Not Eligible For Lunch",65,63,96.9
"Branford School District","=""0140011""","Eligible For Free Lunch",39,"*","*"
"Branford School District","=""0140011""","Eligible For Reduced Lunch",22,"*","*"
"Branford School District","=""0140011""","Not Eligible For Lunch",197,185,93.9
"Bridgeport School District","=""0150011""","Eligible For Free Lunch",1194,788,66.0
"Bridgeport School District","=""0150011""","Eligible For Reduced Lunch",69,50,72.5
"Bridgeport School District","=""0150011""","Not Eligible For Lunch",10,6,"*"
"Bristol School District","=""0170011""","Eligible For Free Lunch",173,118,68.2
"Bristol School District","=""0170011""","Eligible For Reduced Lunch",69,58,84.1
"Bristol School District","=""0170011""","Not Eligible For Lunch",389,361,92.8
"Brookfield School District","=""0180011""","Eligible For Free Lunch","*","*","*"
"Brookfield School District","=""0180011""","Eligible For Reduced Lunch","*","*","*"
"Brookfield School District","=""0180011""","Not Eligible For Lunch",238,232,97.5
"Canton School District","=""0230011""","Eligible For Free Lunch",7,"*","*"
"Canton School District","=""0230011""","Not Eligible For Lunch",112,"*","*"
"Capitol Region Education Council","=""2410014""","Eligible For Free Lunch",127,98,77.2
"Capitol Region Education Council","=""2410014""","Eligible For Reduced Lunch",55,49,89.1
"Capitol Region Education Council","=""2410014""","Not Eligible For Lunch",153,119,77.8
"Cheshire School District","=""0250011""","Eligible For Free Lunch",22,"*","*"
"Cheshire School District","=""0250011""","Eligible For Reduced Lunch",24,"*","*"
"Cheshire School District","=""0250011""","Not Eligible For Lunch",365,353,96.7
"Clinton School District","=""0270011""","Eligible For Free Lunch","*","*","*"
"Clinton School District","=""0270011""","Eligible For Reduced Lunch","*","*","*"
"Clinton School District","=""0270011""","Not Eligible For Lunch",108,99,91.7
"Colchester School District","=""0280011""","Eligible For Free Lunch",23,20,87.0
"Colchester School District","=""0280011""","Eligible For Reduced Lunch",15,15,"*"
"Colchester School District","=""0280011""","Not Eligible For Lunch",208,198,95.2
"Common Ground High School District","=""2680013""","Eligible For Free Lunch",17,14,"*"
"Common Ground High School District","=""2680013""","Eligible For Reduced Lunch",8,8,"*"
"Common Ground High School District","=""2680013""","Not Eligible For Lunch",6,6,"*"
"Connecticut Technical High School System","=""9000016""","Eligible For Free Lunch",953,907,95.2
"Connecticut Technical High School System","=""9000016""","Eligible For Reduced Lunch",420,400,95.2
"Connecticut Technical High School System","=""9000016""","Not Eligible For Lunch",1158,1121,96.8
"Coventry School District","=""0320011""","Eligible For Free Lunch",20,12,60.0
"Coventry School District","=""0320011""","Eligible For Reduced Lunch",14,11,"*"
"Coventry School District","=""0320011""","Not Eligible For Lunch",119,109,91.6
"Cromwell School District","=""0330011""","Eligible For Free Lunch",27,22,81.5
"Cromwell School District","=""0330011""","Eligible For Reduced Lunch",8,8,"*"
"Cromwell School District","=""0330011""","Not Eligible For Lunch",117,109,93.2
"Danbury School District","=""0340011""","Eligible For Free Lunch",265,169,63.8
"Danbury School District","=""0340011""","Eligible For Reduced Lunch",84,66,78.6
"Danbury School District","=""0340011""","Not Eligible For Lunch",408,346,84.8
"Darien School District","=""0350011""","Eligible For Free Lunch",6,6,"*"
"Darien School District","=""0350011""","Eligible For Reduced Lunch",6,6,"*"
"Darien School District","=""0350011""","Not Eligible For Lunch",299,288,96.3
"Derby School District","=""0370011""","Eligible For Free Lunch",40,25,62.5
"Derby School District","=""0370011""","Eligible For Reduced Lunch",20,15,75.0
"Derby School District","=""0370011""","Not Eligible For Lunch",46,40,87.0
"East Granby School District","=""0400011""","Eligible For Free Lunch","*","*","*"
"East Granby School District","=""0400011""","Not Eligible For Lunch","*","*","*"
"East Haddam School District","=""0410011""","Eligible For Free Lunch","*","*","*"
"East Haddam School District","=""0410011""","Eligible For Reduced Lunch","*","*","*"
"East Haddam School District","=""0410011""","Not Eligible For Lunch",87,81,93.1
"East Hampton School District","=""0420011""","Eligible For Free Lunch",8,"*","*"
"East Hampton School District","=""0420011""","Eligible For Reduced Lunch",14,"*","*"
"East Hampton School District","=""0420011""","Not Eligible For Lunch",143,136,95.1
"East Hartford School District","=""0430011""","Eligible For Free Lunch",305,206,67.5
"East Hartford School District","=""0430011""","Eligible For Reduced Lunch",110,92,83.6
"East Hartford School District","=""0430011""","Not Eligible For Lunch",176,155,88.1
"East Haven School District","=""0440011""","Eligible For Free Lunch",78,48,61.5
"East Haven School District","=""0440011""","Eligible For Reduced Lunch",35,28,80.0
"East Haven School District","=""0440011""","Not Eligible For Lunch",117,90,76.9
"East Lyme School District","=""0450011""","Eligible For Free Lunch",20,17,85.0
"East Lyme School District","=""0450011""","Eligible For Reduced Lunch",18,16,"*"
"East Lyme School District","=""0450011""","Not Eligible For Lunch",265,253,95.5
"East Windsor School District","=""0470011""","Eligible For Free Lunch",21,"*","*"
