"Four-Year Graduation Rates, 2014-15"
"All Districts, Special Education Status"

"",,,,"Non-Graduates",,,
"District","District Code","Special Education Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Non-Special Education","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Special Education","*","*","*","*","*"
"Ansonia School District","=""0020011""","Non-Special Education",151,"*","*","*","*"
"Ansonia School District","=""0020011""","Special Education",21,"*","*","*","*"
"Avon School District","=""0040011""","Non-Special Education",215,"*","*","*","*"
"Avon School District","=""0040011""","Special Education",33,"*","*",0,0.0
"Berlin School District","=""0070011""","Non-Special Education",178,"*","*","*","*"
"Berlin School District","=""0070011""","Special Education",32,"*","*","*","*"
"Bethel School District","=""0090011""","Non-Special Education",186,"*","*","*","*"
"Bethel School District","=""0090011""","Special Education",32,"*","*","*","*"
"Bloomfield School District","=""0110011""","Non-Special Education",146,"*","*","*","*"
"Bloomfield School District","=""0110011""","Special Education",30,"*","*","*","*"
"Bolton School District","=""0120011""","Non-Special Education",65,0,0.0,0,0.0
"Bolton School District","=""0120011""","Special Education",11,"*","*",0,"*"
"Branford School District","=""0140011""","Non-Special Education",220,"*","*","*","*"
"Branford School District","=""0140011""","Special Education",33,"*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Non-Special Education","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Special Education","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Non-Special Education",988,82,8.3,248,25.1
"Bridgeport School District","=""0150011""","Special Education",200,58,29.0,45,22.5
"Bristol School District","=""0170011""","Non-Special Education",545,21,3.9,59,10.8
"Bristol School District","=""0170011""","Special Education",102,19,18.6,22,21.6
"Brookfield School District","=""0180011""","Non-Special Education",208,"*","*","*","*"
"Brookfield School District","=""0180011""","Special Education",27,"*","*","*","*"
"Canton School District","=""0230011""","Non-Special Education",116,"*","*",0,0.0
"Canton School District","=""0230011""","Special Education",16,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Non-Special Education",292,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Special Education",31,"*","*","*","*"
"Cheshire School District","=""0250011""","Non-Special Education",347,0,0.0,0,0.0
"Cheshire School District","=""0250011""","Special Education",45,11,24.4,0,0.0
"Clinton School District","=""0270011""","Non-Special Education",141,"*","*","*","*"
"Clinton School District","=""0270011""","Special Education",21,"*","*","*","*"
"Colchester School District","=""0280011""","Non-Special Education",197,"*","*","*","*"
"Colchester School District","=""0280011""","Special Education",31,"*","*",0,0.0
"Common Ground High School District","=""2680013""","Non-Special Education","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-Special Education",2227,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Special Education",241,"*","*","*","*"
"Coventry School District","=""0320011""","Non-Special Education",98,"*","*",0,0.0
"Coventry School District","=""0320011""","Special Education",19,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-Special Education",108,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Special Education",20,"*","*","*","*"
"Danbury School District","=""0340011""","Non-Special Education",688,61,8.9,87,12.6
"Danbury School District","=""0340011""","Special Education",84,19,22.6,10,11.9
"Darien School District","=""0350011""","Non-Special Education",292,"*","*","*","*"
"Darien School District","=""0350011""","Special Education",42,"*","*",0,0.0
"Derby School District","=""0370011""","Non-Special Education",86,8,9.3,"*","*"
"Derby School District","=""0370011""","Special Education",16,0,"*","*","*"
"East Granby School District","=""0400011""","Non-Special Education",54,0,0.0,0,0.0
"East Granby School District","=""0400011""","Special Education",7,0,"*",0,"*"
"East Haddam School District","=""0410011""","Non-Special Education",93,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Special Education",20,"*","*","*","*"
"East Hampton School District","=""0420011""","Non-Special Education",114,0,0.0,"*","*"
"East Hampton School District","=""0420011""","Special Education",13,"*","*","*","*"
"East Hartford School District","=""0430011""","Non-Special Education",469,12,2.6,29,6.2
"East Hartford School District","=""0430011""","Special Education",97,14,14.4,13,13.4
"East Haven School District","=""0440011""","Non-Special Education",200,"*","*","*","*"
"East Haven School District","=""0440011""","Special Education",44,"*","*","*","*"
"East Lyme School District","=""0450011""","Non-Special Education",239,0,0.0,"*","*"
"East Lyme School District","=""0450011""","Special Education",35,"*","*","*","*"
"East Windsor School District","=""0470011""","Non-Special Education",70,"*","*","*","*"
"East Windsor School District","=""0470011""","Special Education",20,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-Special Education",63,7,11.1,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Special Education",9,0,"*","*","*"
"Ellington School District","=""0480011""","Non-Special Education",171,0,0.0,0,0.0
"Ellington School District","=""0480011""","Special Education",35,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-Special Education","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Special Education","*","*","*","*","*"
"Enfield School District","=""0490011""","Non-Special Education",338,6,1.8,28,8.3
"Enfield School District","=""0490011""","Special Education",54,9,16.7,9,16.7
"Explorations District","=""2720013""","Non-Special Education",13,0,"*","*","*"
