"Four-Year Graduation Rates, 2014-15"
"All Districts, English Learner Status"

"",,,,"Graduates",
"District","District Code","English Learner Status","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","ELL","*","*","*"
"Amistad Academy District","=""2790013""","Non-ELL","*","*","*"
"Ansonia School District","=""0020011""","ELL",6,"*","*"
"Ansonia School District","=""0020011""","Non-ELL",166,"*","*"
"Avon School District","=""0040011""","ELL","*","*","*"
"Avon School District","=""0040011""","Non-ELL","*","*","*"
"Berlin School District","=""0070011""","ELL","*","*","*"
"Berlin School District","=""0070011""","Non-ELL","*","*","*"
"Bethel School District","=""0090011""","ELL",6,"*","*"
"Bethel School District","=""0090011""","Non-ELL",212,"*","*"
"Bloomfield School District","=""0110011""","ELL","*","*","*"
"Bloomfield School District","=""0110011""","Non-ELL","*","*","*"
"Bolton School District","=""0120011""","ELL","N/A","N/A","N/A"
"Bolton School District","=""0120011""","Non-ELL",76,"*","*"
"Branford School District","=""0140011""","ELL",8,"*","*"
"Branford School District","=""0140011""","Non-ELL",245,"*","*"
"Bridgeport Achievement First District","=""2850013""","ELL","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Non-ELL","*","*","*"
"Bridgeport School District","=""0150011""","ELL",174,104,59.8
"Bridgeport School District","=""0150011""","Non-ELL",1014,651,64.2
"Bristol School District","=""0170011""","ELL",27,21,77.8
"Bristol School District","=""0170011""","Non-ELL",620,505,81.5
"Brookfield School District","=""0180011""","ELL","*","*","*"
"Brookfield School District","=""0180011""","Non-ELL","*","*","*"
"Canton School District","=""0230011""","ELL","*","*","*"
"Canton School District","=""0230011""","Non-ELL","*","*","*"
"Capitol Region Education Council","=""2410014""","ELL","*","*","*"
"Capitol Region Education Council","=""2410014""","Non-ELL","*","*","*"
"Cheshire School District","=""0250011""","ELL","*","*","*"
"Cheshire School District","=""0250011""","Non-ELL","*","*","*"
"Clinton School District","=""0270011""","ELL","*","*","*"
"Clinton School District","=""0270011""","Non-ELL","*","*","*"
"Colchester School District","=""0280011""","ELL","*","*","*"
"Colchester School District","=""0280011""","Non-ELL","*","*","*"
"Common Ground High School District","=""2680013""","ELL","N/A","N/A","N/A"
"Common Ground High School District","=""2680013""","Non-ELL",37,37,100.0
"Connecticut Technical High School System","=""9000016""","ELL",100,"*","*"
"Connecticut Technical High School System","=""9000016""","Non-ELL",2368,"*","*"
"Coventry School District","=""0320011""","ELL","N/A","N/A","N/A"
"Coventry School District","=""0320011""","Non-ELL",117,109,93.2
"Cromwell School District","=""0330011""","ELL","*","*","*"
"Cromwell School District","=""0330011""","Non-ELL","*","*","*"
"Danbury School District","=""0340011""","ELL",145,66,45.5
"Danbury School District","=""0340011""","Non-ELL",627,529,84.4
"Darien School District","=""0350011""","ELL","N/A","N/A","N/A"
"Darien School District","=""0350011""","Non-ELL",334,323,96.7
"Derby School District","=""0370011""","ELL",10,"*","*"
"Derby School District","=""0370011""","Non-ELL",92,"*","*"
"East Granby School District","=""0400011""","ELL","N/A","N/A","N/A"
"East Granby School District","=""0400011""","Non-ELL",61,61,100.0
"East Haddam School District","=""0410011""","ELL","N/A","N/A","N/A"
"East Haddam School District","=""0410011""","Non-ELL",113,102,90.3
"East Hampton School District","=""0420011""","ELL","N/A","N/A","N/A"
"East Hampton School District","=""0420011""","Non-ELL",127,120,94.5
"East Hartford School District","=""0430011""","ELL",62,45,72.6
"East Hartford School District","=""0430011""","Non-ELL",504,453,89.9
"East Haven School District","=""0440011""","ELL",11,"*","*"
"East Haven School District","=""0440011""","Non-ELL",233,"*","*"
"East Lyme School District","=""0450011""","ELL","*","*","*"
"East Lyme School District","=""0450011""","Non-ELL","*","*","*"
"East Windsor School District","=""0470011""","ELL","*","*","*"
