"Four-Year Graduation Rates, 2013-14"
"All Districts, English Learner Status"

"",,,,"Graduates",
"District","District Code","English Learner Status","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Non-ELL",23,19,82.6
"Ansonia School District","=""0020011""","Non-ELL","*","*","*"
"Ansonia School District","=""0020011""","ELL","*","*","*"
"Avon School District","=""0040011""","Non-ELL",272,265,97.4
"Berlin School District","=""0070011""","Non-ELL","*","*","*"
"Berlin School District","=""0070011""","ELL","*","*","*"
"Bethel School District","=""0090011""","Non-ELL",238,"*","*"
"Bethel School District","=""0090011""","ELL",6,"*","*"
"Bloomfield School District","=""0110011""","Non-ELL","*","*","*"
"Bloomfield School District","=""0110011""","ELL","*","*","*"
"Bolton School District","=""0120011""","Non-ELL",103,97,94.2
"Branford School District","=""0140011""","Non-ELL","*","*","*"
"Branford School District","=""0140011""","ELL","*","*","*"
"Bridgeport School District","=""0150011""","Non-ELL",1075,786,73.1
"Bridgeport School District","=""0150011""","ELL",172,106,61.6
"Bristol School District","=""0170011""","Non-ELL",678,558,82.3
"Bristol School District","=""0170011""","ELL",21,14,66.7
"Brookfield School District","=""0180011""","Non-ELL","*","*","*"
"Brookfield School District","=""0180011""","ELL","*","*","*"
"Canton School District","=""0230011""","Non-ELL",136,128,94.1
"Capitol Region Education Council","=""2410014""","Non-ELL","*","*","*"
"Capitol Region Education Council","=""2410014""","ELL","*","*","*"
"Cheshire School District","=""0250011""","Non-ELL","*","*","*"
"Cheshire School District","=""0250011""","ELL","*","*","*"
"Clinton School District","=""0270011""","Non-ELL","*","*","*"
"Clinton School District","=""0270011""","ELL","*","*","*"
"Colchester School District","=""0280011""","Non-ELL","*","*","*"
"Colchester School District","=""0280011""","ELL","*","*","*"
"Common Ground High School District","=""2680013""","Non-ELL",29,"*","*"
"Connecticut Technical High School System","=""9000016""","Non-ELL",2386,2292,96.1
"Connecticut Technical High School System","=""9000016""","ELL",37,37,100.0
"Coventry School District","=""0320011""","Non-ELL",133,128,96.2
"Cromwell School District","=""0330011""","Non-ELL","*","*","*"
"Cromwell School District","=""0330011""","ELL","*","*","*"
"Danbury School District","=""0340011""","Non-ELL",676,552,81.7
"Danbury School District","=""0340011""","ELL",85,42,49.4
"Darien School District","=""0350011""","Non-ELL","*","*","*"
"Darien School District","=""0350011""","ELL","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Non-ELL","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","ELL","*","*","*"
"Derby School District","=""0370011""","Non-ELL","*","*","*"
"Derby School District","=""0370011""","ELL","*","*","*"
"East Granby School District","=""0400011""","Non-ELL",66,60,90.9
"East Haddam School District","=""0410011""","Non-ELL",105,98,93.3
"East Hampton School District","=""0420011""","Non-ELL",121,117,96.7
"East Hartford School District","=""0430011""","Non-ELL",472,377,79.9
"East Hartford School District","=""0430011""","ELL",35,20,57.1
"East Haven School District","=""0440011""","Non-ELL",252,"*","*"
"East Haven School District","=""0440011""","ELL",8,"*","*"
"East Lyme School District","=""0450011""","Non-ELL","*","*","*"
"East Lyme School District","=""0450011""","ELL","*","*","*"
"East Windsor School District","=""0470011""","Non-ELL","*","*","*"
"East Windsor School District","=""0470011""","ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELL","*","*","*"
"Ellington School District","=""0480011""","Non-ELL","*","*","*"
"Ellington School District","=""0480011""","ELL","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-ELL","*","*","*"
"Elm City College Preparatory School District","=""2890013""","ELL","*","*","*"
"Enfield School District","=""0490011""","Non-ELL","*","*","*"
"Enfield School District","=""0490011""","ELL","*","*","*"
"Explorations District","=""2720013""","Non-ELL",27,18,66.7
"Fairfield School District","=""0510011""","Non-ELL",717,"*","*"
"Fairfield School District","=""0510011""","ELL",11,"*","*"
"Farmington School District","=""0520011""","Non-ELL","*","*","*"
"Farmington School District","=""0520011""","ELL","*","*","*"
"Glastonbury School District","=""0540011""","Non-ELL","*","*","*"
"Glastonbury School District","=""0540011""","ELL","*","*","*"
"Granby School District","=""0560011""","Non-ELL","*","*","*"
"Granby School District","=""0560011""","ELL","*","*","*"
"Greenwich School District","=""0570011""","Non-ELL",643,617,96.0
"Greenwich School District","=""0570011""","ELL",27,20,74.1
"Griswold School District","=""0580011""","Non-ELL",170,144,84.7
"Groton School District","=""0590011""","Non-ELL",307,262,85.3
"Groton School District","=""0590011""","ELL",10,7,"*"
"Guilford School District","=""0600011""","Non-ELL","*","*","*"
"Guilford School District","=""0600011""","ELL","*","*","*"
"Hamden School District","=""0620011""","Non-ELL",447,"*","*"
"Hamden School District","=""0620011""","ELL",11,"*","*"
"Hartford School District","=""0640011""","Non-ELL",1182,868,73.4
"Hartford School District","=""0640011""","ELL",188,112,59.6
"Killingly School District","=""0690011""","Non-ELL","*","*","*"
"Killingly School District","=""0690011""","ELL","*","*","*"
"Learn","=""2450014""","Non-ELL","*","*","*"
"Learn","=""2450014""","ELL","*","*","*"
"Lebanon School District","=""0710011""","Non-ELL",105,98,93.3
"Ledyard School District","=""0720011""","Non-ELL","*","*","*"
"Ledyard School District","=""0720011""","ELL","*","*","*"
"Lisbon School District","=""0730011""","Non-ELL","*","*","*"
"Litchfield School District","=""0740011""","Non-ELL",69,64,92.8
"Madison School District","=""0760011""","Non-ELL","*","*","*"
"Madison School District","=""0760011""","ELL","*","*","*"
"Manchester School District","=""0770011""","Non-ELL",440,364,82.7
"Manchester School District","=""0770011""","ELL",14,9,"*"
"Meriden School District","=""0800011""","Non-ELL",554,436,78.7
"Meriden School District","=""0800011""","ELL",61,32,52.5
"Middletown School District","=""0830011""","Non-ELL","*","*","*"
"Middletown School District","=""0830011""","ELL","*","*","*"
"Milford School District","=""0840011""","Non-ELL","*","*","*"
"Milford School District","=""0840011""","ELL","*","*","*"
"Monroe School District","=""0850011""","Non-ELL",300,289,96.3
"Montville School District","=""0860011""","Non-ELL",186,"*","*"
"Montville School District","=""0860011""","ELL",7,"*","*"
"Naugatuck School District","=""0880011""","Non-ELL",324,267,82.4
"Naugatuck School District","=""0880011""","ELL",9,6,"*"
"New Britain School District","=""0890011""","Non-ELL",563,370,65.7
"New Britain School District","=""0890011""","ELL",93,47,50.5
"New Canaan School District","=""0900011""","Non-ELL",312,"*","*"
"New Fairfield School District","=""0910011""","Non-ELL","*","*","*"
"New Fairfield School District","=""0910011""","ELL","*","*","*"
"New Haven School District","=""0930011""","Non-ELL",1206,929,77.0
"New Haven School District","=""0930011""","ELL",103,59,57.3
"New London School District","=""0950011""","Non-ELL",189,138,73.0
"New London School District","=""0950011""","ELL",39,24,61.5
"New Milford School District","=""0960011""","Non-ELL","*","*","*"
"New Milford School District","=""0960011""","ELL","*","*","*"
"Newington School District","=""0940011""","Non-ELL",353,"*","*"
"Newington School District","=""0940011""","ELL",11,"*","*"
"Newtown School District","=""0970011""","Non-ELL","*","*","*"
"Newtown School District","=""0970011""","ELL","*","*","*"
"North Branford School District","=""0990011""","Non-ELL","*","*","*"
"North Branford School District","=""0990011""","ELL","*","*","*"
"North Haven School District","=""1010011""","Non-ELL","*","*","*"
"North Haven School District","=""1010011""","ELL","*","*","*"
"North Stonington School District","=""1020011""","Non-ELL",56,"*","*"
"Norwalk School District","=""1030011""","Non-ELL",756,646,85.4
"Norwalk School District","=""1030011""","ELL",66,43,65.2
"Norwich Free Academy District","=""9010022""","Non-ELL",582,506,86.9
"Norwich Free Academy District","=""9010022""","ELL",31,27,87.1
"Old Saybrook School District","=""1060011""","Non-ELL","*","*","*"
"Old Saybrook School District","=""1060011""","ELL","*","*","*"
"Oxford School District","=""1080011""","Non-ELL","*","*","*"
"Oxford School District","=""1080011""","ELL","*","*","*"
"Plainfield School District","=""1090011""","Non-ELL","*","*","*"
"Plainfield School District","=""1090011""","ELL","*","*","*"
"Plainville School District","=""1100011""","Non-ELL","*","*","*"
"Plainville School District","=""1100011""","ELL","*","*","*"
"Plymouth School District","=""1110011""","Non-ELL","*","*","*"
"Plymouth School District","=""1110011""","ELL","*","*","*"
"Portland School District","=""1130011""","Non-ELL","*","*","*"
"Portland School District","=""1130011""","ELL","*","*","*"
"Putnam School District","=""1160011""","Non-ELL","*","*","*"
"Putnam School District","=""1160011""","ELL","*","*","*"
"Regional School District 01","=""2010012""","Non-ELL",121,108,89.3
"Regional School District 04","=""2040012""","Non-ELL","*","*","*"
"Regional School District 04","=""2040012""","ELL","*","*","*"
"Regional School District 05","=""2050012""","Non-ELL","*","*","*"
"Regional School District 05","=""2050012""","ELL","*","*","*"
"Regional School District 06","=""2060012""","Non-ELL","*","*","*"
"Regional School District 06","=""2060012""","ELL","*","*","*"
"Regional School District 07","=""2070012""","Non-ELL",211,195,92.4
"Regional School District 08","=""2080012""","Non-ELL","*","*","*"
"Regional School District 08","=""2080012""","ELL","*","*","*"
"Regional School District 09","=""2090012""","Non-ELL","*","*","*"
"Regional School District 09","=""2090012""","ELL","*","*","*"
"Regional School District 10","=""2100012""","Non-ELL",218,206,94.5
"Regional School District 11","=""2110012""","Non-ELL",40,37,92.5
"Regional School District 12","=""2120012""","Non-ELL",81,76,93.8
"Regional School District 13","=""2130012""","Non-ELL",134,125,93.3
"Regional School District 14","=""2140012""","Non-ELL","*","*","*"
"Regional School District 14","=""2140012""","ELL","*","*","*"
"Regional School District 15","=""2150012""","Non-ELL","*","*","*"
"Regional School District 15","=""2150012""","ELL","*","*","*"
"Regional School District 16","=""2160012""","Non-ELL",181,168,92.8
"Regional School District 17","=""2170012""","Non-ELL","*","*","*"
"Regional School District 17","=""2170012""","ELL","*","*","*"
"Regional School District 18","=""2180012""","Non-ELL",108,105,97.2
"Regional School District 19","=""2190012""","Non-ELL","*","*","*"
"Regional School District 19","=""2190012""","ELL","*","*","*"
