"Four-Year Graduation Rates, 2012-13"
"All Districts, Special Education Status"

"",,,,"Non-Graduates",,,
"District","District Code","Special Education Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Non-Special Education","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Special Education","*","*","*","*","*"
"Ansonia School District","=""0020011""","Non-Special Education",187,"*","*","*","*"
"Ansonia School District","=""0020011""","Special Education",25,"*","*","*","*"
"Avon School District","=""0040011""","Non-Special Education",230,"*","*","*","*"
"Avon School District","=""0040011""","Special Education",33,"*","*","*","*"
"Berlin School District","=""0070011""","Non-Special Education",238,"*","*","*","*"
"Berlin School District","=""0070011""","Special Education",24,"*","*","*","*"
"Bethel School District","=""0090011""","Non-Special Education",212,"*","*","*","*"
"Bethel School District","=""0090011""","Special Education",22,"*","*","*","*"
"Bloomfield School District","=""0110011""","Non-Special Education",146,"*","*","*","*"
"Bloomfield School District","=""0110011""","Special Education",19,"*","*","*","*"
"Bolton School District","=""0120011""","Non-Special Education",70,0,0.0,"*","*"
"Bolton School District","=""0120011""","Special Education",11,0,"*","*","*"
"Branford School District","=""0140011""","Non-Special Education",238,"*","*","*","*"
"Branford School District","=""0140011""","Special Education",33,"*","*","*","*"
"Bridgeport School District","=""0150011""","Non-Special Education",1049,98,9.3,214,20.4
"Bridgeport School District","=""0150011""","Special Education",180,37,20.6,53,29.4
"Bristol School District","=""0170011""","Non-Special Education",534,30,5.6,53,9.9
"Bristol School District","=""0170011""","Special Education",101,24,23.8,21,20.8
"Brookfield School District","=""0180011""","Non-Special Education",227,"*","*","*","*"
"Brookfield School District","=""0180011""","Special Education",15,"*","*","*","*"
"Canton School District","=""0230011""","Non-Special Education",106,"*","*",0,0.0
"Canton School District","=""0230011""","Special Education",18,"*","*",0,"*"
"Capitol Region Education Council","=""2410014""","Non-Special Education",221,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Special Education",25,"*","*","*","*"
"Cheshire School District","=""0250011""","Non-Special Education",326,"*","*","*","*"
"Cheshire School District","=""0250011""","Special Education",58,"*","*","*","*"
"Clinton School District","=""0270011""","Non-Special Education",121,"*","*","*","*"
"Clinton School District","=""0270011""","Special Education",24,"*","*","*","*"
"Colchester School District","=""0280011""","Non-Special Education",225,"*","*","*","*"
"Colchester School District","=""0280011""","Special Education",28,"*","*","*","*"
"Common Ground High School District","=""2680013""","Non-Special Education","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-Special Education",2273,11,0.5,"*","*"
"Connecticut Technical High School System","=""9000016""","Special Education",210,0,0.0,"*","*"
"Coventry School District","=""0320011""","Non-Special Education",119,"*","*","*","*"
"Coventry School District","=""0320011""","Special Education",19,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-Special Education",125,"*","*","*","*"
"Cromwell School District","=""0330011""","Special Education",20,"*","*","*","*"
"Danbury School District","=""0340011""","Non-Special Education",695,69,9.9,77,11.1
"Danbury School District","=""0340011""","Special Education",84,32,38.1,13,15.5
"Darien School District","=""0350011""","Non-Special Education",277,"*","*","*","*"
"Darien School District","=""0350011""","Special Education",39,"*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Non-Special Education","*","*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Special Education","*","*","*","*","*"
"Derby School District","=""0370011""","Non-Special Education",80,14,17.5,"*","*"
"Derby School District","=""0370011""","Special Education",11,6,"*","*","*"
"East Granby School District","=""0400011""","Non-Special Education",62,"*","*",0,0.0
"East Granby School District","=""0400011""","Special Education",9,"*","*",0,"*"
"East Haddam School District","=""0410011""","Non-Special Education",85,"*","*","*","*"
"East Haddam School District","=""0410011""","Special Education",15,"*","*",0,"*"
"East Hampton School District","=""0420011""","Non-Special Education",120,0,0.0,"*","*"
"East Hampton School District","=""0420011""","Special Education",12,"*","*","*","*"
"East Hartford School District","=""0430011""","Non-Special Education",468,28,6.0,58,12.4
"East Hartford School District","=""0430011""","Special Education",88,17,19.3,20,22.7
"East Haven School District","=""0440011""","Non-Special Education",215,"*","*","*","*"
"East Haven School District","=""0440011""","Special Education",31,"*","*","*","*"
"East Lyme School District","=""0450011""","Non-Special Education",262,"*","*","*","*"
"East Lyme School District","=""0450011""","Special Education",49,"*","*","*","*"
"East Windsor School District","=""0470011""","Non-Special Education",76,"*","*","*","*"
"East Windsor School District","=""0470011""","Special Education",20,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-Special Education",58,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Special Education",11,"*","*","*","*"
"Ellington School District","=""0480011""","Non-Special Education",179,"*","*","*","*"
"Ellington School District","=""0480011""","Special Education",19,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-Special Education",13,"*","*","*","*"
"Enfield School District","=""0490011""","Non-Special Education",379,9,2.4,24,6.3
"Enfield School District","=""0490011""","Special Education",66,11,16.7,12,18.2
"Explorations District","=""2720013""","Non-Special Education",24,"*","*","*","*"
"Explorations District","=""2720013""","Special Education",8,"*","*","*","*"
"Fairfield School District","=""0510011""","Non-Special Education",627,"*","*","*","*"
