"Four-Year Graduation Rates, 2013-14"
"All Districts, High Needs Status"

"",,,,"Graduates",
"District","District Code","High Needs Status","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","High Needs","*","*","*"
"Amistad Academy District","=""2790013""","Non-High Needs","*","*","*"
"Ansonia School District","=""0020011""","High Needs",113,"*","*"
"Ansonia School District","=""0020011""","Non-High Needs",44,"*","*"
"Avon School District","=""0040011""","High Needs",44,"*","*"
"Avon School District","=""0040011""","Non-High Needs",228,"*","*"
"Berlin School District","=""0070011""","High Needs",62,"*","*"
"Berlin School District","=""0070011""","Non-High Needs",173,"*","*"
"Bethel School District","=""0090011""","High Needs",81,68,84.0
"Bethel School District","=""0090011""","Non-High Needs",163,158,96.9
"Bloomfield School District","=""0110011""","High Needs",120,104,86.7
"Bloomfield School District","=""0110011""","Non-High Needs",49,44,89.8
"Bolton School District","=""0120011""","High Needs",18,12,"*"
"Bolton School District","=""0120011""","Non-High Needs",85,85,100.0
"Branford School District","=""0140011""","High Needs",112,91,81.3
"Branford School District","=""0140011""","Non-High Needs",187,181,96.8
"Bridgeport School District","=""0150011""","High Needs","*","*","*"
"Bridgeport School District","=""0150011""","Non-High Needs","*","*","*"
"Bristol School District","=""0170011""","High Needs",342,241,70.5
"Bristol School District","=""0170011""","Non-High Needs",357,331,92.7
"Brookfield School District","=""0180011""","High Needs",46,"*","*"
"Brookfield School District","=""0180011""","Non-High Needs",186,"*","*"
"Canton School District","=""0230011""","High Needs",24,19,79.2
"Canton School District","=""0230011""","Non-High Needs",112,109,97.3
"Capitol Region Education Council","=""2410014""","High Needs",197,171,86.8
"Capitol Region Education Council","=""2410014""","Non-High Needs",120,110,91.7
"Cheshire School District","=""0250011""","High Needs",91,"*","*"
"Cheshire School District","=""0250011""","Non-High Needs",298,"*","*"
"Clinton School District","=""0270011""","High Needs",31,25,80.6
"Clinton School District","=""0270011""","Non-High Needs",102,98,96.1
"Colchester School District","=""0280011""","High Needs",58,"*","*"
"Colchester School District","=""0280011""","Non-High Needs",190,"*","*"
"Common Ground High School District","=""2680013""","High Needs",22,"*","*"
"Common Ground High School District","=""2680013""","Non-High Needs",7,"*","*"
"Connecticut Technical High School System","=""9000016""","High Needs",1525,1455,95.4
"Connecticut Technical High School System","=""9000016""","Non-High Needs",898,874,97.3
"Coventry School District","=""0320011""","High Needs",35,30,85.7
"Coventry School District","=""0320011""","Non-High Needs",98,98,100.0
"Cromwell School District","=""0330011""","High Needs",37,25,67.6
"Cromwell School District","=""0330011""","Non-High Needs",97,97,100.0
"Danbury School District","=""0340011""","High Needs",453,306,67.5
"Danbury School District","=""0340011""","Non-High Needs",308,288,93.5
"Darien School District","=""0350011""","High Needs",64,"*","*"
"Darien School District","=""0350011""","Non-High Needs",272,"*","*"
"Department of Mental Health and Addiction Services","=""3370015""","High Needs","*","*","*"
"Derby School District","=""0370011""","High Needs",66,50,75.8
"Derby School District","=""0370011""","Non-High Needs",36,33,91.7
"East Granby School District","=""0400011""","High Needs",11,"*","*"
"East Granby School District","=""0400011""","Non-High Needs",55,"*","*"
"East Haddam School District","=""0410011""","High Needs",34,27,79.4
"East Haddam School District","=""0410011""","Non-High Needs",71,71,100.0
"East Hampton School District","=""0420011""","High Needs",20,16,80.0
"East Hampton School District","=""0420011""","Non-High Needs",101,101,100.0
"East Hartford School District","=""0430011""","High Needs",403,304,75.4
"East Hartford School District","=""0430011""","Non-High Needs",104,93,89.4
"East Haven School District","=""0440011""","High Needs",155,111,71.6
"East Haven School District","=""0440011""","Non-High Needs",105,99,94.3
"East Lyme School District","=""0450011""","High Needs",64,49,76.6
"East Lyme School District","=""0450011""","Non-High Needs",210,207,98.6
"East Windsor School District","=""0470011""","High Needs",53,45,84.9
"East Windsor School District","=""0470011""","Non-High Needs",56,52,92.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","High Needs",40,29,72.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-High Needs",26,20,76.9
"Ellington School District","=""0480011""","High Needs",41,36,87.8
"Ellington School District","=""0480011""","Non-High Needs",153,149,97.4
"Elm City College Preparatory School District","=""2890013""","High Needs","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-High Needs","*","*","*"
"Enfield School District","=""0490011""","High Needs",173,130,75.1
"Enfield School District","=""0490011""","Non-High Needs",251,236,94.0
"Explorations District","=""2720013""","High Needs","*","*","*"
"Explorations District","=""2720013""","Non-High Needs","*","*","*"
