"Four-Year Graduation Rates, 2014-15"
"All Districts, Gender"

"",,,,"Non-Graduates",,,
"District","District Code","Gender","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Female",16,"*","*",0,"*"
"Amistad Academy District","=""2790013""","Male",13,"*","*","*","*"
"Ansonia School District","=""0020011""","Female",74,"*","*","*","*"
"Ansonia School District","=""0020011""","Male",98,"*","*","*","*"
"Avon School District","=""0040011""","Female",138,"*","*","*","*"
"Avon School District","=""0040011""","Male",110,"*","*","*","*"
"Berlin School District","=""0070011""","Female",96,0,0.0,"*","*"
"Berlin School District","=""0070011""","Male",114,"*","*","*","*"
"Bethel School District","=""0090011""","Female",108,"*","*","*","*"
"Bethel School District","=""0090011""","Male",110,"*","*","*","*"
"Bloomfield School District","=""0110011""","Female",100,"*","*","*","*"
"Bloomfield School District","=""0110011""","Male",76,"*","*","*","*"
"Bolton School District","=""0120011""","Female",28,0,0.0,0,0.0
"Bolton School District","=""0120011""","Male",48,"*","*",0,0.0
"Branford School District","=""0140011""","Female",130,"*","*","*","*"
"Branford School District","=""0140011""","Male",123,"*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Female",17,0,"*","*","*"
"Bridgeport Achievement First District","=""2850013""","Male",14,"*","*",0,"*"
"Bridgeport School District","=""0150011""","Female",601,52,8.7,137,22.8
"Bridgeport School District","=""0150011""","Male",587,88,15.0,156,26.6
"Bristol School District","=""0170011""","Female",308,12,3.9,29,9.4
"Bristol School District","=""0170011""","Male",339,28,8.3,52,15.3
"Brookfield School District","=""0180011""","Female",126,"*","*","*","*"
"Brookfield School District","=""0180011""","Male",109,"*","*","*","*"
"Canton School District","=""0230011""","Female",53,"*","*","*","*"
"Canton School District","=""0230011""","Male",79,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Female",193,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Male",130,"*","*","*","*"
"Cheshire School District","=""0250011""","Female",196,"*","*",0,0.0
"Cheshire School District","=""0250011""","Male",196,"*","*",0,0.0
"Clinton School District","=""0270011""","Female",74,0,0.0,"*","*"
"Clinton School District","=""0270011""","Male",88,"*","*","*","*"
"Colchester School District","=""0280011""","Female",123,"*","*","*","*"
"Colchester School District","=""0280011""","Male",105,"*","*","*","*"
"Common Ground High School District","=""2680013""","Female",17,0,"*",0,"*"
"Common Ground High School District","=""2680013""","Male",20,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Female",958,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Male",1510,"*","*","*","*"
"Coventry School District","=""0320011""","Female",60,"*","*","*","*"
"Coventry School District","=""0320011""","Male",57,"*","*","*","*"
"Cromwell School District","=""0330011""","Female",62,"*","*",0,0.0
"Cromwell School District","=""0330011""","Male",66,"*","*","*","*"
"Danbury School District","=""0340011""","Female",378,26,6.9,39,10.3
"Danbury School District","=""0340011""","Male",394,54,13.7,58,14.7
"Darien School District","=""0350011""","Female",182,"*","*","*","*"
"Darien School District","=""0350011""","Male",152,"*","*","*","*"
"Derby School District","=""0370011""","Female",54,"*","*","*","*"
"Derby School District","=""0370011""","Male",48,"*","*","*","*"
"East Granby School District","=""0400011""","Female",30,0,0.0,0,0.0
"East Granby School District","=""0400011""","Male",31,0,0.0,0,0.0
"East Haddam School District","=""0410011""","Female",52,"*","*","*","*"
"East Haddam School District","=""0410011""","Male",61,"*","*","*","*"
"East Hampton School District","=""0420011""","Female",69,0,0.0,"*","*"
"East Hampton School District","=""0420011""","Male",58,"*","*","*","*"
"East Hartford School District","=""0430011""","Female",276,10,3.6,14,5.1
"East Hartford School District","=""0430011""","Male",290,16,5.5,28,9.7
"East Haven School District","=""0440011""","Female",119,"*","*","*","*"
"East Haven School District","=""0440011""","Male",125,"*","*","*","*"
"East Lyme School District","=""0450011""","Female",129,0,0.0,"*","*"
"East Lyme School District","=""0450011""","Male",145,"*","*","*","*"
"East Windsor School District","=""0470011""","Female",37,"*","*","*","*"
"East Windsor School District","=""0470011""","Male",53,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Female",40,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Male",32,7,21.9,"*","*"
"Ellington School District","=""0480011""","Female",101,"*","*",0,0.0
"Ellington School District","=""0480011""","Male",105,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Female","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Male","*","*","*","*","*"
"Enfield School District","=""0490011""","Female",206,8,3.9,12,5.8
"Enfield School District","=""0490011""","Male",186,7,3.8,25,13.4
"Explorations District","=""2720013""","Female",14,0,"*","*","*"
"Explorations District","=""2720013""","Male",9,0,"*","*","*"
"Fairfield School District","=""0510011""","Female",378,"*","*","*","*"
"Fairfield School District","=""0510011""","Male",339,"*","*","*","*"
"Farmington School District","=""0520011""","Female",162,"*","*","*","*"
"Farmington School District","=""0520011""","Male",173,"*","*","*","*"
"Glastonbury School District","=""0540011""","Female",258,"*","*","*","*"
"Glastonbury School District","=""0540011""","Male",266,"*","*","*","*"
"Granby School District","=""0560011""","Female",88,0,0.0,"*","*"
"Granby School District","=""0560011""","Male",77,"*","*","*","*"
"Greenwich School District","=""0570011""","Female",317,"*","*","*","*"
"Greenwich School District","=""0570011""","Male",330,"*","*","*","*"
"Griswold School District","=""0580011""","Female",79,"*","*","*","*"
"Griswold School District","=""0580011""","Male",69,"*","*","*","*"
"Groton School District","=""0590011""","Female",143,"*","*","*","*"
"Groton School District","=""0590011""","Male",129,"*","*","*","*"
"Guilford School District","=""0600011""","Female",142,"*","*","*","*"
"Guilford School District","=""0600011""","Male",132,"*","*","*","*"
"Hamden School District","=""0620011""","Female",226,"*","*","*","*"
"Hamden School District","=""0620011""","Male",239,"*","*","*","*"
"Hartford School District","=""0640011""","Female",727,63,8.7,121,16.6
"Hartford School District","=""0640011""","Male",757,109,14.4,150,19.8
"Killingly School District","=""0690011""","Female",104,8,7.7,11,10.6
"Killingly School District","=""0690011""","Male",99,13,13.1,15,15.2
"Learn","=""2450014""","Female",90,0,0.0,"*","*"
"Learn","=""2450014""","Male",86,"*","*","*","*"
