"Four-Year Graduation Rates, 2011-12"
"All Districts, Gender"

"",,,,"Non-Graduates",,,
"District","District Code","Gender","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Female",8,"*","*","*","*"
"Amistad Academy District","=""2790013""","Male",13,"*","*","*","*"
"Ansonia School District","=""0020011""","Female",99,"*","*","*","*"
"Ansonia School District","=""0020011""","Male",106,"*","*","*","*"
"Avon School District","=""0040011""","Female",141,"*","*","*","*"
"Avon School District","=""0040011""","Male",144,"*","*","*","*"
"Berlin School District","=""0070011""","Female",147,"*","*","*","*"
"Berlin School District","=""0070011""","Male",116,"*","*","*","*"
"Bethel School District","=""0090011""","Female",128,"*","*","*","*"
"Bethel School District","=""0090011""","Male",111,"*","*","*","*"
"Bloomfield School District","=""0110011""","Female",104,"*","*","*","*"
"Bloomfield School District","=""0110011""","Male",92,"*","*","*","*"
"Bolton School District","=""0120011""","Female",37,"*","*","*","*"
"Bolton School District","=""0120011""","Male",36,"*","*","*","*"
"Branford School District","=""0140011""","Female",129,"*","*","*","*"
"Branford School District","=""0140011""","Male",129,"*","*","*","*"
"Bridgeport School District","=""0150011""","Female",632,42,6.6,131,20.7
"Bridgeport School District","=""0150011""","Male",641,76,11.9,179,27.9
"Bristol School District","=""0170011""","Female",319,14,4.4,27,8.5
"Bristol School District","=""0170011""","Male",312,27,8.7,26,8.3
"Brookfield School District","=""0180011""","Female",141,"*","*","*","*"
"Brookfield School District","=""0180011""","Male",113,"*","*",0,0.0
"Canton School District","=""0230011""","Female",61,0,0.0,0,0.0
"Canton School District","=""0230011""","Male",58,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Female",167,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Male",168,"*","*","*","*"
"Cheshire School District","=""0250011""","Female",199,"*","*","*","*"
"Cheshire School District","=""0250011""","Male",212,"*","*","*","*"
"Clinton School District","=""0270011""","Female",61,0,0.0,"*","*"
"Clinton School District","=""0270011""","Male",62,"*","*","*","*"
"Colchester School District","=""0280011""","Female",140,"*","*","*","*"
"Colchester School District","=""0280011""","Male",106,"*","*","*","*"
"Common Ground High School District","=""2680013""","Female",13,"*","*","*","*"
"Common Ground High School District","=""2680013""","Male",18,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Female",948,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Male",1583,"*","*","*","*"
"Coventry School District","=""0320011""","Female",70,"*","*","*","*"
"Coventry School District","=""0320011""","Male",83,"*","*","*","*"
"Cromwell School District","=""0330011""","Female",74,"*","*","*","*"
"Cromwell School District","=""0330011""","Male",78,"*","*","*","*"
"Danbury School District","=""0340011""","Female",393,34,8.7,39,9.9
"Danbury School District","=""0340011""","Male",364,58,15.9,45,12.4
"Darien School District","=""0350011""","Female",162,0,0.0,"*","*"
"Darien School District","=""0350011""","Male",149,"*","*","*","*"
"Derby School District","=""0370011""","Female",49,"*","*","*","*"
"Derby School District","=""0370011""","Male",57,"*","*","*","*"
"East Granby School District","=""0400011""","Female",31,0,0.0,"*","*"
"East Granby School District","=""0400011""","Male",30,"*","*","*","*"
"East Haddam School District","=""0410011""","Female",58,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Male",44,"*","*","*","*"
"East Hampton School District","=""0420011""","Female",77,"*","*","*","*"
"East Hampton School District","=""0420011""","Male",88,"*","*","*","*"
"East Hartford School District","=""0430011""","Female",292,15,5.1,35,12.0
"East Hartford School District","=""0430011""","Male",299,42,14.0,46,15.4
"East Haven School District","=""0440011""","Female",119,8,6.7,16,13.4
"East Haven School District","=""0440011""","Male",111,11,9.9,29,26.1
"East Lyme School District","=""0450011""","Female",159,"*","*","*","*"
"East Lyme School District","=""0450011""","Male",144,"*","*","*","*"
"East Windsor School District","=""0470011""","Female",45,"*","*","*","*"
"East Windsor School District","=""0470011""","Male",44,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Female",47,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Male",39,"*","*","*","*"
"Ellington School District","=""0480011""","Female",100,"*","*","*","*"
"Ellington School District","=""0480011""","Male",103,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Female",10,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Male",9,"*","*",0,"*"
"Enfield School District","=""0490011""","Female",254,12,4.7,16,6.3
"Enfield School District","=""0490011""","Male",258,18,7.0,30,11.6
"Explorations District","=""2720013""","Female",18,0,"*","*","*"
"Explorations District","=""2720013""","Male",10,0,"*","*","*"
"Fairfield School District","=""0510011""","Female",383,11,2.9,9,2.3
"Fairfield School District","=""0510011""","Male",307,11,3.6,9,2.9
"Farmington School District","=""0520011""","Female",152,"*","*","*","*"
"Farmington School District","=""0520011""","Male",152,"*","*","*","*"
"Glastonbury School District","=""0540011""","Female",247,"*","*","*","*"
"Glastonbury School District","=""0540011""","Male",265,"*","*","*","*"
"Granby School District","=""0560011""","Female",98,"*","*","*","*"
"Granby School District","=""0560011""","Male",91,0,0.0,"*","*"
"Greenwich School District","=""0570011""","Female",315,7,2.2,9,2.9
"Greenwich School District","=""0570011""","Male",331,21,6.3,13,3.9
"Griswold School District","=""0580011""","Female",86,"*","*","*","*"
"Griswold School District","=""0580011""","Male",98,"*","*","*","*"
"Groton School District","=""0590011""","Female",167,6,3.6,29,17.4
"Groton School District","=""0590011""","Male",178,7,3.9,21,11.8
"Guilford School District","=""0600011""","Female",149,"*","*","*","*"
"Guilford School District","=""0600011""","Male",138,"*","*","*","*"
"Hamden School District","=""0620011""","Female",258,11,4.3,20,7.8
