"Four-Year Graduation Rates, 2010-11"
"All Districts, Gender"

"",,,,"Graduates",
"District","District Code","Gender","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Female",17,11,"*"
"Amistad Academy District","=""2790013""","Male",12,6,"*"
"Ansonia School District","=""0020011""","Female",94,68,72.3
"Ansonia School District","=""0020011""","Male",94,62,66.0
"Avon School District","=""0040011""","Female",136,133,97.8
"Avon School District","=""0040011""","Male",118,110,93.2
"Berlin School District","=""0070011""","Female",125,117,93.6
"Berlin School District","=""0070011""","Male",136,128,94.1
"Bethel School District","=""0090011""","Female",133,127,95.5
"Bethel School District","=""0090011""","Male",117,105,89.7
"Bloomfield School District","=""0110011""","Female",92,76,82.6
"Bloomfield School District","=""0110011""","Male",95,63,66.3
"Bolton School District","=""0120011""","Female",48,"*","*"
"Bolton School District","=""0120011""","Male",26,"*","*"
"Branford School District","=""0140011""","Female",135,128,94.8
"Branford School District","=""0140011""","Male",149,138,92.6
"Bridgeport School District","=""0150011""","Female",695,470,67.6
"Bridgeport School District","=""0150011""","Male",742,399,53.8
"Bristol School District","=""0170011""","Female",357,287,80.4
"Bristol School District","=""0170011""","Male",352,257,73.0
"Brookfield School District","=""0180011""","Female",121,117,96.7
"Brookfield School District","=""0180011""","Male",144,134,93.1
"Canton School District","=""0230011""","Female",56,53,94.6
"Canton School District","=""0230011""","Male",64,60,93.8
"Capitol Region Education Council","=""2410014""","Female",172,148,86.0
"Capitol Region Education Council","=""2410014""","Male",127,102,80.3
"Cheshire School District","=""0250011""","Female",164,161,98.2
"Cheshire School District","=""0250011""","Male",211,195,92.4
"Clinton School District","=""0270011""","Female",78,76,97.4
"Clinton School District","=""0270011""","Male",67,58,86.6
"Colchester School District","=""0280011""","Female",122,119,97.5
"Colchester School District","=""0280011""","Male",128,113,88.3
"Common Ground High School District","=""2680013""","Female",21,19,90.5
"Common Ground High School District","=""2680013""","Male",17,14,"*"
"Connecticut Technical High School System","=""9000016""","Female",838,774,92.4
"Connecticut Technical High School System","=""9000016""","Male",1505,1415,94.0
"Coventry School District","=""0320011""","Female",86,79,91.9
"Coventry School District","=""0320011""","Male",67,59,88.1
"Cromwell School District","=""0330011""","Female",94,89,94.7
"Cromwell School District","=""0330011""","Male",76,70,92.1
"Danbury School District","=""0340011""","Female",365,299,81.9
"Danbury School District","=""0340011""","Male",393,286,72.8
"Darien School District","=""0350011""","Female",161,157,97.5
"Darien School District","=""0350011""","Male",166,156,94.0
"Derby School District","=""0370011""","Female",56,46,82.1
"Derby School District","=""0370011""","Male",69,43,62.3
"East Granby School District","=""0400011""","Female",39,"*","*"
"East Granby School District","=""0400011""","Male",37,"*","*"
"East Haddam School District","=""0410011""","Female",47,"*","*"
"East Haddam School District","=""0410011""","Male",50,"*","*"
"East Hampton School District","=""0420011""","Female",66,62,93.9
"East Hampton School District","=""0420011""","Male",73,65,89.0
"East Hartford School District","=""0430011""","Female",306,258,84.3
"East Hartford School District","=""0430011""","Male",292,218,74.7
"East Haven School District","=""0440011""","Female",152,135,88.8
