"Four-Year Graduation Rates, 2010-11"
"All Districts, English Learner Status"

"",,,,"Non-Graduates",,,
"District","District Code","English Learner Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Non-ELL",29,"*","*","*","*"
"Ansonia School District","=""0020011""","Non-ELL","*","*","*","*","*"
"Ansonia School District","=""0020011""","ELL","*","*","*","*","*"
"Avon School District","=""0040011""","Non-ELL","*","*","*","*","*"
"Avon School District","=""0040011""","ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","Non-ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","Non-ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","ELL","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Non-ELL","*","*","*","*","*"
"Bloomfield School District","=""0110011""","ELL","*","*","*","*","*"
"Bolton School District","=""0120011""","Non-ELL",74,0,0.0,"*","*"
"Branford School District","=""0140011""","Non-ELL","*","*","*","*","*"
"Branford School District","=""0140011""","ELL","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Non-ELL",1231,168,13.6,301,24.5
"Bridgeport School District","=""0150011""","ELL",206,21,10.2,78,37.9
"Bristol School District","=""0170011""","Non-ELL",698,"*","*","*","*"
"Bristol School District","=""0170011""","ELL",11,"*","*","*","*"
"Brookfield School District","=""0180011""","Non-ELL","*","*","*","*","*"
"Brookfield School District","=""0180011""","ELL","*","*","*","*","*"
"Canton School District","=""0230011""","Non-ELL","*","*","*","*","*"
"Canton School District","=""0230011""","ELL","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Non-ELL",293,16,5.5,"*","*"
"Capitol Region Education Council","=""2410014""","ELL",6,0,"*","*","*"
"Cheshire School District","=""0250011""","Non-ELL","*","*","*","*","*"
"Cheshire School District","=""0250011""","ELL","*","*","*","*","*"
"Clinton School District","=""0270011""","Non-ELL","*","*","*","*","*"
"Clinton School District","=""0270011""","ELL","*","*","*","*","*"
"Colchester School District","=""0280011""","Non-ELL","*","*","*","*","*"
"Colchester School District","=""0280011""","ELL","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Non-ELL",38,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-ELL",2269,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","ELL",74,"*","*","*","*"
"Coventry School District","=""0320011""","Non-ELL",153,8,5.2,7,4.6
"Cromwell School District","=""0330011""","Non-ELL","*","*","*","*","*"
"Cromwell School District","=""0330011""","ELL","*","*","*","*","*"
"Danbury School District","=""0340011""","Non-ELL",642,57,8.9,69,10.7
"Danbury School District","=""0340011""","ELL",116,18,15.5,29,25.0
"Darien School District","=""0350011""","Non-ELL","*","*","*","*","*"
"Darien School District","=""0350011""","ELL","*","*","*","*","*"
"Derby School District","=""0370011""","Non-ELL","*","*","*","*","*"
"Derby School District","=""0370011""","ELL","*","*","*","*","*"
"East Granby School District","=""0400011""","Non-ELL",76,"*","*","*","*"
"East Haddam School District","=""0410011""","Non-ELL",97,"*","*","*","*"
"East Hampton School District","=""0420011""","Non-ELL",139,"*","*","*","*"
"East Hartford School District","=""0430011""","Non-ELL",564,"*","*","*","*"
"East Hartford School District","=""0430011""","ELL",34,"*","*","*","*"
"East Haven School District","=""0440011""","Non-ELL",286,"*","*","*","*"
"East Haven School District","=""0440011""","ELL",14,"*","*","*","*"
"East Lyme School District","=""0450011""","Non-ELL",325,"*","*","*","*"
"East Windsor School District","=""0470011""","Non-ELL","*","*","*","*","*"
"East Windsor School District","=""0470011""","ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELL","*","*","*","*","*"
"Ellington School District","=""0480011""","Non-ELL","*","*","*","*","*"
"Ellington School District","=""0480011""","ELL","*","*","*","*","*"
"Enfield School District","=""0490011""","Non-ELL","*","*","*","*","*"
"Enfield School District","=""0490011""","ELL","*","*","*","*","*"
"Explorations District","=""2720013""","Non-ELL",34,8,23.5,8,23.5
"Fairfield School District","=""0510011""","Non-ELL",642,"*","*","*","*"
"Fairfield School District","=""0510011""","ELL",14,"*","*","*","*"
"Farmington School District","=""0520011""","Non-ELL","*","*","*","*","*"
"Farmington School District","=""0520011""","ELL","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Non-ELL","*","*","*","*","*"
"Glastonbury School District","=""0540011""","ELL","*","*","*","*","*"
"Granby School District","=""0560011""","Non-ELL",194,"*","*","*","*"
"Greenwich School District","=""0570011""","Non-ELL",602,"*","*","*","*"
"Greenwich School District","=""0570011""","ELL",30,"*","*","*","*"
"Griswold School District","=""0580011""","Non-ELL",200,14,7.0,24,12.0
"Groton School District","=""0590011""","Non-ELL",329,11,3.3,"*","*"
"Groton School District","=""0590011""","ELL",7,0,"*","*","*"
"Guilford School District","=""0600011""","Non-ELL","*","*","*","*","*"
"Guilford School District","=""0600011""","ELL","*","*","*","*","*"
"Hamden School District","=""0620011""","Non-ELL",575,"*","*",55,9.6
"Hamden School District","=""0620011""","ELL",11,"*","*",0,"*"
"Hartford School District","=""0640011""","Non-ELL",1346,148,11.0,306,22.7
"Hartford School District","=""0640011""","ELL",257,35,13.6,100,38.9
"Killingly School District","=""0690011""","Non-ELL","*","*","*","*","*"
"Killingly School District","=""0690011""","ELL","*","*","*","*","*"
"Lebanon School District","=""0710011""","Non-ELL",160,"*","*","*","*"
"Ledyard School District","=""0720011""","Non-ELL","*","*","*","*","*"
"Ledyard School District","=""0720011""","ELL","*","*","*","*","*"
"Lisbon School District","=""0730011""","Non-ELL","*","*","*","*","*"
"Litchfield School District","=""0740011""","Non-ELL","*","*","*","*","*"
"Litchfield School District","=""0740011""","ELL","*","*","*","*","*"
"Madison School District","=""0760011""","Non-ELL",317,"*","*","*","*"
"Manchester School District","=""0770011""","Non-ELL",505,"*","*","*","*"
"Manchester School District","=""0770011""","ELL",29,"*","*","*","*"
