"Four-Year Graduation Rates, 2010-11"
"All Districts, Gender"

"",,,,"Non-Graduates",,,
"District","District Code","Gender","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Female",17,"*","*","*","*"
"Amistad Academy District","=""2790013""","Male",12,"*","*","*","*"
"Ansonia School District","=""0020011""","Female",94,8,8.5,18,19.1
"Ansonia School District","=""0020011""","Male",94,15,16.0,17,18.1
"Avon School District","=""0040011""","Female",136,"*","*","*","*"
"Avon School District","=""0040011""","Male",118,"*","*","*","*"
"Berlin School District","=""0070011""","Female",125,"*","*","*","*"
"Berlin School District","=""0070011""","Male",136,"*","*","*","*"
"Bethel School District","=""0090011""","Female",133,"*","*","*","*"
"Bethel School District","=""0090011""","Male",117,"*","*","*","*"
"Bloomfield School District","=""0110011""","Female",92,7,7.6,9,9.8
"Bloomfield School District","=""0110011""","Male",95,20,21.1,12,12.6
"Bolton School District","=""0120011""","Female",48,0,0.0,"*","*"
"Bolton School District","=""0120011""","Male",26,0,0.0,"*","*"
"Branford School District","=""0140011""","Female",135,"*","*","*","*"
"Branford School District","=""0140011""","Male",149,"*","*","*","*"
"Bridgeport School District","=""0150011""","Female",695,62,8.9,163,23.5
"Bridgeport School District","=""0150011""","Male",742,127,17.1,216,29.1
"Bristol School District","=""0170011""","Female",357,27,7.6,43,12.0
"Bristol School District","=""0170011""","Male",352,41,11.6,54,15.3
"Brookfield School District","=""0180011""","Female",121,"*","*","*","*"
"Brookfield School District","=""0180011""","Male",144,"*","*","*","*"
"Canton School District","=""0230011""","Female",56,"*","*","*","*"
"Canton School District","=""0230011""","Male",64,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Female",172,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Male",127,"*","*","*","*"
"Cheshire School District","=""0250011""","Female",164,"*","*","*","*"
"Cheshire School District","=""0250011""","Male",211,"*","*","*","*"
"Clinton School District","=""0270011""","Female",78,"*","*","*","*"
"Clinton School District","=""0270011""","Male",67,"*","*","*","*"
"Colchester School District","=""0280011""","Female",122,"*","*","*","*"
"Colchester School District","=""0280011""","Male",128,"*","*","*","*"
"Common Ground High School District","=""2680013""","Female",21,"*","*","*","*"
"Common Ground High School District","=""2680013""","Male",17,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Female",838,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Male",1505,"*","*","*","*"
"Coventry School District","=""0320011""","Female",86,"*","*","*","*"
"Coventry School District","=""0320011""","Male",67,"*","*","*","*"
"Cromwell School District","=""0330011""","Female",94,"*","*","*","*"
"Cromwell School District","=""0330011""","Male",76,"*","*","*","*"
"Danbury School District","=""0340011""","Female",365,26,7.1,40,11.0
"Danbury School District","=""0340011""","Male",393,49,12.5,58,14.8
"Darien School District","=""0350011""","Female",161,"*","*","*","*"
"Darien School District","=""0350011""","Male",166,"*","*","*","*"
