"Four-Year Graduation Rates, 2012-13"
"All Districts, Special Education Status"

"",,,,"Graduates",
"District","District Code","Special Education Status","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Non-Special Education","*","*","*"
"Amistad Academy District","=""2790013""","Special Education","*","*","*"
"Ansonia School District","=""0020011""","Non-Special Education",187,144,77.0
"Ansonia School District","=""0020011""","Special Education",25,16,64.0
"Avon School District","=""0040011""","Non-Special Education",230,224,97.4
"Avon School District","=""0040011""","Special Education",33,28,84.8
"Berlin School District","=""0070011""","Non-Special Education",238,231,97.1
"Berlin School District","=""0070011""","Special Education",24,21,87.5
"Bethel School District","=""0090011""","Non-Special Education",212,204,96.2
"Bethel School District","=""0090011""","Special Education",22,13,59.1
"Bloomfield School District","=""0110011""","Non-Special Education",146,132,90.4
"Bloomfield School District","=""0110011""","Special Education",19,14,"*"
"Bolton School District","=""0120011""","Non-Special Education",70,"*","*"
"Bolton School District","=""0120011""","Special Education",11,"*","*"
"Branford School District","=""0140011""","Non-Special Education",238,224,94.1
"Branford School District","=""0140011""","Special Education",33,26,78.8
"Bridgeport School District","=""0150011""","Non-Special Education",1049,737,70.3
"Bridgeport School District","=""0150011""","Special Education",180,90,50.0
"Bristol School District","=""0170011""","Non-Special Education",534,451,84.5
"Bristol School District","=""0170011""","Special Education",101,56,55.4
"Brookfield School District","=""0180011""","Non-Special Education",227,220,96.9
"Brookfield School District","=""0180011""","Special Education",15,12,"*"
"Canton School District","=""0230011""","Non-Special Education",106,"*","*"
"Canton School District","=""0230011""","Special Education",18,"*","*"
"Capitol Region Education Council","=""2410014""","Non-Special Education",221,191,86.4
"Capitol Region Education Council","=""2410014""","Special Education",25,18,72.0
"Cheshire School District","=""0250011""","Non-Special Education",326,319,97.9
"Cheshire School District","=""0250011""","Special Education",58,43,74.1
"Clinton School District","=""0270011""","Non-Special Education",121,112,92.6
"Clinton School District","=""0270011""","Special Education",24,16,66.7
"Colchester School District","=""0280011""","Non-Special Education",225,215,95.6
"Colchester School District","=""0280011""","Special Education",28,21,75.0
"Common Ground High School District","=""2680013""","Non-Special Education","*","*","*"
"Common Ground High School District","=""2680013""","Special Education","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-Special Education",2273,"*","*"
"Connecticut Technical High School System","=""9000016""","Special Education",210,"*","*"
"Coventry School District","=""0320011""","Non-Special Education",119,111,93.3
"Coventry School District","=""0320011""","Special Education",19,14,"*"
"Cromwell School District","=""0330011""","Non-Special Education",125,119,95.2
"Cromwell School District","=""0330011""","Special Education",20,14,70.0
"Danbury School District","=""0340011""","Non-Special Education",695,549,79.0
"Danbury School District","=""0340011""","Special Education",84,39,46.4
"Darien School District","=""0350011""","Non-Special Education",277,273,98.6
"Darien School District","=""0350011""","Special Education",39,34,87.2
"Department of Mental Health and Addiction Services","=""3370015""","Non-Special Education","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Special Education","*","*","*"
"Derby School District","=""0370011""","Non-Special Education",80,"*","*"
"Derby School District","=""0370011""","Special Education",11,"*","*"
"East Granby School District","=""0400011""","Non-Special Education",62,"*","*"
"East Granby School District","=""0400011""","Special Education",9,"*","*"
"East Haddam School District","=""0410011""","Non-Special Education",85,"*","*"
"East Haddam School District","=""0410011""","Special Education",15,"*","*"
"East Hampton School District","=""0420011""","Non-Special Education",120,"*","*"
"East Hampton School District","=""0420011""","Special Education",12,"*","*"
"East Hartford School District","=""0430011""","Non-Special Education",468,382,81.6
"East Hartford School District","=""0430011""","Special Education",88,50,56.8
"East Haven School District","=""0440011""","Non-Special Education",215,167,77.7
"East Haven School District","=""0440011""","Special Education",31,15,48.4
"East Lyme School District","=""0450011""","Non-Special Education",262,258,98.5
"East Lyme School District","=""0450011""","Special Education",49,35,71.4
"East Windsor School District","=""0470011""","Non-Special Education",76,67,88.2
"East Windsor School District","=""0470011""","Special Education",20,12,60.0
