"Four-Year Graduation Rates, 2010-11"
"All Districts, English Learner Status"

"",,,,"Graduates",
"District","District Code","English Learner Status","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Non-ELL",29,17,58.6
"Ansonia School District","=""0020011""","Non-ELL","*","*","*"
"Ansonia School District","=""0020011""","ELL","*","*","*"
"Avon School District","=""0040011""","Non-ELL","*","*","*"
"Avon School District","=""0040011""","ELL","*","*","*"
"Berlin School District","=""0070011""","Non-ELL","*","*","*"
"Berlin School District","=""0070011""","ELL","*","*","*"
"Bethel School District","=""0090011""","Non-ELL","*","*","*"
"Bethel School District","=""0090011""","ELL","*","*","*"
"Bloomfield School District","=""0110011""","Non-ELL","*","*","*"
"Bloomfield School District","=""0110011""","ELL","*","*","*"
"Bolton School District","=""0120011""","Non-ELL",74,"*","*"
"Branford School District","=""0140011""","Non-ELL","*","*","*"
"Branford School District","=""0140011""","ELL","*","*","*"
"Bridgeport School District","=""0150011""","Non-ELL",1231,762,61.9
"Bridgeport School District","=""0150011""","ELL",206,107,51.9
"Bristol School District","=""0170011""","Non-ELL",698,536,76.8
"Bristol School District","=""0170011""","ELL",11,8,"*"
"Brookfield School District","=""0180011""","Non-ELL","*","*","*"
"Brookfield School District","=""0180011""","ELL","*","*","*"
"Canton School District","=""0230011""","Non-ELL","*","*","*"
"Canton School District","=""0230011""","ELL","*","*","*"
"Capitol Region Education Council","=""2410014""","Non-ELL",293,"*","*"
"Capitol Region Education Council","=""2410014""","ELL",6,"*","*"
"Cheshire School District","=""0250011""","Non-ELL","*","*","*"
"Cheshire School District","=""0250011""","ELL","*","*","*"
"Clinton School District","=""0270011""","Non-ELL","*","*","*"
"Clinton School District","=""0270011""","ELL","*","*","*"
"Colchester School District","=""0280011""","Non-ELL","*","*","*"
"Colchester School District","=""0280011""","ELL","*","*","*"
"Common Ground High School District","=""2680013""","Non-ELL",38,33,86.8
"Connecticut Technical High School System","=""9000016""","Non-ELL",2269,2126,93.7
