"Four-Year Graduation Rates, 2014-15"
"All Districts, Gender"

"",,,,"Graduates",
"District","District Code","Gender","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Female",16,"*","*"
"Amistad Academy District","=""2790013""","Male",13,"*","*"
"Ansonia School District","=""0020011""","Female",74,64,86.5
"Ansonia School District","=""0020011""","Male",98,80,81.6
"Avon School District","=""0040011""","Female",138,133,96.4
"Avon School District","=""0040011""","Male",110,105,95.5
"Berlin School District","=""0070011""","Female",96,"*","*"
"Berlin School District","=""0070011""","Male",114,"*","*"
"Bethel School District","=""0090011""","Female",108,105,97.2
"Bethel School District","=""0090011""","Male",110,104,94.5
"Bloomfield School District","=""0110011""","Female",100,87,87.0
"Bloomfield School District","=""0110011""","Male",76,67,88.2
"Bolton School District","=""0120011""","Female",28,"*","*"
"Bolton School District","=""0120011""","Male",48,"*","*"
"Branford School District","=""0140011""","Female",130,123,94.6
"Branford School District","=""0140011""","Male",123,105,85.4
"Bridgeport Achievement First District","=""2850013""","Female",17,"*","*"
"Bridgeport Achievement First District","=""2850013""","Male",14,"*","*"
"Bridgeport School District","=""0150011""","Female",601,412,68.6
"Bridgeport School District","=""0150011""","Male",587,343,58.4
"Bristol School District","=""0170011""","Female",308,267,86.7
"Bristol School District","=""0170011""","Male",339,259,76.4
"Brookfield School District","=""0180011""","Female",126,122,96.8
"Brookfield School District","=""0180011""","Male",109,102,93.6
"Canton School District","=""0230011""","Female",53,51,96.2
"Canton School District","=""0230011""","Male",79,75,94.9
"Capitol Region Education Council","=""2410014""","Female",193,178,92.2
"Capitol Region Education Council","=""2410014""","Male",130,114,87.7
"Cheshire School District","=""0250011""","Female",196,"*","*"
"Cheshire School District","=""0250011""","Male",196,"*","*"
"Clinton School District","=""0270011""","Female",74,"*","*"
"Clinton School District","=""0270011""","Male",88,"*","*"
"Colchester School District","=""0280011""","Female",123,116,94.3
"Colchester School District","=""0280011""","Male",105,94,89.5
"Common Ground High School District","=""2680013""","Female",17,17,"*"
"Common Ground High School District","=""2680013""","Male",20,20,100.0
"Connecticut Technical High School System","=""9000016""","Female",958,923,96.3
"Connecticut Technical High School System","=""9000016""","Male",1510,1481,98.1
"Coventry School District","=""0320011""","Female",60,57,95.0
"Coventry School District","=""0320011""","Male",57,52,91.2
"Cromwell School District","=""0330011""","Female",62,"*","*"
"Cromwell School District","=""0330011""","Male",66,"*","*"
"Danbury School District","=""0340011""","Female",378,313,82.8
"Danbury School District","=""0340011""","Male",394,282,71.6
"Darien School District","=""0350011""","Female",182,178,97.8
"Darien School District","=""0350011""","Male",152,145,95.4
"Derby School District","=""0370011""","Female",54,47,87.0
"Derby School District","=""0370011""","Male",48,38,79.2
"East Granby School District","=""0400011""","Female",30,30,100.0
"East Granby School District","=""0400011""","Male",31,31,100.0
"East Haddam School District","=""0410011""","Female",52,48,92.3
"East Haddam School District","=""0410011""","Male",61,54,88.5
"East Hampton School District","=""0420011""","Female",69,"*","*"
"East Hampton School District","=""0420011""","Male",58,"*","*"
"East Hartford School District","=""0430011""","Female",276,252,91.3
"East Hartford School District","=""0430011""","Male",290,246,84.8
"East Haven School District","=""0440011""","Female",119,92,77.3
