"Four-Year Graduation Rates, 2012-13"
"All Districts, High Needs Status"

"",,,,"Non-Graduates",,,
"District","District Code","High Needs Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","High Needs","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Non-High Needs","*","*","*","*","*"
"Ansonia School District","=""0020011""","High Needs",158,"*","*","*","*"
"Ansonia School District","=""0020011""","Non-High Needs",54,"*","*","*","*"
"Avon School District","=""0040011""","High Needs",47,"*","*","*","*"
"Avon School District","=""0040011""","Non-High Needs",216,"*","*",0,0.0
"Berlin School District","=""0070011""","High Needs",51,"*","*","*","*"
"Berlin School District","=""0070011""","Non-High Needs",211,0,0.0,"*","*"
"Bethel School District","=""0090011""","High Needs",61,"*","*","*","*"
"Bethel School District","=""0090011""","Non-High Needs",173,"*","*",0,0.0
"Bloomfield School District","=""0110011""","High Needs",99,9,9.1,"*","*"
"Bloomfield School District","=""0110011""","Non-High Needs",66,0,0.0,"*","*"
"Bolton School District","=""0120011""","High Needs",20,0,0.0,"*","*"
"Bolton School District","=""0120011""","Non-High Needs",61,0,0.0,"*","*"
"Branford School District","=""0140011""","High Needs",83,"*","*","*","*"
"Branford School District","=""0140011""","Non-High Needs",188,"*","*","*","*"
"Bridgeport School District","=""0150011""","High Needs",1221,135,11.1,"*","*"
"Bridgeport School District","=""0150011""","Non-High Needs",8,0,"*","*","*"
"Bristol School District","=""0170011""","High Needs",306,43,14.1,63,20.6
"Bristol School District","=""0170011""","Non-High Needs",329,11,3.3,11,3.3
"Brookfield School District","=""0180011""","High Needs",42,"*","*","*","*"
"Brookfield School District","=""0180011""","Non-High Needs",200,"*","*","*","*"
"Canton School District","=""0230011""","High Needs",32,"*","*",0,0.0
"Canton School District","=""0230011""","Non-High Needs",92,"*","*",0,0.0
"Capitol Region Education Council","=""2410014""","High Needs",142,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Non-High Needs",104,"*","*","*","*"
"Cheshire School District","=""0250011""","High Needs",88,"*","*","*","*"
"Cheshire School District","=""0250011""","Non-High Needs",296,"*","*","*","*"
"Clinton School District","=""0270011""","High Needs",54,"*","*","*","*"
"Clinton School District","=""0270011""","Non-High Needs",91,"*","*","*","*"
"Colchester School District","=""0280011""","High Needs",55,"*","*","*","*"
"Colchester School District","=""0280011""","Non-High Needs",198,"*","*","*","*"
"Common Ground High School District","=""2680013""","High Needs",30,"*","*","*","*"
"Common Ground High School District","=""2680013""","Non-High Needs",8,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","High Needs",1451,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-High Needs",1032,"*","*","*","*"
"Coventry School District","=""0320011""","High Needs",43,"*","*","*","*"
"Coventry School District","=""0320011""","Non-High Needs",95,0,0.0,"*","*"
"Cromwell School District","=""0330011""","High Needs",46,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-High Needs",99,0,0.0,"*","*"
"Danbury School District","=""0340011""","High Needs",446,94,21.1,76,17.0
"Danbury School District","=""0340011""","Non-High Needs",333,7,2.1,14,4.2
"Darien School District","=""0350011""","High Needs",45,"*","*","*","*"
"Darien School District","=""0350011""","Non-High Needs",271,"*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","High Needs","*","*","*","*","*"
"Derby School District","=""0370011""","High Needs",60,"*","*","*","*"
"Derby School District","=""0370011""","Non-High Needs",31,"*","*","*","*"
"East Granby School District","=""0400011""","High Needs",12,"*","*",0,"*"
"East Granby School District","=""0400011""","Non-High Needs",59,"*","*",0,0.0
"East Haddam School District","=""0410011""","High Needs",25,"*","*","*","*"
"East Haddam School District","=""0410011""","Non-High Needs",75,0,0.0,0,0.0
"East Hampton School District","=""0420011""","High Needs",27,"*","*","*","*"
"East Hampton School District","=""0420011""","Non-High Needs",105,0,0.0,"*","*"
"East Hartford School District","=""0430011""","High Needs",426,"*","*","*","*"
"East Hartford School District","=""0430011""","Non-High Needs",130,"*","*","*","*"
"East Haven School District","=""0440011""","High Needs",139,"*","*","*","*"
"East Haven School District","=""0440011""","Non-High Needs",107,"*","*","*","*"
"East Lyme School District","=""0450011""","High Needs",71,"*","*","*","*"
"East Lyme School District","=""0450011""","Non-High Needs",240,"*","*","*","*"
"East Windsor School District","=""0470011""","High Needs",52,"*","*","*","*"
"East Windsor School District","=""0470011""","Non-High Needs",44,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","High Needs",37,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-High Needs",32,"*","*","*","*"
"Ellington School District","=""0480011""","High Needs",39,"*","*","*","*"
"Ellington School District","=""0480011""","Non-High Needs",159,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","High Needs","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-High Needs","*","*","*","*","*"
"Enfield School District","=""0490011""","High Needs",172,"*","*","*","*"
"Enfield School District","=""0490011""","Non-High Needs",273,"*","*","*","*"
"Explorations District","=""2720013""","High Needs",18,"*","*","*","*"
"Explorations District","=""2720013""","Non-High Needs",14,0,"*","*","*"
"Fairfield School District","=""0510011""","High Needs",182,"*","*","*","*"
"Fairfield School District","=""0510011""","Non-High Needs",526,"*","*","*","*"
"Farmington School District","=""0520011""","High Needs",64,"*","*",6,9.4
"Farmington School District","=""0520011""","Non-High Needs",262,"*","*",0,0.0
"Glastonbury School District","=""0540011""","High Needs",92,"*","*","*","*"
"Glastonbury School District","=""0540011""","Non-High Needs",460,0,0.0,"*","*"
"Granby School District","=""0560011""","High Needs",30,"*","*","*","*"
"Granby School District","=""0560011""","Non-High Needs",167,"*","*",0,0.0
"Greenwich School District","=""0570011""","High Needs",190,"*","*","*","*"
"Greenwich School District","=""0570011""","Non-High Needs",501,"*","*","*","*"
"Griswold School District","=""0580011""","High Needs",75,"*","*","*","*"
"Griswold School District","=""0580011""","Non-High Needs",95,"*","*","*","*"
"Groton School District","=""0590011""","High Needs",148,"*","*","*","*"
"Groton School District","=""0590011""","Non-High Needs",179,"*","*","*","*"
"Guilford School District","=""0600011""","High Needs",59,"*","*","*","*"
