"FTE Staffing Report for 2004-05"

"District","School","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Amistad Academy","Special Education - Paraprofessional Instructional Assistants","Non-Certified",0.0
="Andover School District",="Andover Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5
="Ansonia School District",="Ansonia High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Ansonia Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Mead School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Prendergast School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
="Area Cooperative Educational Services",="Collaborative Alternative Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Thomas Edison Magnet Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Wintergreen Interdistrict Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.3
="Ashford School District",="Ashford School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
="Avon School District",="Avon High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Avon Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Pine Grove School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Roaring Brook School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Thompson Brook School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Barkhamsted School District",="Barkhamsted Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5
="Berlin School District",="Berlin High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.4
,="Catherine M. McGee Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.8
,="Emma Hart Willard School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.9
,="Mary E. Griswold School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.3
,="Richard D. Hubbard School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.9
="Bethany School District",="Bethany Community School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5
="Bethel School District",="Anna H. Rockwell School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Bethel High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Bethel Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
,="Frank A. Berry School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Ralph M. T. Johnson School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
="Bloomfield School District",="Bloomfield High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Carmen Arace Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Carmen Arace Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.0
,="J. P. Vincent School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Laurel School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Metacomet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Bolton School District",="Bolton Center School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
,="Bolton High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Bozrah School District",="Fields Memorial School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Branford School District",="Branford High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Francis Walsh Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0
,="John B. Sliney School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Mary R. Tisko School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5
,="Mary T. Murphy School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0
="Bridgeport School District",="Barnum School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Bassick High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Beardsley School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Black Rock School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Blackham School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0
,="Bryant School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Central High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.0
,="Cesar Batalla School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Classical Studies Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Columbus School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Cross School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Curiale School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Dunbar School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Edison School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Garfield School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Geraldine Johnson School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Hall School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Hallen School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Harding High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="High Horizons Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Hooker School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Jettie S. Tisdale School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Longfellow School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Luis Munoz Marin School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
