"FTE Staffing Report for 2005-06"

"District","School","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Amistad Academy","General Education - Teachers and Instructors","Certified",18.0
="Andover School District",="Andover Elementary School",="General Education - Teachers and Instructors",="Certified",24.8
="Ansonia School District",="Ansonia High School",="General Education - Teachers and Instructors",="Certified",40.0
,="Ansonia Middle School",="General Education - Teachers and Instructors",="Certified",37.0
,="Mead School",="General Education - Teachers and Instructors",="Certified",32.0
,="Prendergast School",="General Education - Teachers and Instructors",="Certified",37.0
="Area Cooperative Educational Services",="A. C. E. S. Special Education Town Campus Learning Center",="General Education - Teachers and Instructors",="Certified",1.0
,="Collaborative Alternative Magnet School",="General Education - Teachers and Instructors",="Certified",10.3
,="Thomas Edison Magnet Middle School",="General Education - Teachers and Instructors",="Certified",58.0
,="Wintergreen Interdistrict Magnet School",="General Education - Teachers and Instructors",="Certified",43.0
="Ashford School District",="Ashford School",="General Education - Teachers and Instructors",="Certified",37.8
="Avon School District",="Avon High School",="General Education - Teachers and Instructors",="Certified",59.0
,="Avon Middle School",="General Education - Teachers and Instructors",="Certified",40.0
,="Pine Grove School",="General Education - Teachers and Instructors",="Certified",33.0
,="Roaring Brook School",="General Education - Teachers and Instructors",="Certified",40.0
,="Thompson Brook School",="General Education - Teachers and Instructors",="Certified",33.4
="Barkhamsted School District",="Barkhamsted Elementary School",="General Education - Teachers and Instructors",="Certified",19.7
="Berlin School District",="Berlin High School",="General Education - Teachers and Instructors",="Certified",67.0
,="Catherine M. McGee Middle School",="General Education - Teachers and Instructors",="Certified",53.0
,="Emma Hart Willard School",="General Education - Teachers and Instructors",="Certified",32.9
,="Mary E. Griswold School",="General Education - Teachers and Instructors",="Certified",35.1
,="Richard D. Hubbard School",="General Education - Teachers and Instructors",="Certified",17.3
="Bethany School District",="Bethany Community School",="General Education - Teachers and Instructors",="Certified",40.4
="Bethel School District",="Anna H. Rockwell School",="General Education - Teachers and Instructors",="Certified",26.1
,="Bethel High School",="General Education - Teachers and Instructors",="Certified",45.0
,="Bethel Middle School",="General Education - Teachers and Instructors",="Certified",50.4
,="Frank A. Berry School",="General Education - Teachers and Instructors",="Certified",27.1
,="Ralph M. T. Johnson School",="General Education - Teachers and Instructors",="Certified",29.6
="Bloomfield School District",="Bloomfield High School",="General Education - Teachers and Instructors",="Certified",51.5
,="Carmen Arace Intermediate School",="General Education - Teachers and Instructors",="Certified",25.0
,="Carmen Arace Middle School",="General Education - Teachers and Instructors",="Certified",27.0
,="J. P. Vincent School",="General Education - Teachers and Instructors",="Certified",25.0
,="Laurel School",="General Education - Teachers and Instructors",="Certified",21.1
,="Metacomet School",="General Education - Teachers and Instructors",="Certified",19.0
,="The Big Picture High School",="General Education - Teachers and Instructors",="Certified",2.0
="Bolton School District",="Bolton Center School",="General Education - Teachers and Instructors",="Certified",42.1
,="Bolton High School",="General Education - Teachers and Instructors",="Certified",26.4
="Bozrah School District",="Fields Memorial School",="General Education - Teachers and Instructors",="Certified",19.5
="Branford School District",="Branford High School",="General Education - Teachers and Instructors",="Certified",80.0
,="Francis Walsh Intermediate School",="General Education - Teachers and Instructors",="Certified",79.5
,="John B. Sliney School",="General Education - Teachers and Instructors",="Certified",25.0
,="Mary R. Tisko School",="General Education - Teachers and Instructors",="Certified",29.5
,="Mary T. Murphy School",="General Education - Teachers and Instructors",="Certified",29.5
="Bridgeport School District",="Barnum School",="General Education - Teachers and Instructors",="Certified",28.1
,="Bassick High School",="General Education - Teachers and Instructors",="Certified",71.6
,="Beardsley School",="General Education - Teachers and Instructors",="Certified",33.7
,="Black Rock School",="General Education - Teachers and Instructors",="Certified",20.3
,="Blackham School",="General Education - Teachers and Instructors",="Certified",54.3
,="Bridgeport Learning Center",="General Education - Teachers and Instructors",="Certified",6.3
,="Bridgeport Regional Vocational Aquaculture School",="General Education - Teachers and Instructors",="Certified",12.0
,="Bryant School",="General Education - Teachers and Instructors",="Certified",24.4
,="Central High School",="General Education - Teachers and Instructors",="Certified",138.9
,="Cesar Batalla School",="General Education - Teachers and Instructors",="Certified",35.5
,="Classical Studies Academy",="General Education - Teachers and Instructors",="Certified",23.9
,="Columbus School",="General Education - Teachers and Instructors",="Certified",43.1
,="Cross School",="General Education - Teachers and Instructors",="Certified",25.9
,="Curiale School",="General Education - Teachers and Instructors",="Certified",39.8
,="Dunbar School",="General Education - Teachers and Instructors",="Certified",32.9
,="Edison School",="General Education - Teachers and Instructors",="Certified",18.2
,="Garfield School",="General Education - Teachers and Instructors",="Certified",16.9
,="Geraldine Johnson School",="General Education - Teachers and Instructors",="Certified",9.9
,="Hall School",="General Education - Teachers and Instructors",="Certified",17.5
,="Hallen School",="General Education - Teachers and Instructors",="Certified",22.3
,="Harding High School",="General Education - Teachers and Instructors",="Certified",95.8
,="High Horizons Magnet School",="General Education - Teachers and Instructors",="Certified",22.5
,="Hooker School",="General Education - Teachers and Instructors",="Certified",21.5
,="Jettie S. Tisdale School",="General Education - Teachers and Instructors",="Certified",16.2
