"FTE Staffing Report for 2012-13"

"District","School","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","General Education - Teachers and Instructors","Certified",57.6
="Amistad Academy District",="Amistad Academy",="General Education - Teachers and Instructors",="Certified",71.1
="Andover School District",="Andover Elementary School",="General Education - Teachers and Instructors",="Certified",24.7
="Ansonia School District",="Ansonia High School",="General Education - Teachers and Instructors",="Certified",43.9
,="Ansonia Middle School",="General Education - Teachers and Instructors",="Certified",24.7
,="Mead School",="General Education - Teachers and Instructors",="Certified",34.0
,="Prendergast School",="General Education - Teachers and Instructors",="Certified",37.0
="Area Cooperative Educational Services",="Mill Road School",="General Education - Teachers and Instructors",="Certified",8.0
,="Thomas Edison Magnet Middle School",="General Education - Teachers and Instructors",="Certified",56.1
,="Village School",="General Education - Teachers and Instructors",="Certified",3.0
,="Whitney High School East",="General Education - Teachers and Instructors",="Certified",1.5
,="Whitney High School North",="General Education - Teachers and Instructors",="Certified",4.0
,="Whitney High School West",="General Education - Teachers and Instructors",="Certified",1.5
,="Wintergreen Interdistrict Magnet School",="General Education - Teachers and Instructors",="Certified",38.0
="Ashford School District",="Ashford School",="General Education - Teachers and Instructors",="Certified",38.6
="Avon School District",="Avon High School",="General Education - Teachers and Instructors",="Certified",70.5
,="Avon Middle School",="General Education - Teachers and Instructors",="Certified",39.9
,="Pine Grove School",="General Education - Teachers and Instructors",="Certified",30.5
,="Roaring Brook School",="General Education - Teachers and Instructors",="Certified",30.4
,="Thompson Brook School",="General Education - Teachers and Instructors",="Certified",36.3
="Barkhamsted School District",="Barkhamsted Elementary School",="General Education - Teachers and Instructors",="Certified",20.5
="Berlin School District",="Berlin High School",="General Education - Teachers and Instructors",="Certified",71.7
,="Catherine M. McGee Middle School",="General Education - Teachers and Instructors",="Certified",55.0
,="Emma Hart Willard School",="General Education - Teachers and Instructors",="Certified",27.7
,="Mary E. Griswold School",="General Education - Teachers and Instructors",="Certified",34.8
,="Richard D. Hubbard School",="General Education - Teachers and Instructors",="Certified",15.7
="Bethany School District",="Bethany Community School",="General Education - Teachers and Instructors",="Certified",36.9
="Bethel School District",="Anna H. Rockwell School",="General Education - Teachers and Instructors",="Certified",26.4
,="Bethel High School",="General Education - Teachers and Instructors",="Certified",64.5
,="Bethel Middle School",="General Education - Teachers and Instructors",="Certified",46.5
,="Frank A. Berry School",="General Education - Teachers and Instructors",="Certified",27.4
,="Ralph M. T. Johnson School",="General Education - Teachers and Instructors",="Certified",26.8
="Bloomfield School District",="Bloomfield High School",="General Education - Teachers and Instructors",="Certified",50.5
,="Carmen Arace Intermediate School",="General Education - Teachers and Instructors",="Certified",21.3
,="Carmen Arace Middle School",="General Education - Teachers and Instructors",="Certified",25.0
,="Global Experience Magnet School",="General Education - Teachers and Instructors",="Certified",16.0
,="Laurel School",="General Education - Teachers and Instructors",="Certified",28.3
,="Metacomet School",="General Education - Teachers and Instructors",="Certified",20.6
,="Wintonbury Early Childhood Magnet School",="General Education - Teachers and Instructors",="Certified",20.5
="Bolton School District",="Bolton Center School",="General Education - Teachers and Instructors",="Certified",35.6
,="Bolton High School",="General Education - Teachers and Instructors",="Certified",25.7
="Bozrah School District",="Fields Memorial School",="General Education - Teachers and Instructors",="Certified",18.5
="Branford School District",="Branford High School",="General Education - Teachers and Instructors",="Certified",83.6
,="Francis Walsh Intermediate School",="General Education - Teachers and Instructors",="Certified",73.2
,="John B. Sliney School",="General Education - Teachers and Instructors",="Certified",28.0
,="Mary R. Tisko School",="General Education - Teachers and Instructors",="Certified",29.0
,="Mary T. Murphy School",="General Education - Teachers and Instructors",="Certified",31.0
="Bridgeport Achievement First District",="Achievement First Bridgeport Academy",="General Education - Teachers and Instructors",="Certified",48.0
="Bridgeport School District",="Barnum School",="General Education - Teachers and Instructors",="Certified",33.2
,="Bassick High School",="General Education - Teachers and Instructors",="Certified",52.0
,="Beardsley School",="General Education - Teachers and Instructors",="Certified",20.1
,="Black Rock School",="General Education - Teachers and Instructors",="Certified",18.1
,="Blackham School",="General Education - Teachers and Instructors",="Certified",50.8
,="Bridgeport Learning Center",="General Education - Teachers and Instructors",="Certified",1.0
