"FTE Staffing Report for 2011-12"

"District","School","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","General Education - Paraprofessional Instructional Assistants","Non-Certified",0.0
="Amistad Academy District",="Amistad Academy",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Andover School District",="Andover Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.5
="Ansonia School District",="Ansonia High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Ansonia Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.5
,="Mead School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
,="Prendergast School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
="Area Cooperative Educational Services",="Thomas Edison Magnet Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Wintergreen Interdistrict Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.3
="Ashford School District",="Ashford School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
="Avon School District",="Avon High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.9
,="Avon Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.2
,="Pine Grove School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.2
,="Roaring Brook School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.7
,="Thompson Brook School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Barkhamsted School District",="Barkhamsted Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
="Berlin School District",="Berlin High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Catherine M. McGee Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.9
,="Emma Hart Willard School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.6
,="Mary E. Griswold School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.8
,="Richard D. Hubbard School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.9
="Bethany School District",="Bethany Community School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.8
="Bethel School District",="Anna H. Rockwell School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Bethel High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Bethel Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Frank A. Berry School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Ralph M. T. Johnson School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Bloomfield School District",="Bloomfield High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Carmen Arace Intermediate School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Carmen Arace Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5
,="J. P. Vincent School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Metacomet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="The Big Picture High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Wintonbury Early Childhood Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0
="Bolton School District",="Bolton Center School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.2
,="Bolton High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.4
="Bozrah School District",="Fields Memorial School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Branford School District",="Branford High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.5
,="Francis Walsh Intermediate School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="John B. Sliney School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.2
,="Mary R. Tisko School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.4
,="Mary T. Murphy School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.7
="Bridgeport Achievement First District",="Achievement First Bridgeport Academy",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
="Bridgeport School District",="Barnum School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Bassick High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Beardsley School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Black Rock School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Blackham School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Bryant School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Central High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Cesar Batalla School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0
,="Classical Studies Academy",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Columbus School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Cross School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Curiale School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Dunbar School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Edison School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Geraldine Johnson School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Hall School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
