"FTE Staffing Report for 2004-05"

"District","School","Assignment Category","Educator Type","FTE Count"
"Andover School District","Andover Elementary School","Instructional Specialists Who Support Teachers","Certified",1.0
="Ansonia School District",="Ansonia High School",="Instructional Specialists Who Support Teachers",="Certified",0.1
,="Ansonia Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.7
,="Mead School",="Instructional Specialists Who Support Teachers",="Certified",4.8
,="Prendergast School",="Instructional Specialists Who Support Teachers",="Certified",3.4
="Area Cooperative Educational Services",="A. C. E. S. Special Education Town Campus Learning Center",="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Wintergreen Interdistrict Magnet School",="Instructional Specialists Who Support Teachers",="Certified",2.0
="Ashford School District",="Ashford School",="Instructional Specialists Who Support Teachers",="Certified",2.4
="Avon School District",="Avon High School",="Instructional Specialists Who Support Teachers",="Certified",0.3
,="Avon Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.6
,="Pine Grove School",="Instructional Specialists Who Support Teachers",="Certified",2.6
,="Roaring Brook School",="Instructional Specialists Who Support Teachers",="Certified",3.1
,="Thompson Brook School",="Instructional Specialists Who Support Teachers",="Certified",1.5
="Barkhamsted School District",="Barkhamsted Elementary School",="Instructional Specialists Who Support Teachers",="Certified",0.8
="Berlin School District",="Berlin High School",="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Catherine M. McGee Middle School",="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Emma Hart Willard School",="Instructional Specialists Who Support Teachers",="Certified",2.4
,="Mary E. Griswold School",="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Richard D. Hubbard School",="Instructional Specialists Who Support Teachers",="Certified",1.1
="Bethany School District",="Bethany Community School",="Instructional Specialists Who Support Teachers",="Certified",1.0
="Bethel School District",="Anna H. Rockwell School",="Instructional Specialists Who Support Teachers",="Certified",1.5
,="Bethel Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Frank A. Berry School",="Instructional Specialists Who Support Teachers",="Certified",1.5
,="Ralph M. T. Johnson School",="Instructional Specialists Who Support Teachers",="Certified",0.9
="Bloomfield School District",="Bloomfield High School",="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Carmen Arace Intermediate School",="Instructional Specialists Who Support Teachers",="Certified",1.5
,="Carmen Arace Middle School",="Instructional Specialists Who Support Teachers",="Certified",2.1
,="J. P. Vincent School",="Instructional Specialists Who Support Teachers",="Certified",2.5
,="Laurel School",="Instructional Specialists Who Support Teachers",="Certified",2.4
,="Metacomet School",="Instructional Specialists Who Support Teachers",="Certified",2.2
="Bolton School District",="Bolton Center School",="Instructional Specialists Who Support Teachers",="Certified",3.5
="Bozrah School District",="Fields Memorial School",="Instructional Specialists Who Support Teachers",="Certified",1.0
="Branford School District",="Branford High School",="Instructional Specialists Who Support Teachers",="Certified",0.5
